’	'	ἒ	e)\	x--------
Δίκας	*di/kas	δίκη	di/kh	n-s---fg-
Ζεύς	*zeu/s	Ζεύς	*zeu/s	n-s---mn-
Ζηνί	*zhni/	Ζεύς	*zeu/s	n-s---md-
Ζηνός	*zhno/s	Ζεύς	*zeu/s	n-s---mg-
Θησέως	*qhse/ws	Θησεύς	*qhseu/s	n-s---mg-
Θησέως	*qhse/ws	Θησεύς	*qhseu/s	n-s---mg-
Θησέως	*qhse/ws	Θησεύς	*qhseu/s	n-s---mn-
Θησῇδος	*qhsh=|dos	Θησηίσ-πλ	*qhshi/s-pl	n-s---fg-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fv-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fa-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fv-
Κραναοῦ	*kranaou=	Κραναός	*kranao/s	n-s---mg-
Κραναοῦ	*kranaou=	κραναός	kranao/s	a-s---mg-
Κραναοῦ	*kranaou=	κραναός	kranao/s	a-s---ng-
Κρόνον	*kro/non	Κρόνος	*kro/nos	n-s---ma-
Κρόνον	*kro/non	κρόνος	kro/nos	n-s---ma-
Κωρυκίς	*kwruki/s	Κωρύκιος	*kwru/kios	n-s---fn-
Κωρυκίς	*kwruki/s	Κωρυκίς	*kwruki/s	n-s---fn-
Κωρυκίς	*kwruki/s	κωρυκίς	kwruki/s	n-s---fn-
Κύπρις	*ku/pris	Κύπρις	*ku/pris	n-s---fn-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fn-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fv-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-s---fg-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fv-
Λιβυστικοῖς	*libustikoi=s	Λίβυς	*li/bus	a-p---md-
Λιβυστικοῖς	*libustikoi=s	Λίβυς	*li/bus	a-p---nd-
Λιβυστικοῖς	*libustikoi=s	Λιβυστικόν	*libustiko/n	n-p---nd-
Λιβυστικοῖς	*libustikoi=s	Λιβυστικός	*libustiko/s	a-p---md-
Λιβυστικοῖς	*libustikoi=s	Λιβυστικός	*libustiko/s	a-p---nd-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-p---ma-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-s---mn-
Λοξίου	*loci/ou	Λοξίας	*loci/as	n-s---mg-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-p---mn-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-p---mv-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-s---md-
Μοίρας	*moi/ras	Μοῖρα	*moi=ra	n-p---fa-
Μοίρας	*moi/ras	Μοῖρα	*moi=ra	n-s---fg-
Μοίρας	*moi/ras	μοῖρα	moi=ra	n-p---fa-
Μοίρας	*moi/ras	μοῖρα	moi=ra	n-s---fg-
Μοίρας	*moi/ras	μοῖρα	moi=ra	n-p---fa-
Μοίρας	*moi/ras	μοῖρα	moi=ra	n-s---fg-
Μοίρας	*moi/ras	μοιράω	moira/w	v2spia---
Μοίρας	*moi/ras	μοιράω	moira/w	v2siia---
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fn-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖρά	*moi=ra/	Μοῖρα	*moi=ra	n-s---fn-
Μοῖρά	*moi=ra/	Μοῖρα	*moi=ra	n-s---fv-
Μοῖρά	*moi=ra/	μοῖρα	moi=ra	n-s---fn-
Μοῖρά	*moi=ra/	μοῖρα	moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	Μοῖρις	*moi=ris	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Νυκτός	*nukto/s	Νύξ	*nu/c	n-s---fg-
Νυκτός	*nukto/s	νύξ	nu/c	n-s---fg-
Νύξ	*nu/c	Νύξ	*nu/c	n-s---fn-
Νύξ	*nu/c	Νύξ	*nu/c	n-s---fv-
Νύξ	*nu/c	νύξ	nu/c	n-s---fn-
Νύξ	*nu/c	νύξ	nu/c	n-s---fv-
Παλλάδος	*palla/dos	Παλλάς	*palla/s	n-s---fg-
Παλλάς	*palla/s	Παλλάς	*palla/s	n-s---fn-
Παρνησοῦ	*parnhsou=	Παρνασός	*parnaso/s	n-s---mg-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-p---fn-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-p---fv-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-s---fg-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-p---fn-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-p---fv-
Πειθοῦς	*peiqou=s	Πειθώ	*peiqw/	n-s---fg-
Πενθεῖ	*penqei=	Πενθεύς	*penqeu/s	n-s---md-
Πενθεῖ	*penqei=	πενθέω	penqe/w	v2spie---
Πενθεῖ	*penqei=	πενθέω	penqe/w	v3spia---
Πλειστοῦ	*pleistou=	Πλειστός	*pleisto/s	n-s---mg-
Ποσειδῶνος	*poseidw=nos	Ποσειδῶν	*poseidw=n	n-s---mg-
Πέλοπος	*pe/lopos	Πέλοψ	*pe/loy	n-s---mg-
Σκαμάνδρου	*skama/ndrou	Σκάμανδρος	*ska/mandros	n-s---mg-
Σκύθῃσιν	*sku/qh|sin	Σκύθης	*sku/qhs	n-p---md-
Τιτανίς	*titani/s	Τιτανίς	*titani/s	n-s---fn-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τρίτωνος	*tri/twnos	Τρίτων	*tri/twn	n-s---mg-
Τυρσηνική	*turshnikh/	Τυρηηνός	*turhhno/s	a-s---fn-
Τυρσηνική	*turshnikh/	Τυρηηνός	*turhhno/s	a-s---fv-
Τυρσηνική	*turshnikh/	Τυρσηνικός	*turshniko/s	a-s---fn-
Τυρσηνική	*turshnikh/	Τυρσηνικός	*turshniko/s	a-s---fv-
Τάρταρόν	*ta/rtaro/n	Τάρταρος	*ta/rtaros	n-s---fa-
Φινέως	*fine/ws	Φινεύς	*fineu/s	n-s---mg-
Φινέως	*fine/ws	Φινεύς	*fineu/s	n-s---mg-
Φινέως	*fine/ws	Φινεύς	*fineu/s	n-s---mn-
Φλεγραίαν	*flegrai/an	Φλεγραῖος	*flegrai=os	a-s---fa-
Φοίβη	*foi/bh	Φοίβη	*foi/bh	n-s---fn-
Φοίβη	*foi/bh	Φοίβη	*foi/bh	n-s---fv-
Φοίβη	*foi/bh	φοίβη	foi/bh	n-s---fn-
Φοίβη	*foi/bh	φοίβη	foi/bh	n-s---fv-
Φοίβη	*foi/bh	φοῖβος	foi=bos	a-s---fn-
Φοίβη	*foi/bh	φοῖβος	foi=bos	a-s---fv-
Φοίβη	*foi/bh	φοιβάω	foiba/w	v2spma---
Φοίβη	*foi/bh	φοιβάω	foiba/w	v2spma---
Φοίβη	*foi/bh	φοιβάω	foiba/w	v3siia---
Φοίβης	*foi/bhs	Φοίβη	*foi/bh	n-s---fg-
Φοίβης	*foi/bhs	φοίβη	foi/bh	n-s---fg-
Φοίβης	*foi/bhs	φοῖβος	foi=bos	a-s---fg-
Φοίβης	*foi/bhs	φοιβάω	foiba/w	v2spia---
Φοίβης	*foi/bhs	φοιβάω	foiba/w	v2siia---
Φοίβου	*foi/bou	Φοῖβος	*foi=bos	n-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	a-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	a-s---ng-
Φοίβῳ	*foi/bw|	Φοῖβος	*foi=bos	n-s---md-
Φοίβῳ	*foi/bw|	φοῖβος	foi=bos	a-s---md-
Φοίβῳ	*foi/bw|	φοῖβος	foi=bos	a-s---nd-
Φοῖβ’	*foi=b'	Φοίβη	*foi/bh	n-p---fn-
Φοῖβ’	*foi=b'	Φοίβη	*foi/bh	n-p---fv-
Φοῖβ’	*foi=b'	Φοῖβος	*foi=bos	n-s---mv-
Φοῖβ’	*foi=b'	φοίβη	foi/bh	n-p---fn-
Φοῖβ’	*foi=b'	φοίβη	foi/bh	n-p---fv-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-p---nn-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-p---nv-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-p---na-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-s---mv-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-p---fn-
Φοῖβ’	*foi=b'	φοῖβος	foi=bos	a-p---fv-
Φέρητος	*fe/rhtos	Φέρης	*fe/rhs	n-s---mg-
Χθονός	*xqono/s	Χθών	*xqw/n	n-s---fg-
Χθονός	*xqono/s	χθών	xqw/n	n-s---fg-
αἰανής	ai)anh/s	αἰανής	ai)anh/s	n-s---mn-
αἰανής	ai)anh/s	αἰανής	ai)anh/s	n-s---fn-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-p---nn-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-p---nv-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-p---na-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---mn-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---mv-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---ma-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---fn-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---fv-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---fa-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---nn-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---nv-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-d---na-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-s---ma-
αἰανῆ	ai)anh=	αἰανής	ai)anh/s	n-s---fa-
αἰανῶς	ai)anw=s	αἰανής	ai)anh/s	x--------
αἰγίδος	ai)gi/dos	αἰγίς	ai)gi/s	n-s---fg-
αἰδεσθείς	ai)desqei/s	αἰδέομαι	ai)de/omai	v-sappmn-
αἰδεσθείς	ai)desqei/s	αἰδέομαι	ai)de/omai	v-sappmv-
αἰδεῖσθε	ai)dei=sqe	αἰδέομαι	ai)de/omai	v2ppme---
αἰδεῖσθε	ai)dei=sqe	αἰδέομαι	ai)de/omai	v2ppoe---
αἰδεῖσθε	ai)dei=sqe	αἰδέομαι	ai)de/omai	v2ppie---
αἰδεῖσθε	ai)dei=sqe	αἰδέομαι	ai)de/omai	v2piie---
αἰδουμένους	ai)doume/nous	αἰδέομαι	ai)de/omai	v-pppema-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---nn-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---nv-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---na-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---ma-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---nn-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---nv-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---na-
αἰδοῦμαι	ai)dou=mai	αἰδέομαι	ai)de/omai	v1spie---
αἰδόμενός	ai)do/meno/s	αἰδέομαι	ai)de/omai	v-sppemn-
αἰεί	ai)ei/	ἀεί	a)ei/	d--------
αἰθέρι	ai)qe/ri	αἰθήρ	ai)qh/r	n-s---md-
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v1sasa---
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v1sfia---
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v2saim---
αἰνέσῃς	ai)ne/sh|s	αἰνέω	ai)ne/w	v2sasa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---ng-
αἰπολούμεναι	ai)polou/menai	αἰπολέω	ai)pole/w	v-pppefn-
αἰπολούμεναι	ai)polou/menai	αἰπολέω	ai)pole/w	v-pppefv-
αἰσιμίαισι	ai)simi/aisi	αἰσιμία	ai)simi/a	n-p---fd-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-s---fg-
αἰχμαλώτων	ai)xmalw/twn	αἰχμάλωτος	ai)xma/lwtos	n-p---mg-
αἰχμαλώτων	ai)xmalw/twn	αἰχμάλωτος	ai)xma/lwtos	n-p---fg-
αἰχμαλώτων	ai)xmalw/twn	αἰχμάλωτος	ai)xma/lwtos	n-p---ng-
αἰχμάς	ai)xma/s	αἰχμή	ai)xmh/	n-p---fa-
αἰῶνα	ai)w=na	αἰών	ai)w/n	n-s---ma-
αἰῶνος	ai)w=nos	αἰών	ai)w/n	n-s---mg-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---na-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fa-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-s---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-s---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---na-
αἱματηράς	ai(mathra/s	αἱματηρός	ai(mathro/s	a-p---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---na-
αἱματορρόφου	ai(matorro/fou	αἱματορρόφος	ai(matorro/fos	n-s---mg-
αἱματορρόφου	ai(matorro/fou	αἱματορρόφος	ai(matorro/fos	n-s---fg-
αἱματορρόφου	ai(matorro/fou	αἱματορρόφος	ai(matorro/fos	n-s---ng-
αἱμοσταγές	ai(mostage/s	αἱμοσταγής	ai(mostagh/s	n-s---mv-
αἱμοσταγές	ai(mostage/s	αἱμοσταγής	ai(mostagh/s	n-s---fv-
αἱμοσταγές	ai(mostage/s	αἱμοσταγής	ai(mostagh/s	n-s---nn-
αἱμοσταγές	ai(mostage/s	αἱμοσταγής	ai(mostagh/s	n-s---nv-
αἱμοσταγές	ai(mostage/s	αἱμοσταγής	ai(mostagh/s	n-s---na-
αἱμάτων	ai(ma/twn	αἷμα	ai(=ma	n-p---ng-
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v3piia---
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v1siia---
αἱρουμένη	ai(roume/nh	αἱρέω	ai(re/w	v-sppefn-
αἱρουμένη	ai(roume/nh	αἱρέω	ai(re/w	v-sppefv-
αἴδεσαι	ai)/desai	αἰδέομαι	ai)de/omai	v2samm---
αἴρειν	ai)/rein	αἴρω	ai)/rw	v--pna---
αἵδ’	ai(/d'	ὅδε	o(/de	n-p---fn-
αἵματι	ai(/mati	αἷμα	ai(=ma	n-s---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	n-s---ng-
αἵτε	ai(/te	ὅστε	o(/ste	p-p---fn-
αἶα	ai)=a	αἶα	ai)=a	n-s---fn-
αἶα	ai)=a	αἶα	ai)=a	n-s---fv-
αἶστος	ai)=stos	ἄιστος	a)/istos	n-s---mn-
αἶστος	ai)=stos	ἄιστος	a)/istos	n-s---fn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nn-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nv-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---na-
αἷς	ai(=s	ὅς	o(/s	p-p---fd-
αὐδᾶ	au)da=	αὐδάω	au)da/w	v1spsa---
αὐδᾶ	au)da=	αὐδάω	au)da/w	v1spia---
αὐδᾶ	au)da=	αὐδάζομαι	au)da/zomai	v1sfia---
αὐθέντης	au)qe/nths	αὐθέντης	au)qe/nths	n-s---mn-
αὐθέντης	au)qe/nths	αὐθεντέω	au)qente/w	v2siia---
αὐθέντης	au)qe/nths	αὐθεντέω	au)qente/w	v2siia---
αὐονά	au)ona/	αὐονή	au)onh/	n-d---fn-
αὐονά	au)ona/	αὐονή	au)onh/	n-d---fv-
αὐονά	au)ona/	αὐονή	au)onh/	n-d---fa-
αὐονά	au)ona/	αὐονή	au)onh/	n-s---fn-
αὐονά	au)ona/	αὐονή	au)onh/	n-s---fv-
αὐτουργίαι	au)tourgi/ai	αὐτουργία	au)tourgi/a	n-p---fn-
αὐτουργίαι	au)tourgi/ai	αὐτουργία	au)tourgi/a	n-p---fv-
αὐτουργίαι	au)tourgi/ai	αὐτουργία	au)tourgi/a	n-s---fd-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mv-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	n-p---nd-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	n-p---md-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---nd-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---ma-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---fa-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---nn-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---nv-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---na-
αὐτόκλητος	au)to/klhtos	αὐτόκλητος	au)to/klhtos	n-s---mn-
αὐτόκλητος	au)to/klhtos	αὐτόκλητος	au)to/klhtos	n-s---fn-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτόπρεμνον	au)to/premnon	αὐτόπρεμνος	au)to/premnos	n-s---ma-
αὐτόπρεμνον	au)to/premnon	αὐτόπρεμνος	au)to/premnos	n-s---fa-
αὐτόπρεμνον	au)to/premnon	αὐτόπρεμνος	au)to/premnos	n-s---nn-
αὐτόπρεμνον	au)to/premnon	αὐτόπρεμνος	au)to/premnos	n-s---nv-
αὐτόπρεμνον	au)to/premnon	αὐτόπρεμνος	au)to/premnos	n-s---na-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόσσυτος	au)to/ssutos	αὐτόσσυτος	au)to/ssutos	n-s---mn-
αὐτόσσυτος	au)to/ssutos	αὐτόσσυτος	au)to/ssutos	n-s---fn-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-pppann-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-pppanv-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-pppana-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-sppama-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-sppamd-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-sppand-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v3ppia---
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v3piie---
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppamn-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppamv-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppama-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppann-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppanv-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v-dppana-
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v3ppie---
αὐχοῦντ’	au)xou=nt'	αὐχέω	au)xe/w	v3piie---
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖτε	au)=te	αὖτε	au)=te	d--------
αὖτέ	au)=te/	αὖτε	au)=te	d--------
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fn-
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fv-
βαλεῖ	balei=	βάλλω	ba/llw	v2sfim---
βαλεῖ	balei=	βάλλω	ba/llw	v3sfia---
βαλεῖν	balei=n	βάλλω	ba/llw	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	v--fna---
βαλοῦσά	balou=sa/	βάλλω	ba/llw	v-sapafn-
βαλοῦσά	balou=sa/	βάλλω	ba/llw	v-sapafv-
βαλοῦσά	balou=sa/	βάλλω	ba/llw	v-sfpafn-
βαλοῦσά	balou=sa/	βάλλω	ba/llw	v-sfpafv-
βαρεῖα	barei=a	βαρύς	baru/s	a-s---fn-
