’	'	ἒ	e)\	x--------
γονεῖς	gonei=s	γονάω	gona/w	v2spia---
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---ma-
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---mn-
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---mv-
γονέων	gone/wn	γονάω	gona/w	v-sppamn-
γονέων	gone/wn	γονεύς	goneu/s	n-p---mg-
γονέων	gone/wn	γονεύς	goneu/s	n-p---mg-
γονέων	gone/wn	γονή	gonh/	n-p---fg-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---ma-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---mn-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---mv-
γραμματέων	grammate/wn	γραμματεύς	grammateu/s	n-p---mg-
γραμματέων	grammate/wn	γραμματεύς	grammateu/s	n-p---mg-
γραφαῖς	grafai=s	γραφή	grafh/	n-p---fd-
γραφαῖς	grafai=s	γραφής	grafh/s	n-p---md-
γραφάς	grafa/s	γραφή	grafh/	n-p---fa-
γραφάς	grafa/s	γραφής	grafh/s	n-p---ma-
γραφάς	grafa/s	γραφής	grafh/s	n-s---mn-
γραφή	grafh/	γραφή	grafh/	n-s---fn-
γραφή	grafh/	γραφή	grafh/	n-s---fv-
γρηγοροῦντας	grhgorou=ntas	γρηγορέω	grhgore/w	v-pppama-
γράψαι	gra/yai	γράφω	gra/fw	v2samm---
γράψαι	gra/yai	γράφω	gra/fw	v--ana---
γράψαι	gra/yai	γράφω	gra/fw	v3saoa---
γράψον	gra/yon	γράφω	gra/fw	v2sama---
γράψον	gra/yon	γράφω	gra/fw	v-sfpamv-
γράψον	gra/yon	γράφω	gra/fw	v-sfpann-
γράψον	gra/yon	γράφω	gra/fw	v-sfpanv-
γράψον	gra/yon	γράφω	gra/fw	v-sfpana-
γυναικός	gunaiko/s	γυνή	gunh/	n-s---fg-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppann-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppanv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppana-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamn-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v--pna---
γυναικῶν	gunaikw=n	γυνή	gunh/	n-p---fg-
γυναιξίν	gunaici/n	γυνή	gunh/	n-p---fd-
γυναῖκα	gunai=ka	γυνή	gunh/	n-s---fa-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fn-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fv-
γυναῖκές	gunai=ke/s	γυνή	gunh/	n-p---fn-
γυναῖκές	gunai=ke/s	γυνή	gunh/	n-p---fv-
γυνή	gunh/	γυνή	gunh/	n-s---fn-
γωνίας	gwni/as	γωνία	gwni/a	n-p---fa-
γωνίας	gwni/as	γωνία	gwni/a	n-s---fg-
γάμους	ga/mous	γάμος	ga/mos	n-p---ma-
γάμων	ga/mwn	γάμος	ga/mos	n-p---mg-
γάρ	ga/r	γάρ	ga/r	g--------
γάρ’	ga/r'	γάρον	ga/ron	n-p---nn-
γάρ’	ga/r'	γάρον	ga/ron	n-p---nv-
γάρ’	ga/r'	γάρον	ga/ron	n-p---na-
γάρ’	ga/r'	γάρος	ga/ros	n-s---mv-
γέγονεν	ge/gonen	γίγνομαι	gi/gnomai	v3sria---
γέγονεν	ge/gonen	γίγνομαι	gi/gnomai	v3plia---
γέγραπται	ge/graptai	γράφω	gra/fw	v3srie---
γέενναν	ge/ennan	γέεννα	ge/enna	n-s---fa-
γέμει	ge/mei	γέμος	ge/mos	n-d---nn-
γέμει	ge/mei	γέμος	ge/mos	n-d---nv-
γέμει	ge/mei	γέμος	ge/mos	n-d---na-
γέμει	ge/mei	γέμος	ge/mos	n-s---nd-
γέμει	ge/mei	γέμος	ge/mos	n-s---nd-
γέμει	ge/mei	γέμω	ge/mw	v2spie---
γέμει	ge/mei	γέμω	ge/mw	v3spia---
γένηται	ge/nhtai	γίγνομαι	gi/gnomai	v3sasm---
γένοιτο	ge/noito	γίγνομαι	gi/gnomai	v3saom---
γένοιτό	ge/noito/	γίγνομαι	gi/gnomai	v3saom---
γήρει	gh/rei	γῆρος	gh=ros	n-d---nn-
γήρει	gh/rei	γῆρος	gh=ros	n-d---nv-
γήρει	gh/rei	γῆρος	gh=ros	n-d---na-
γήρει	gh/rei	γῆρος	gh=ros	n-s---nd-
γήρει	gh/rei	γῆρος	gh=ros	n-s---nd-
γήρει	gh/rei	γηράω	ghra/w	v2spma---
γήρει	gh/rei	γηράω	ghra/w	v3siia---
γίνεσθαι	gi/nesqai	γίγνομαι	gi/gnomai	v--pne---
γίνεσθε	gi/nesqe	γίγνομαι	gi/gnomai	v2ppme---
γίνεσθε	gi/nesqe	γίγνομαι	gi/gnomai	v2ppie---
γίνεσθε	gi/nesqe	γίγνομαι	gi/gnomai	v2piie---
γίνεται	gi/netai	γίγνομαι	gi/gnomai	v3spie---
γόνασιν	go/nasin	γόνυ	go/nu	n-p---nd-
γόνατα	go/nata	γόνυ	go/nu	n-p---na-
γόνατα	go/nata	γόνυ	go/nu	n-p---nn-
γύναι’	gu/nai'	γύναιον	gu/naion	n-p---nn-
γύναι’	gu/nai'	γύναιον	gu/naion	n-p---nv-
γύναι’	gu/nai'	γύναιον	gu/naion	n-p---na-
γύναι’	gu/nai'	γύναιος	gu/naios	a-p---nn-
γύναι’	gu/nai'	γύναιος	gu/naios	a-p---nv-
γύναι’	gu/nai'	γύναιος	gu/naios	a-p---na-
γύναι’	gu/nai'	γύναιος	gu/naios	n-p---nn-
γύναι’	gu/nai'	γύναιος	gu/naios	n-p---nv-
γύναι’	gu/nai'	γύναιος	gu/naios	n-p---na-
γύναι’	gu/nai'	γύναιος	gu/naios	a-s---mv-
γύναι’	gu/nai'	γύναιος	gu/naios	a-p---fn-
γύναι’	gu/nai'	γύναιος	gu/naios	a-p---fv-
γῆ	gh=	Γαῖα	*gai=a	n-s---fn-
γῆ	gh=	Γαῖα	*gai=a	n-s---fv-
γῆ	gh=	γῆ	gh=	n-s---fn-
γῆ	gh=	γῆ	gh=	n-s---fv-
γῆν	gh=n	Γαῖα	*gai=a	n-s---fa-
γῆν	gh=n	γῆ	gh=	n-s---fa-
γῆς	gh=s	Γαῖα	*gai=a	n-s---fg-
γῆς	gh=s	γῆ	gh=	n-s---fg-
γῇ	gh=|	Γαῖα	*gai=a	n-s---fd-
γῇ	gh=|	γῆ	gh=	n-s---fd-
δαιμονισθείς	daimonisqei/s	δαιμονίζομαι	daimoni/zomai	v-sapemn-
δαιμονισθείς	daimonisqei/s	δαιμονίζομαι	daimoni/zomai	v-sapemv-
δαιμονίου	daimoni/ou	δαιμόνιον	daimo/nion	n-s---ng-
δαιμονίου	daimoni/ou	δαιμόνιος	daimo/nios	a-s---mg-
δαιμονίου	daimoni/ou	δαιμόνιος	daimo/nios	a-s---ng-
δαιμονίου	daimoni/ou	δαιμόνιος	daimo/nios	n-s---mg-
δαιμονίου	daimoni/ou	δαιμόνιος	daimo/nios	n-s---fg-
δαιμονίου	daimoni/ou	δαιμόνιος	daimo/nios	n-s---ng-
δαιμονίων	daimoni/wn	δαιμόνιον	daimo/nion	n-p---ng-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	a-p---fg-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	a-p---mg-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	a-p---ng-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	n-p---mg-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	n-p---fg-
δαιμονίων	daimoni/wn	δαιμόνιος	daimo/nios	n-p---ng-
δαιμονίων	daimoni/wn	δαιμονάω	daimona/w	v-sppamn-
δαιμονίων	daimoni/wn	δαιμονιάω	daimonia/w	v3piia---
δαιμονίων	daimoni/wn	δαιμονιάω	daimonia/w	v1siia---
δαιμόνια	daimo/nia	δαιμόνιον	daimo/nion	n-p---nn-
δαιμόνια	daimo/nia	δαιμόνιον	daimo/nion	n-p---nv-
δαιμόνια	daimo/nia	δαιμόνιον	daimo/nion	n-p---na-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	a-p---nn-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	a-p---nv-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	a-p---na-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	n-p---nn-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	n-p---nv-
δαιμόνια	daimo/nia	δαιμόνιος	daimo/nios	n-p---na-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---na-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---ma-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---na-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---ma-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---fa-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---na-
δαιμόνιον	daimo/nion	δαιμονάω	daimona/w	v3piia---
δαιμόνιον	daimo/nion	δαιμονάω	daimona/w	v1siia---
δακτύλιον	daktu/lion	δακτύλιον	daktu/lion	n-s---nn-
δακτύλιον	daktu/lion	δακτύλιον	daktu/lion	n-s---nv-
δακτύλιον	daktu/lion	δακτύλιον	daktu/lion	n-s---na-
δακτύλιον	daktu/lion	δακτύλιος	daktu/lios	n-s---ma-
δακτύλου	daktu/lou	δάκτυλος	da/ktulos	n-s---mg-
δακτύλων	daktu/lwn	δάκτυλος	da/ktulos	n-p---mg-
δακτύλων	daktu/lwn	δάκτυλος	da/ktulos	n-p---ng-
δακτύλῳ	daktu/lw|	δάκτυλος	da/ktulos	n-s---md-
δανίζετε	dani/zete	δανείζω	danei/zw	v2ppma---
δανίζετε	dani/zete	δανείζω	danei/zw	v2ppia---
δανίζετε	dani/zete	δανείζω	danei/zw	v2piia---
δανίζετε	dani/zete	δανίζω	dani/zw	v2ppma---
δανίζετε	dani/zete	δανίζω	dani/zw	v2ppia---
δανίζετε	dani/zete	δανίζω	dani/zw	v2piia---
δανίζουσιν	dani/zousin	δανείζω	danei/zw	v-pppamd-
δανίζουσιν	dani/zousin	δανείζω	danei/zw	v-pppand-
δανίζουσιν	dani/zousin	δανείζω	danei/zw	v3ppia---
δανίζουσιν	dani/zousin	δανίζω	dani/zw	v-pppamd-
δανίζουσιν	dani/zousin	δανίζω	dani/zw	v-pppand-
δανίζουσιν	dani/zousin	δανίζω	dani/zw	v3ppia---
δανίσητε	dani/shte	δανείζω	danei/zw	v2pasa---
δανίσητε	dani/shte	δανίζω	dani/zw	v2pasa---
δαπανήσαντος	dapanh/santos	δαπανάω	dapana/w	v-sapamg-
δαπανήσαντος	dapanh/santos	δαπανάω	dapana/w	v-sapang-
δαπάνην	dapa/nhn	δαπάνη	dapa/nh	n-s---fa-
δαπάνην	dapa/nhn	δαπανάω	dapana/w	v3piia---
δαπάνην	dapa/nhn	δαπανάω	dapana/w	v1siia---
δαρήσεται	darh/setai	δέρω	de/rw	v3sfip---
δεδεμένον	dedeme/non	δέω1	de/w1	v-srpema-
δεδεμένον	dedeme/non	δέω1	de/w1	v-srpenn-
δεδεμένον	dedeme/non	δέω1	de/w1	v-srpenv-
δεδεμένον	dedeme/non	δέω1	de/w1	v-srpena-
δεδικαιωμένος	dedikaiwme/nos	δικαιόω	dikaio/w	v-srpemn-
δεδώκει	dedw/kei	δίδωμι	di/dwmi	v3slia---
δεινῶς	deinw=s	δεινός	deino/s	x--------
δεινῶς	deinw=s	δεινόω	deino/w	v2spia---
δειπνήσω	deipnh/sw	δειπνέω	deipne/w	v1sasa---
δειπνήσω	deipnh/sw	δειπνέω	deipne/w	v1sfia---
δειπνήσω	deipnh/sw	δειπνέω	deipne/w	v2saim---
δειπνῆσαι	deipnh=sai	δειπνέω	deipne/w	v--ana---
δεκτόν	dekto/n	δεκτός	dekto/s	a-s---ma-
δεκτόν	dekto/n	δεκτός	dekto/s	a-s---nn-
δεκτόν	dekto/n	δεκτός	dekto/s	a-s---nv-
δεκτόν	dekto/n	δεκτός	dekto/s	a-s---na-
δεκτός	dekto/s	δεκτός	dekto/s	a-s---mn-
δεξιά	decia/	δεξιά	decia/	n-d---fn-
δεξιά	decia/	δεξιά	decia/	n-d---fv-
δεξιά	decia/	δεξιά	decia/	n-d---fa-
δεξιά	decia/	δεξιά	decia/	n-s---fn-
δεξιά	decia/	δεξιά	decia/	n-s---fv-
δεξιά	decia/	δεξιός	decio/s	a-p---nn-
δεξιά	decia/	δεξιός	decio/s	a-p---nv-
δεξιά	decia/	δεξιός	decio/s	a-p---na-
δεξιά	decia/	δεξιός	decio/s	a-d---fn-
δεξιά	decia/	δεξιός	decio/s	a-d---fv-
δεξιά	decia/	δεξιός	decio/s	a-d---fa-
δεξιά	decia/	δεξιός	decio/s	a-s---fn-
δεξιά	decia/	δεξιός	decio/s	a-s---fv-
δεξιόν	decio/n	δεξιός	decio/s	a-s---ma-
δεξιόν	decio/n	δεξιός	decio/s	a-s---nn-
δεξιόν	decio/n	δεξιός	decio/s	a-s---nv-
δεξιόν	decio/n	δεξιός	decio/s	a-s---na-
δεξιῶν	deciw=n	δεξιά	decia/	n-p---fg-
δεξιῶν	deciw=n	δεξιάζω	decia/zw	v-sfpamv-
δεξιῶν	deciw=n	δεξιάζω	decia/zw	v-sfpann-
δεξιῶν	deciw=n	δεξιάζω	decia/zw	v-sfpanv-
δεξιῶν	deciw=n	δεξιάζω	decia/zw	v-sfpana-
δεξιῶν	deciw=n	δεξιάζω	decia/zw	v-sfpamn-
δεξιῶν	deciw=n	δεξιός	decio/s	a-p---fg-
δεξιῶν	deciw=n	δεξιός	decio/s	a-p---mg-
δεξιῶν	deciw=n	δεξιός	decio/s	a-p---ng-
δεξάμενος	deca/menos	δέχομαι	de/xomai	v-sapmmn-
δεξάμενος	deca/menos	δείκνυμι	dei/knumi	v-sapmmn-
δεσμοῦ	desmou=	δεσμέω	desme/w	v2spme---
δεσμοῦ	desmou=	δεσμεύω	desmeu/w	v2spme---
δεσμοῦ	desmou=	δεσμεύω	desmeu/w	v2spme---
δεσμοῦ	desmou=	δεσμεύω	desmeu/w	v2siie---
δεσμοῦ	desmou=	δεσμός	desmo/s	n-s---mg-
δεσμά	desma/	δεσμός	desmo/s	n-p---nn-
δεσμά	desma/	δεσμός	desmo/s	n-p---nv-
δεσμά	desma/	δεσμός	desmo/s	n-p---na-
δευτέρᾳ	deute/ra|	δεύτερος	deu/teros	a-s---fd-
δεήθητε	deh/qhte	δέω2	de/w2	v2paip---
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fn-
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fv-
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fn-
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fa-
δεήσεις	deh/seis	δέω2	de/w2	v2sasa---
δεήσεις	deh/seis	δέω2	de/w2	v2sfia---
δεήσεσιν	deh/sesin	δέησις	de/hsis	n-p---fd-
δείξει	dei/cei	δείξις	dei/cis	n-d---fn-
δείξει	dei/cei	δείξις	dei/cis	n-d---fv-
δείξει	dei/cei	δείξις	dei/cis	n-d---fa-
δείξει	dei/cei	δείξις	dei/cis	n-s---fd-
δείξει	dei/cei	δείξις	dei/cis	n-s---fd-
δείξει	dei/cei	δείκνυμι	dei/knumi	v3sasa---
δείξει	dei/cei	δείκνυμι	dei/knumi	v2sfim---
δείξει	dei/cei	δείκνυμι	dei/knumi	v3sfia---
δείξει	dei/cei	δεῖξις	dei=cis	n-d---fn-
δείξει	dei/cei	δεῖξις	dei=cis	n-d---fv-
δείξει	dei/cei	δεῖξις	dei=cis	n-d---fa-
δείξει	dei/cei	δεῖξις	dei=cis	n-s---fd-
δείξει	dei/cei	δεῖξις	dei=cis	n-s---fd-
δείπνοις	dei/pnois	δεῖπνον	dei=pnon	n-p---nd-
δείπνοις	dei/pnois	δεῖπνος	dei=pnos	n-p---md-
δείπνου	dei/pnou	δεῖπνον	dei=pnon	n-s---ng-
δείπνου	dei/pnou	δεῖπνος	dei=pnos	n-s---mg-
δείραντες	dei/rantes	δέρω	de/rw	v-papamn-
δείραντες	dei/rantes	δέρω	de/rw	v-papamv-
δεόμενοι	deo/menoi	δέομαι	de/omai	v-pppemn-
δεόμενοι	deo/menoi	δέομαι	de/omai	v-pppemv-
δεόμενοι	deo/menoi	δέω1	de/w1	v-pppemn-
δεόμενοι	deo/menoi	δέω1	de/w1	v-pppemv-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppemn-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppemv-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppmmn-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppmmv-
δεύτερος	deu/teros	δεύτερος	deu/teros	a-s---mn-
δεῖ	dei=	δέομαι	de/omai	v2spie---
δεῖ	dei=	δέω1	de/w1	v2spie---
δεῖ	dei=	δέω1	de/w1	v2spma---
δεῖ	dei=	δέω1	de/w1	v3spia---
δεῖ	dei=	δέω1	de/w1	v3siia---
δεῖ	dei=	δέω2	de/w2	v2spie---
δεῖ	dei=	δέω2	de/w2	v2spma---
δεῖ	dei=	δέω2	de/w2	v3spia---
δεῖ	dei=	δέω2	de/w2	v3siia---
δεῖ	dei=	δεῖ	dei=	v3siia---
δεῖ’	dei='	δέομαι	de/omai	v2spoe---
δεῖ’	dei='	δέομαι	de/omai	v2spie---
δεῖ’	dei='	δέω1	de/w1	v2spie---
δεῖ’	dei='	δέω2	de/w2	v2spie---
δεῖν	dei=n	δέω1	de/w1	v--pna---
δεῖν	dei=n	δέω2	de/w2	v--pna---
δεῖν	dei=n	δεῖ	dei=	v-spp-nn-
δεῖν	dei=n	δεῖ	dei=	v-spp-nv-
δεῖν	dei=n	δεῖ	dei=	v-spp-na-
δεῖν	dei=n	δεῖ	dei=	v--pna---
δεῖξον	dei=con	δείκνυμι	dei/knumi	v2sama---
δεῖξον	dei=con	δείκνυμι	dei/knumi	v-sfpamv-
δεῖξον	dei=con	δείκνυμι	dei/knumi	v-sfpann-
δεῖξον	dei=con	δείκνυμι	dei/knumi	v-sfpanv-
δεῖξον	dei=con	δείκνυμι	dei/knumi	v-sfpana-
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---nn-
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---nv-
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---na-
δεῖπνον	dei=pnon	δεῖπνος	dei=pnos	n-s---ma-
δεῦρο	deu=ro	δεῦρο	deu=ro	d--------
δηνάρια	dhna/ria	δηνάριον	dhna/rion	n-p---nn-
δηνάρια	dhna/ria	δηνάριον	dhna/rion	n-p---nv-
δηνάρια	dhna/ria	δηνάριον	dhna/rion	n-p---na-
δηνάριον	dhna/rion	δηνάριον	dhna/rion	n-s---nn-
δηνάριον	dhna/rion	δηνάριον	dhna/rion	n-s---nv-
δηνάριον	dhna/rion	δηνάριον	dhna/rion	n-s---na-
διαβλέψεις	diable/yeis	διαβλέπω	diable/pw	v2sasa---
διαβόλου	diabo/lou	διάβολος	dia/bolos	n-s---mg-
διαβόλου	diabo/lou	διάβολος	dia/bolos	n-s---fg-
διαβόλου	diabo/lou	διάβολος	dia/bolos	n-s---ng-
διαβῆναι	diabh=nai	διαβαίνω	diabai/nw	v--ana---
διαγρηγορήσαντες	diagrhgorh/santes	διαγρηγορέω	diagrhgore/w	v-papamn-
διαγρηγορήσαντες	diagrhgorh/santes	διαγρηγορέω	diagrhgore/w	v-papamv-
διαδίδωσιν	diadi/dwsin	διαδίδωμι	diadi/dwmi	v3spia---
διαθήκη	diaqh/kh	διαθήκη	diaqh/kh	n-s---fn-
διαθήκη	diaqh/kh	διαθήκη	diaqh/kh	n-s---fv-
διαθήκης	diaqh/khs	διαθήκη	diaqh/kh	n-s---fg-
διακονεῖν	diakonei=n	διακονέω	diakone/w	v--pna---
διακονήσει	diakonh/sei	διακόνησις	diako/nhsis	n-d---fn-
διακονήσει	diakonh/sei	διακόνησις	diako/nhsis	n-d---fv-
διακονήσει	diakonh/sei	διακόνησις	diako/nhsis	n-d---fa-
διακονήσει	diakonh/sei	διακόνησις	diako/nhsis	n-s---fd-
διακονήσει	diakonh/sei	διακόνησις	diako/nhsis	n-s---fd-
διακονήσει	diakonh/sei	διακονέω	diakone/w	v3sasa---
διακονήσει	diakonh/sei	διακονέω	diakone/w	v2sfim---
διακονήσει	diakonh/sei	διακονέω	diakone/w	v3sfia---
διακονίαν	diakoni/an	διακονία	diakoni/a	n-s---fa-
διακονῶν	diakonw=n	διακονέω	diakone/w	v-sppamn-
διακόνει	diako/nei	διακονέω	diakone/w	v2spma---
διακόνει	diako/nei	διακονέω	diakone/w	v3siia---
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppefg-
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppemg-
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppeng-
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppefg-
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppemg-
διαλογιζομένων	dialogizome/nwn	διαλογίζομαι	dialogi/zomai	v-pppeng-
διαλογισμοί	dialogismoi/	διαλογισμός	dialogismo/s	n-p---mn-
διαλογισμοί	dialogismoi/	διαλογισμός	dialogismo/s	n-p---mv-
διαλογισμούς	dialogismou/s	διαλογισμός	dialogismo/s	n-p---ma-
διαλογισμόν	dialogismo/n	διαλογισμός	dialogismo/s	n-s---ma-
διαλογισμός	dialogismo/s	διαλογισμός	dialogismo/s	n-s---mn-
διαλογίζεσθαι	dialogi/zesqai	διαλογίζομαι	dialogi/zomai	v--pne---
διαλογίζεσθαι	dialogi/zesqai	διαλογίζομαι	dialogi/zomai	v--pne---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2ppme---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2ppie---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2ppme---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2ppie---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2piie---
διαλογίζεσθε	dialogi/zesqe	διαλογίζομαι	dialogi/zomai	v2piie---
διαμαρτύρηται	diamartu/rhtai	διαμαρτύρομαι	diamartu/romai	v3spse---
διαμαρτύρηται	diamartu/rhtai	διαμαρτύρομαι	diamartu/romai	v3sase---
διαμεμενηκότες	diamemenhko/tes	διαμένω	diame/nw	v-prpamn-
διαμεμενηκότες	diamemenhko/tes	διαμένω	diame/nw	v-prpamv-
διαμεμερισμένοι	diamemerisme/noi	διαμερίζω	diameri/zw	v-prpemn-
διαμεμερισμένοι	diamemerisme/noi	διαμερίζω	diameri/zw	v-prpemv-
διαμεριζόμενοι	diamerizo/menoi	διαμερίζω	diameri/zw	v-pppemn-
διαμεριζόμενοι	diamerizo/menoi	διαμερίζω	diameri/zw	v-pppemv-
διαμεριζόμενοι	diamerizo/menoi	διαμερίζω	diameri/zw	v-pppemn-
διαμεριζόμενοι	diamerizo/menoi	διαμερίζω	diameri/zw	v-pppemv-
διαμερισθεῖσα	diamerisqei=sa	διαμερίζω	diameri/zw	v-sappfn-
διαμερισθεῖσα	diamerisqei=sa	διαμερίζω	diameri/zw	v-sappfv-
διαμερισθεῖσα	diamerisqei=sa	διαμερίζω	diameri/zw	v-sappfn-
διαμερισθεῖσα	diamerisqei=sa	διαμερίζω	diameri/zw	v-sappfv-
διαμερισθήσονται	diamerisqh/sontai	διαμερίζω	diameri/zw	v3pfip---
διαμερισθήσονται	diamerisqh/sontai	διαμερίζω	diameri/zw	v3pfip---
διαμερισμόν	diamerismo/n	διαμερισμός	diamerismo/s	n-s---ma-
διαμερίσατε	diameri/sate	διαμερίζω	diameri/zw	v2pama---
διαμερίσατε	diameri/sate	διαμερίζω	diameri/zw	v2pama---
διαμερίσατε	diameri/sate	διαμερίζω	diameri/zw	v2paia---
διαμερίσατε	diameri/sate	διαμερίζω	diameri/zw	v2paia---
διανεύων	dianeu/wn	διανεύω	dianeu/w	v-sppamn-
διανοήματα	dianoh/mata	διανόημα	diano/hma	n-p---nn-
διανοήματα	dianoh/mata	διανόημα	diano/hma	n-p---nv-
διανοήματα	dianoh/mata	διανόημα	diano/hma	n-p---na-
διανοίᾳ	dianoi/a|	διάνοια	dia/noia	n-s---fd-
διανοῖγον	dianoi=gon	διανοίγω	dianoi/gw	v-sppamv-
διανοῖγον	dianoi=gon	διανοίγω	dianoi/gw	v-sppann-
διανοῖγον	dianoi=gon	διανοίγω	dianoi/gw	v-sppanv-
διανοῖγον	dianoi=gon	διανοίγω	dianoi/gw	v-sppana-
διανυκτερεύων	dianuktereu/wn	διανυκτερεύω	dianuktereu/w	v-sppamn-
διανυκτερεύων	dianuktereu/wn	διανυκτερεύω	dianuktereu/w	v-sppamn-
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v-pppamd-
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v-pppand-
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppsa---
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppia---
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppsa---
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v-pppamd-
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v-pppand-
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppsa---
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppia---
διαπερῶσιν	diaperw=sin	διαπεράω	diapera/w	v3ppsa---
διαπορευομένου	diaporeuome/nou	διαπορεύω	diaporeu/w	v-sppemg-
διαπορευομένου	diaporeuome/nou	διαπορεύω	diaporeu/w	v-sppeng-
διαπορευομένου	diaporeuome/nou	διαπορεύω	diaporeu/w	v-sppemg-
διαπορευομένου	diaporeuome/nou	διαπορεύω	diaporeu/w	v-sppeng-
διαπορεύεσθαι	diaporeu/esqai	διαπορεύω	diaporeu/w	v--pne---
διαπορεύεσθαι	diaporeu/esqai	διαπορεύω	diaporeu/w	v--pne---
διαρρήσσων	diarrh/sswn	διαρρήγνυμι	diarrh/gnumi	v-sppamn-
διαρρήσσων	diarrh/sswn	διαρρήσσω	diarrh/ssw	v-sppamn-
διασείσητε	diasei/shte	διασείω	diasei/w	v2pasa---
διασκορπίζων	diaskorpi/zwn	διασκορπίζω	diaskorpi/zw	v-sppamn-
διασκορπίζων	diaskorpi/zwn	διασκορπίζω	diaskorpi/zw	v-sppamn-
διαστρέφοντα	diastre/fonta	διαστρέφω	diastre/fw	v-pppann-
