’	'	ἒ	e)\	x--------
Λύκει’	*lu/kei'	Λύκειον	*lu/keion	n-p---nv-
Λύκει’	*lu/kei'	Λύκειον	*lu/keion	n-p---na-
Λύκει’	*lu/kei'	Λύκειος	*lu/keios	n-p---nn-
Λύκει’	*lu/kei'	Λύκειος	*lu/keios	n-p---nv-
Λύκει’	*lu/kei'	Λύκειος	*lu/keios	n-p---na-
Λύκει’	*lu/kei'	Λύκειος	*lu/keios	n-s---mv-
Λύκει’	*lu/kei'	Λύκειος	*lu/keios	n-s---fv-
Λύκει’	*lu/kei'	Λυκείη	*lukei/h	n-p---fn-
Λύκει’	*lu/kei'	Λυκείη	*lukei/h	n-p---fv-
Λύκει’	*lu/kei'	λύκειον	lu/keion	n-p---nn-
Λύκει’	*lu/kei'	λύκειον	lu/keion	n-p---nv-
Λύκει’	*lu/kei'	λύκειον	lu/keion	n-p---na-
Λύκει’	*lu/kei'	λύκειος	lu/keios	n-p---nn-
Λύκει’	*lu/kei'	λύκειος	lu/keios	n-p---nv-
Λύκει’	*lu/kei'	λύκειος	lu/keios	n-p---na-
Λύκει’	*lu/kei'	λύκειος	lu/keios	n-s---mv-
Λύκει’	*lu/kei'	λύκειος	lu/keios	n-s---fv-
Λύκει’	*lu/kei'	λυκεία	lukei/a	n-p---fn-
Λύκει’	*lu/kei'	λυκεία	lukei/a	n-p---fv-
Μακίστου	*maki/stou	Μάκιστος	*ma/kistos	n-s---mg-
Μακίστου	*maki/stou	μήκιστος	mh/kistos	a-s---mg-
Μακίστου	*maki/stou	μήκιστος	mh/kistos	a-s---ng-
Μενέλαος	*mene/laos	Μενέλαος	*mene/laos	n-s---mn-
Μενέλαος	*mene/laos	Μενέλαος	*mene/laos	n-s---mn-
Μενέλεων	*mene/lewn	Μενέλαος	*mene/laos	n-s---ma-
Μεσσαπίου	*messapi/ou	Μεσσάπιος	*messa/pios	a-s---mg-
Μεσσαπίου	*messapi/ou	Μεσσάπιος	*messa/pios	a-s---ng-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	Μοῖρις	*moi=ris	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Παιᾶνα	*paia=na	Παιάν	*paia/n	n-s---ma-
Παιᾶνα	*paia=na	Παιάν	*paia/n	n-s---ma-
Πελοπίδαις	*pelopi/dais	Πελοπίδης	*pelopi/dhs	n-p---md-
Πλεισθενιδῶν	*pleisqenidw=n	Πλεισθενίδης	*pleisqeni/dhs	n-p---mg-
Πλεισθένους	*pleisqe/nous	Πλεισθένης	*pleisqe/nhs	n-s---mg-
Πλειάδων	*pleia/dwn	Πλειάδες	*pleia/des	n-p---mg-
Πλειάδων	*pleia/dwn	Πλειάδες	*pleia/des	n-p---fg-
Πλειάδων	*pleia/dwn	Πλειάς	*pleia/s	n-p---fg-
Πριαμίδαι	*priami/dai	Πριαμίδης	*priami/dhs	n-p---mn-
Πριαμίδαι	*priami/dai	Πριαμίδης	*priami/dhs	n-p---mv-
Πριαμίδαι	*priami/dai	Πριαμίδης	*priami/dhs	n-s---md-
Πριαμίδαισιν	*priami/daisin	Πριαμίδης	*priami/dhs	n-p---md-
Πριάμου	*pria/mou	Πρίαμος	*pri/amos	n-s---mg-
Πρίαμος	*pri/amos	Πρίαμος	*pri/amos	n-s---mn-
Πάν	*pa/n	Πάν	*pa/n	n-s---mn-
Πάν	*pa/n	Πάν	*pa/n	n-s---mv-
Πάν	*pa/n	Πᾶν	*pa=n	n-s---mn-
Πάν	*pa/n	Πᾶν	*pa=n	n-s---mv-
Πάν	*pa/n	πᾶς	pa=s	n-s---nn-
Πάν	*pa/n	πᾶς	pa=s	n-s---nv-
Πάν	*pa/n	πᾶς	pa=s	n-s---na-
Πάριδος	*pa/ridos	Πάρις	*pa/ris	n-s---mg-
Πάριν	*pa/rin	Πάρις	*pa/ris	n-s---ma-
Πάριν	*pa/rin	πάρειμι2	pa/reimi2	v3piia---
Πάρις	*pa/ris	Πάρις	*pa/ris	n-s---mn-
Πύθιός	*pu/qio/s	Πύθιος	*pu/qios	a-s---mn-
Σαρωνικοῦ	*sarwnikou=	Σαρωνικός	*sarwniko/s	a-s---mg-
Σαρωνικοῦ	*sarwnikou=	Σαρωνικός	*sarwniko/s	a-s---ng-
Σιμόεντος	*simo/entos	Σιμόεις	*simo/eis	n-s---mg-
Σκαμάνδρου	*skama/ndrou	Σκάμανδρος	*ska/mandros	n-s---mg-
Σκάμανδρον	*ska/mandron	Σκάμανδρος	*ska/mandros	n-s---ma-
Σκύλλαν	*sku/llan	Σκύλλα	*sku/lla	n-s---fa-
Σκύλλαν	*sku/llan	Σκύλλα	*sku/lla	n-s---fa-
Στρυμόνος	*strumo/nos	Στρυμών	*strumw/n	n-s---mg-
Στρόφιος	*stro/fios	Στρόφιος	*stro/fios	n-s---mn-
Στρόφιος	*stro/fios	στρόφιος	stro/fios	n-s---mn-
Στρόφιος	*stro/fios	στρόφις	stro/fis	n-s---mg-
Σύριον	*su/rion	Σύριος	*su/rios	a-s---ma-
Σύριον	*su/rion	Σύριος	*su/rios	a-s---nn-
Σύριον	*su/rion	Σύριος	*su/rios	a-s---nv-
Σύριον	*su/rion	Σύριος	*su/rios	a-s---na-
Τανταλίδαισιν	*tantali/daisin	Τανταλίδης	*tantali/dhs	n-p---md-
Τανταλίδαισιν	*tantali/daisin	τανταλίδης	tantali/dhs	n-p---md-
Τευκρίδ’	*teukri/d'	Τευκρίς	*teukri/s	n-s---fa-
Τευκρίδ’	*teukri/d'	Τευκρίς	*teukri/s	n-s---fd-
Τευκρίδ’	*teukri/d'	Τευκρίς	*teukri/s	n-d---fn-
Τευκρίδ’	*teukri/d'	Τευκρίς	*teukri/s	n-d---fv-
Τευκρίδ’	*teukri/d'	Τευκρίς	*teukri/s	n-d---fa-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τροίᾳ	*troi/a|	Τροία	*troi/a	n-s---fd-
Τροίᾳ	*troi/a|	Τροία	*troi/a	n-s---fd-
Τρωικοῖς	*trwikoi=s	Τρωικός	*trwiko/s	a-p---md-
Τρωικοῖς	*trwikoi=s	Τρωικός	*trwiko/s	a-p---nd-
Τρωσί	*trwsi/	Τρώς	*trw/s	n-p---md-
Τυνδάρεω	*tunda/rew	Τυνδάρεως	*tunda/rews	n-s---mg-
Τυνδάρεω	*tunda/rew	Τυνδάρης	*tunda/rhs	n-s---mg-
Φωκεύς	*fwkeu/s	Φωκεύς	*fwkeu/s	n-s---mn-
Φωκεύς	*fwkeu/s	φωκεύς	fwkeu/s	n-s---mn-
Χαλκίδος	*xalki/dos	Χαλκίς	*xalki/s	n-s---fg-
Χαλκίδος	*xalki/dos	χαλκίς	xalki/s	n-s---fg-
Χρυσηίδων	*xrushi/dwn	Χρυσηίσ-πλ	*xrushi/s-pl	n-p---fg-
αἰγυπιῶν	ai)gupiw=n	αἰγυπιός	ai)gupio/s	n-p---mg-
αἰδεσθῇς	ai)desqh=|s	αἰδέομαι	ai)de/omai	v2sasp---
αἰδοῖοι	ai)doi=oi	αἰδοῖος	ai)doi=os	a-p---mn-
αἰδοῖοι	ai)doi=oi	αἰδοῖος	ai)doi=os	a-p---mv-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---nn-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---nv-
αἰδοῖον	ai)doi=on	αἰδοῖον	ai)doi=on	n-s---na-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---ma-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---nn-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---nv-
αἰδοῖον	ai)doi=on	αἰδοῖος	ai)doi=os	a-s---na-
αἰδοῦμαι	ai)dou=mai	αἰδέομαι	ai)de/omai	v1spie---
αἰδώς	ai)dw/s	αἰδώς	ai)dw/s	n-s---fn-
αἰετῶν	ai)etw=n	ἀετός	a)eto/s	n-p---mg-
αἰεί	ai)ei/	ἀεί	a)ei/	d--------
αἰθέρι	ai)qe/ri	αἰθήρ	ai)qh/r	n-s---md-
αἰνεῖν	ai)nei=n	αἰνέω	ai)ne/w	v--pna---
αἰνεῖς	ai)nei=s	αἰνέω	ai)ne/w	v2spia---
αἰνιγμάτων	ai)nigma/twn	αἴνιγμα	ai)/nigma	n-p---ng-
αἰνολαμπές	ai)nolampe/s	αἰνολαμπής	ai)nolamph/s	n-s---mv-
αἰνολαμπές	ai)nolampe/s	αἰνολαμπής	ai)nolamph/s	n-s---fv-
αἰνολαμπές	ai)nolampe/s	αἰνολαμπής	ai)nolamph/s	n-s---nn-
αἰνολαμπές	ai)nolampe/s	αἰνολαμπής	ai)nolamph/s	n-s---nv-
αἰνολαμπές	ai)nolampe/s	αἰνολαμπής	ai)nolamph/s	n-s---na-
αἰνόλεκτρον	ai)no/lektron	αἰνόλεκτρος	ai)no/lektros	n-s---ma-
αἰνόλεκτρον	ai)no/lektron	αἰνόλεκτρος	ai)no/lektros	n-s---fa-
αἰνόλεκτρον	ai)no/lektron	αἰνόλεκτρος	ai)no/lektros	n-s---nn-
αἰνόλεκτρον	ai)no/lektron	αἰνόλεκτρος	ai)no/lektros	n-s---nv-
αἰνόλεκτρον	ai)no/lektron	αἰνόλεκτρος	ai)no/lektros	n-s---na-
αἰσχρόμητις	ai)sxro/mhtis	αἰσχρόμητις	ai)sxro/mhtis	n-s---mn-
αἰσχρόμητις	ai)sxro/mhtis	αἰσχρόμητις	ai)sxro/mhtis	n-s---fn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	a-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	n-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	n-s---fn-
αἰσχυνοῦμαι	ai)sxunou=mai	αἰσχύνω	ai)sxu/nw	v1sfim---
αἰσχύνων	ai)sxu/nwn	αἰσχύνω	ai)sxu/nw	v-sppamn-
αἰτῶ	ai)tw=	αἰτέω	ai)te/w	v1spsa---
αἰτῶ	ai)tw=	αἰτέω	ai)te/w	v1spia---
αἰχμαλώτοις	ai)xmalw/tois	αἰχμάλωτος	ai)xma/lwtos	n-p---md-
αἰχμαλώτοις	ai)xmalw/tois	αἰχμάλωτος	ai)xma/lwtos	n-p---fd-
αἰχμαλώτοις	ai)xmalw/tois	αἰχμάλωτος	ai)xma/lwtos	n-p---nd-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	n-s---mn-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	n-s---fn-
αἰχμᾷ	ai)xma=|	αἰχμάζω	ai)xma/zw	v2sfim---
αἰχμᾷ	ai)xma=|	αἰχμάζω	ai)xma/zw	v3sfia---
αἰχμᾷ	ai)xma=|	αἰχμή	ai)xmh/	n-s---fd-
αἰέν	ai)e/n	ἀεί	a)ei/	d--------
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mn-
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mv-
αἰῶ	ai)w=	αἰάζω	ai)a/zw	v1sfia---
αἰῶ	ai)w=	αἰών	ai)w/n	n-s---ma-
αἰῶνα	ai)w=na	αἰών	ai)w/n	n-s---ma-
αἰῶνος	ai)w=nos	αἰών	ai)w/n	n-s---mg-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---na-
αἱματολοιχός	ai(matoloixo/s	αἱματολοιχός	ai(matoloixo/s	n-s---mn-
αἱματολοιχός	ai(matoloixo/s	αἱματολοιχός	ai(matoloixo/s	n-s---fn-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-p---nn-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-p---nv-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-p---na-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---mn-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---mv-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---ma-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---fn-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---fv-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---fa-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---nn-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---nv-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-d---na-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-s---ma-
αἱματοσταγῆ	ai(matostagh=	αἱματοσταγής	ai(matostagh/s	n-s---fa-
αἱματόεσσαν	ai(mato/essan	αἱματόεις	ai(mato/eis	n-s---fa-
αἱματώμεθα	ai(matw/meqa	αἱματάω	ai(mata/w	v1ppse---
αἱματώμεθα	ai(matw/meqa	αἱματάω	ai(mata/w	v1ppie---
αἱματώμεθα	ai(matw/meqa	αἱματάω	ai(mata/w	v1ppse---
αἱματώμεθα	ai(matw/meqa	αἱματάω	ai(mata/w	v1piie---
αἱματώμεθα	ai(matw/meqa	αἱματόω	ai(mato/w	v1ppse---
αἱματώμεθα	ai(matw/meqa	αἱματόω	ai(mato/w	v1ppie---
αἱμάξαι	ai(ma/cai	αἱμάσσω	ai(ma/ssw	v--ana---
αἱμάξαι	ai(ma/cai	αἱμάσσω	ai(ma/ssw	v3saoa---
αἱμάτων	ai(ma/twn	αἷμα	ai(=ma	n-p---ng-
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v3piia---
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v1siia---
αἱρούμεθα	ai(rou/meqa	αἱρέω	ai(re/w	v1ppie---
αἱρούμεθα	ai(rou/meqa	αἱρέω	ai(re/w	v1piie---
αἴας	ai)/as	αἶα	ai)=a	n-s---fg-
αἴθῃ	ai)/qh|	αἴθω	ai)/qw	v2spse---
αἴθῃ	ai)/qh|	αἴθω	ai)/qw	v2spie---
αἴθῃ	ai)/qh|	αἴθω	ai)/qw	v3spsa---
αἴλινον	ai)/linon	αἴλινον	ai)/linon	n-s---nn-
αἴλινον	ai)/linon	αἴλινον	ai)/linon	n-s---nv-
αἴλινον	ai)/linon	αἴλινον	ai)/linon	n-s---na-
αἴλινον	ai)/linon	αἴλινος	ai)/linos	a-s---ma-
αἴλινον	ai)/linon	αἴλινος	ai)/linos	a-s---nn-
αἴλινον	ai)/linon	αἴλινος	ai)/linos	a-s---nv-
αἴλινον	ai)/linon	αἴλινος	ai)/linos	a-s---na-
αἴνει	ai)/nei	αἰνέω	ai)ne/w	v2spma---
αἴνει	ai)/nei	αἰνέω	ai)ne/w	v3siia---
αἴνῳ	ai)/nw|	αἶνος	ai)=nos	n-s---md-
αἴρεσθαι	ai)/resqai	αἴρω	ai)/rw	v--pne---
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---ma-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---nn-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---nv-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---na-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---ma-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---fa-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---nn-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---nv-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---na-
αἵ	ai(/	ὁ	o(	l-p---fn-
αἵ	ai(/	ὁ	o(	l-p---fv-
αἵ	ai(/	ὅς	o(/s	p-p---fn-
αἵματι	ai(/mati	αἷμα	ai(=ma	n-s---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	n-s---ng-
αἶαν	ai)=an	αἶα	ai)=a	n-s---fa-
αἶνον	ai)=non	αἶνος	ai)=nos	n-s---ma-
αἶπος	ai)=pos	αἶπος	ai)=pos	n-s---nn-
αἶπος	ai)=pos	αἶπος	ai)=pos	n-s---nv-
αἶπος	ai)=pos	αἶπος	ai)=pos	n-s---na-
αἶπος	ai)=pos	αἰπος	ai)pos	n-s---nn-
αἶπος	ai)=pos	αἰπος	ai)pos	n-s---nv-
αἶπος	ai)=pos	αἰπος	ai)pos	n-s---na-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nn-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nv-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---na-
αἷς	ai(=s	ὅς	o(/s	p-p---fd-
αἷσι	ai(=si	ὅς	o(/s	p-p---fd-
αὐγαῖς	au)gai=s	αὐγή	au)gh/	n-p---fd-
αὐγάς	au)ga/s	αὐγή	au)gh/	n-p---fa-
