’	'	ἒ	e)\	x--------
Γᾶ	*ga=	γῆ	gh=	n-d---fa-
Γᾶ	*ga=	γῆ	gh=	n-s---fn-
Γᾶ	*ga=	γῆ	gh=	n-s---fv-
Δαυλιεύς	*daulieu/s	Δαύλιος	*dau/lios	n-s---mn-
Δαυλιεύς	*daulieu/s	Δαυλιεύς	*daulieu/s	n-s---mn-
Διόθεν	*dio/qen	Διόθεν	*dio/qen	d--------
Διόθεν	*dio/qen	Ζεύς	*zeu/s	d--------
Διός	*dio/s	Ζεύς	*zeu/s	n-s---mg-
Δίκα	*di/ka	Δίκη	*di/kh	n-d---fn-
Δίκα	*di/ka	Δίκη	*di/kh	n-d---fv-
Δίκα	*di/ka	Δίκη	*di/kh	n-d---fa-
Δίκα	*di/ka	Δίκη	*di/kh	n-s---fn-
Δίκα	*di/ka	Δίκη	*di/kh	n-s---fv-
Δίκα	*di/ka	δίκη	di/kh	n-d---fn-
Δίκα	*di/ka	δίκη	di/kh	n-d---fv-
Δίκα	*di/ka	δίκη	di/kh	n-d---fa-
Δίκα	*di/ka	δίκη	di/kh	n-s---fn-
Δίκα	*di/ka	δίκη	di/kh	n-s---fv-
Δίκαν	*di/kan	Δίκη	*di/kh	n-s---fa-
Δίκαν	*di/kan	δίκη	di/kh	n-s---fa-
Δίκας	*di/kas	Δίκη	*di/kh	n-p---fa-
Δίκας	*di/kas	Δίκη	*di/kh	n-s---fg-
Δίκας	*di/kas	δίκη	di/kh	n-p---fa-
Δίκας	*di/kas	δίκη	di/kh	n-s---fg-
Δίκη	*di/kh	Δίκη	*di/kh	n-s---fn-
Δίκη	*di/kh	Δίκη	*di/kh	n-s---fv-
Δίκη	*di/kh	δίκη	di/kh	n-s---fn-
Δίκη	*di/kh	δίκη	di/kh	n-s---fv-
Δίκᾳ	*di/ka|	Δίκη	*di/kh	n-p---fn-
Δίκᾳ	*di/ka|	Δίκη	*di/kh	n-p---fv-
Δίκᾳ	*di/ka|	Δίκη	*di/kh	n-s---fd-
Δίκᾳ	*di/ka|	δίκη	di/kh	n-p---fn-
Δίκᾳ	*di/ka|	δίκη	di/kh	n-p---fv-
Δίκᾳ	*di/ka|	δίκη	di/kh	n-s---fd-
Ζεύς	*zeu/s	Ζεύς	*zeu/s	n-s---mn-
Ζεῦ	*zeu=	Ζεύς	*zeu/s	n-s---mv-
Ζεῦ	*zeu=	ζέω	ze/w	v2spme---
Ζεῦ	*zeu=	ζέω	ze/w	v2siie---
Ζηνί	*zhni/	Ζεύς	*zeu/s	n-s---md-
Θεστιάς	*qestia/s	Θεστιάς	*qestia/s	n-s---fn-
Θυέστου	*que/stou	Θυέστης	*que/sths	n-s---mg-
Θυέστου	*que/stou	θύεστον	qu/eston	n-s---ng-
Θυέστου	*que/stou	θυέστης	que/sths	n-s---mg-
Κισσίας	*kissi/as	Κίσσιος	*ki/ssios	a-p---fa-
Κισσίας	*kissi/as	Κίσσιος	*ki/ssios	a-s---fg-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fv-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fa-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fv-
Κρητικοῖς	*krhtikoi=s	Κρητικός	*krhtiko/s	a-p---md-
Κρητικοῖς	*krhtikoi=s	Κρητικός	*krhtiko/s	a-p---nd-
Κράτος	*kra/tos	Κράτης	*kra/ths	n-s---nn-
Κράτος	*kra/tos	Κράτης	*kra/ths	n-s---nv-
Κράτος	*kra/tos	Κράτης	*kra/ths	n-s---na-
Κράτος	*kra/tos	κράτος	kra/tos	n-s---nn-
Κράτος	*kra/tos	κράτος	kra/tos	n-s---nv-
Κράτος	*kra/tos	κράτος	kra/tos	n-s---na-
Κίλισσα	*ki/lissa	Κίλιξ	*ki/lic	n-s---fn-
Κίλισσα	*ki/lissa	Κίλιξ	*ki/lic	n-s---fv-
Κίλισσα	*ki/lissa	Κιλίσσης	*kili/sshs	n-s---mv-
Κίλισσα	*ki/lissa	Κιλίσσης	*kili/sshs	n-s---fv-
Κίλισσα	*ki/lissa	Κιλίσσης	*kili/sshs	n-s---mn-
Κίλισσα	*ki/lissa	Κιλίσσης	*kili/sshs	n-s---fn-
Λημνίοισι	*lhmni/oisi	Λήμνιος	*lh/mnios	a-p---md-
Λημνίοισι	*lhmni/oisi	Λήμνιος	*lh/mnios	a-p---nd-
Λοξίαν	*loci/an	Λοξίας	*loci/as	n-s---ma-
Λοξίαν	*loci/an	Λοξίας	*loci/as	n-s---ma-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-p---ma-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-s---mn-
Λοξίου	*loci/ou	Λοξίας	*loci/as	n-s---mg-
Λυκίων	*luki/wn	Λύκιος	*lu/kios	a-p---fg-
Λυκίων	*luki/wn	Λύκιος	*lu/kios	a-p---mg-
Λυκίων	*luki/wn	Λύκιος	*lu/kios	a-p---ng-
Λυκίων	*luki/wn	λύκιον	lu/kion	n-p---ng-
Λήμνιον	*lh/mnion	Λήμνιος	*lh/mnios	a-s---ma-
Λήμνιον	*lh/mnion	Λήμνιος	*lh/mnios	a-s---nn-
Λήμνιον	*lh/mnion	Λήμνιος	*lh/mnios	a-s---nv-
Λήμνιον	*lh/mnion	Λήμνιος	*lh/mnios	a-s---na-
Μαίας	*mai/as	Μάιος	*ma/ios	a-s---fg-
Μαίας	*mai/as	Μαῖα	*mai=a	n-p---fa-
Μαίας	*mai/as	Μαῖα	*mai=a	n-s---fg-
Μαίας	*mai/as	Μαῖα	*mai=a	n-p---fa-
Μαίας	*mai/as	Μαῖα	*mai=a	n-s---fg-
Μαίας	*mai/as	μαῖα	mai=a	n-p---fa-
Μαίας	*mai/as	μαῖα	mai=a	n-s---fg-
Μοῖρα	*moi=ra	Μοῖρα	*moi=ra	n-s---fn-
Μοῖρα	*moi=ra	Μοῖρα	*moi=ra	n-s---fv-
Μοῖρα	*moi=ra	μοῖρα	moi=ra	n-s---fn-
Μοῖρα	*moi=ra	μοῖρα	moi=ra	n-s---fv-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fn-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	Μοῖρα	*moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	Μοῖρις	*moi=ris	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-s---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fn-
Μοῖρ’	*moi=r'	μοῖρα	moi=ra	n-p---fv-
Μίνω	*mi/nw	Μίνως	*mi/nws	n-s---ma-
Νῖσον	*ni=son	Νῖσος	*ni=sos	n-s---ma-
Παρνασσίας	*parnassi/as	Παρνάσσιος	*parna/ssios	a-p---fa-
Παρνασσίας	*parnassi/as	Παρνάσσιος	*parna/ssios	a-s---fg-
Παρνησσίδα	*parnhssi/da	Παρνησσίς	*parnhssi/s	n-s---fa-
Πειθώ	*peiqw/	Πειθώ	*peiqw/	n-s---fn-
Πειθώ	*peiqw/	Πειθώ	*peiqw/	n-s---fn-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---mn-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---mv-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---ma-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---nn-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---nv-
Πειθώ	*peiqw/	πειθός	peiqo/s	a-d---na-
Πελοπιδῶν	*pelopidw=n	Πελοπίδης	*pelopi/dhs	n-p---mg-
Περσέφασσα	*perse/fassa	Περσεφόνη	*persefo/nh	n-s---fn-
Περσέφασσα	*perse/fassa	Περσεφόνη	*persefo/nh	n-s---fv-
Περσέως	*perse/ws	Περσεύς	*perseu/s	n-s---mg-
Περσέως	*perse/ws	Περσεύς	*perseu/s	n-s---mg-
Περσέως	*perse/ws	Περσεύς	*perseu/s	n-s---mn-
Πριαμίδαις	*priami/dais	Πριαμίδης	*priami/dhs	n-p---md-
Πυλάδη	*pula/dh	Πυλάδης	*pula/dhs	n-s---mv-
Πυλάδῃ	*pula/dh|	Πυλάδης	*pula/dhs	n-s---md-
Σκαμάνδρου	*skama/ndrou	Σκάμανδρος	*ska/mandros	n-s---mg-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---nn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---nv-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---na-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fv-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fa-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-s---fn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-s---fv-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---nn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---nv-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-p---na-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fv-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-d---fa-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-s---fn-
Σκυθικά	*skuqika/	Σκυθικός	*skuqiko/s	a-s---fv-
Στροφίος	*strofi/os	Στροφίος	*strofi/os	n-s---mn-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τρωίας	*trwi/as	Τροία	*troi/a	n-p---fa-
Τρωίας	*trwi/as	Τροία	*troi/a	n-s---fg-
Τρωίας	*trwi/as	Τρώιος	*trw/ios	a-p---fa-
Τρωίας	*trwi/as	Τρώιος	*trw/ios	a-s---fg-
Τρωίας	*trwi/as	Τρωιός	*trwio/s	a-p---fa-
Τρωίας	*trwi/as	Τρωιός	*trwio/s	a-s---fg-
Φοῖβος	*foi=bos	Φοῖβος	*foi=bos	n-s---mn-
Φοῖβος	*foi=bos	φοῖβος	foi=bos	a-s---mn-
Φωκεύς	*fwkeu/s	Φωκεύς	*fwkeu/s	n-s---mn-
Φωκεύς	*fwkeu/s	φωκεύς	fwkeu/s	n-s---mn-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φώκη	fw/kh	n-p---fg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Φωκίδος	*fwki/dos	Φωκίς	*fwki/s	n-s---fg-
Φωκίδος	*fwki/dos	φωκίς	fwki/s	n-s---fg-
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	x--------
αἰγίδων	ai)gi/dwn	αἰγίς	ai)gi/s	n-p---fg-
αἰδεσθῶ	ai)desqw=	αἰδέομαι	ai)de/omai	v1sasp---
αἰδουμένη	ai)doume/nh	αἰδέομαι	ai)de/omai	v-sppefn-
αἰδουμένη	ai)doume/nh	αἰδέομαι	ai)de/omai	v-sppefv-
αἰδώς	ai)dw/s	αἰδώς	ai)dw/s	n-s---fn-
αἰετοῦ	ai)etou=	ἀετός	a)eto/s	n-s---mg-
αἰκῶς	ai)kw=s	ἀικής	a)ikh/s	x--------
αἰνιγμάτων	ai)nigma/twn	αἴνιγμα	ai)/nigma	n-p---ng-
αἰνέσαι	ai)ne/sai	αἰνέω	ai)ne/w	v--ana---
αἰνέσαι	ai)ne/sai	αἰνέω	ai)ne/w	v3saoa---
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v1sasa---
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v1sfia---
αἰνέσω	ai)ne/sw	αἰνέω	ai)ne/w	v2saim---
αἰνόπατερ	ai)no/pater	αἰνοπατήρ	ai)nopath/r	n-s---mv-
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---ng-
αἰνῶν	ai)nw=n	αἴνη	ai)/nh	n-p---fg-
αἰνῶν	ai)nw=n	αἰνέω	ai)ne/w	v-sppamn-
αἰνῶν	ai)nw=n	αἰνός	ai)no/s	a-p---fg-
αἰνῶν	ai)nw=n	αἰνός	ai)no/s	a-p---mg-
αἰνῶν	ai)nw=n	αἰνός	ai)no/s	a-p---ng-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχυντῆρος	ai)sxunth=ros	αἰσχυντήρ	ai)sxunth/r	n-s---mg-
αἰσχύνομαί	ai)sxu/nomai/	αἰσχύνω	ai)sxu/nw	v1sasm---
αἰσχύνομαί	ai)sxu/nomai/	αἰσχύνω	ai)sxu/nw	v1spie---
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	v-sppemd-
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	v-sppend-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-s---fg-
αἰτίοις	ai)ti/ois	αἴτιος	ai)/tios	a-p---md-
αἰτίοις	ai)ti/ois	αἴτιος	ai)/tios	a-p---nd-
αἰτίοις	ai)ti/ois	αἴτιος	ai)/tios	n-p---md-
αἰτίοις	ai)ti/ois	αἴτιος	ai)/tios	n-p---fd-
αἰτίοις	ai)ti/ois	αἴτιος	ai)/tios	n-p---nd-
αἰτίοις	ai)ti/ois	αἰτέω	ai)te/w	v2spoa---
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	a-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---fa-
αἰχμάν	ai)xma/n	αἰχμή	ai)xmh/	n-s---fa-
αἰῶ	ai)w=	αἰάζω	ai)a/zw	v1sfia---
αἰῶ	ai)w=	αἰών	ai)w/n	n-s---ma-
αἰῶνι	ai)w=ni	αἰών	ai)w/n	n-s---md-
αἰῶνος	ai)w=nos	αἰών	ai)w/n	n-s---mg-
αἱματηράν	ai(mathra/n	αἱματηρός	ai(mathro/s	a-s---fa-
αἱματόεσσα	ai(mato/essa	αἱματόεις	ai(mato/eis	n-s---fn-
αἱματόεσσα	ai(mato/essa	αἱματόεις	ai(mato/eis	n-s---fv-
αἱμάτων	ai(ma/twn	αἷμα	ai(=ma	n-p---ng-
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v3piia---
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v1siia---
αἱρούμεθα	ai(rou/meqa	αἱρέω	ai(re/w	v1ppie---
αἱρούμεθα	ai(rou/meqa	αἱρέω	ai(re/w	v1piie---
αἱροῦμαι	ai(rou=mai	αἱρέω	ai(re/w	v1spie---
αἴδεσαι	ai)/desai	αἰδέομαι	ai)de/omai	v2samm---
αἴρεις	ai)/reis	αἴρω	ai)/rw	v2spia---
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v1siia---
αἵδε	ai(/de	ὅδε	o(/de	n-p---fn-
αἵματος	ai(/matos	αἷμα	ai(=ma	n-s---ng-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-p---nn-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-p---nv-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-p---na-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-s---nd-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-d---nn-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-d---nv-
αἵματ’	ai(/mat'	αἷμα	ai(=ma	n-d---na-
αἵματ’	ai(/mat'	αἱμάτη	ai(ma/th	n-p---fn-
αἵματ’	ai(/mat'	αἱμάτη	ai(ma/th	n-p---fv-
αἶσα	ai)=sa	Αἶσα	*ai)=sa	n-s---fn-
αἶσα	ai)=sa	Αἶσα	*ai)=sa	n-s---fv-
αἶσαν	ai)=san	Αἶσα	*ai)=sa	n-s---fa-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---na-
αὐανθείς	au)anqei/s	αὐαίνω	au)ai/nw	v-sappmn-
αὐανθείς	au)anqei/s	αὐαίνω	au)ai/nw	v-sappmv-
αὐδάν	au)da/n	αὐδή	au)dh/	n-s---fa-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---nd-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---ma-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---fa-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---mn-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---mv-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---fn-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-p---fv-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-s---mn-
αὐτάρκης	au)ta/rkhs	αὐτάρκης	au)ta/rkhs	n-s---fn-
αὐτάρκης	au)ta/rkhs	αὐταρκέω	au)tarke/w	v2siia---
αὐτάρκης	au)ta/rkhs	αὐταρκέω	au)tarke/w	v2siia---
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίχ’	au)ti/x'	αὐτίκα	au)ti/ka	d--------
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόκωπα	au)to/kwpa	αὐτόκωπος	au)to/kwpos	n-p---nn-
αὐτόκωπα	au)to/kwpa	αὐτόκωπος	au)to/kwpos	n-p---nv-
αὐτόκωπα	au)to/kwpa	αὐτόκωπος	au)to/kwpos	n-p---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόφορτον	au)to/forton	αὐτόφορτος	au)to/fortos	n-s---ma-
αὐτόφορτον	au)to/forton	αὐτόφορτος	au)to/fortos	n-s---fa-
αὐτόφορτον	au)to/forton	αὐτόφορτος	au)to/fortos	n-s---nn-
αὐτόφορτον	au)to/forton	αὐτόφορτος	au)to/fortos	n-s---nv-
αὐτόφορτον	au)to/forton	αὐτόφορτος	au)to/fortos	n-s---na-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐχήν	au)xh/n	αὐχήν	au)xh/n	n-s---mn-
αὐχήν	au)xh/n	αὐχήν	au)xh/n	n-s---mv-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτήν	au(th/n	ἑαυτοῦ	e(autou=	n-s---fa-
αὔξεται	au)/cetai	αὐξάνω	au)ca/nw	v3spie---
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖτε	au)=te	αὖτε	au)=te	d--------
αὖτ’	au)=t'	αὖτε	au)=te	d--------
βαθυζώνου	baquzw/nou	βαθύζωνος	baqu/zwnos	n-s---mg-
βαθυζώνου	baquzw/nou	βαθύζωνος	baqu/zwnos	n-s---fg-
βαθυζώνου	baquzw/nou	βαθύζωνος	baqu/zwnos	n-s---ng-
βακχείας	bakxei/as	Βάκχειος	*ba/kxeios	a-p---fa-
βακχείας	bakxei/as	Βάκχειος	*ba/kxeios	a-s---fg-
βακχείας	bakxei/as	Βακχεία	*bakxei/a	n-p---fa-
βακχείας	bakxei/as	Βακχεία	*bakxei/a	n-s---fg-
βαλεῖ	balei=	βάλλω	ba/llw	v2sfim---
βαλεῖ	balei=	βάλλω	ba/llw	v3sfia---
βαλόν	balo/n	βάλλω	ba/llw	v-sapamv-
βαλόν	balo/n	βάλλω	ba/llw	v-sapann-
βαλόν	balo/n	βάλλω	ba/llw	v-sapanv-
βαλόν	balo/n	βάλλω	ba/llw	v-sapana-
βαλόν	balo/n	βηλός	bhlo/s	n-s---ma-
βαρύδικος	baru/dikos	βαρύδικος	baru/dikos	n-s---mn-
βαρύδικος	baru/dikos	βαρύδικος	baru/dikos	n-s---fn-
βαρύς	baru/s	βαρύς	baru/s	a-s---mn-
βασιλείοις	basilei/ois	βασίλειον	basi/leion	n-p---nd-
βασιλείοις	basilei/ois	βασίλειος	basi/leios	a-p---md-
βασιλείοις	basilei/ois	βασίλειος	basi/leios	a-p---nd-
βασιλείοις	basilei/ois	βασίλειος	basi/leios	n-p---md-
βασιλείοις	basilei/ois	βασίλειος	basi/leios	n-p---fd-
βασιλείοις	basilei/ois	βασίλειος	basi/leios	n-p---nd-
βασιλείῳ	basilei/w|	βασίλειον	basi/leion	n-s---nd-
βασιλείῳ	basilei/w|	βασίλειος	basi/leios	a-s---md-
βασιλείῳ	basilei/w|	βασίλειος	basi/leios	a-s---nd-
βασιλείῳ	basilei/w|	βασίλειος	basi/leios	n-s---md-
βασιλείῳ	basilei/w|	βασίλειος	basi/leios	n-s---fd-
βασιλείῳ	basilei/w|	βασίλειος	basi/leios	n-s---nd-
βασιλεύς	basileu/s	βασιλεύς	basileu/s	n-s---mn-
βασίλεια	basi/leia	βασίλεια	basi/leia	n-s---fn-
