’	'	ἒ	e)\	x--------
αἰσχροῦ	ai)sxrou=	αἰσχρός	ai)sxro/s	a-s---mg-
αἰσχροῦ	ai)sxrou=	αἰσχρός	ai)sxro/s	a-s---ng-
αἰσχροῦ	ai)sxrou=	αἰσχρός	ai)sxro/s	n-s---mg-
αἰσχροῦ	ai)sxrou=	αἰσχρός	ai)sxro/s	n-s---fg-
αἰσχροῦ	ai)sxrou=	αἰσχρός	ai)sxro/s	n-s---ng-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---na-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fa-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---na-
αἰσχράν	ai)sxra/n	αἰσχρός	ai)sxro/s	a-s---fa-
αἰσχρέ	ai)sxre/	αἰσχρός	ai)sxro/s	a-s---mv-
αἰσχρέ	ai)sxre/	αἰσχρός	ai)sxro/s	n-s---mv-
αἰσχρέ	ai)sxre/	αἰσχρός	ai)sxro/s	n-s---fv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---na-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	a-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	n-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	n-s---fn-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	a-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	a-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	a-p---ng-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	n-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	n-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	n-p---ng-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχυνώμεθα	ai)sxunw/meqa	αἰσχύνω	ai)sxu/nw	v1pasm---
αἰσχυνώμεθα	ai)sxunw/meqa	αἰσχύνω	ai)sxu/nw	v1ppse---
αἰσχίονες	ai)sxi/ones	αἰσχρός	ai)sxro/s	a-p---mn-
αἰσχίονες	ai)sxi/ones	αἰσχρός	ai)sxro/s	a-p---mv-
αἰσχίονες	ai)sxi/ones	αἰσχρός	ai)sxro/s	a-p---fn-
αἰσχίονες	ai)sxi/ones	αἰσχρός	ai)sxro/s	a-p---fv-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---mn-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---ma-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---fn-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---fa-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---ma-
αἰσχίους	ai)sxi/ous	αἰσχρός	ai)sxro/s	a-p---fa-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	a-p---fg-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	a-p---mg-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	a-p---ng-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	n-p---mg-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	n-p---fg-
αἰτίων	ai)ti/wn	αἴτιος	ai)/tios	n-p---ng-
αἰτίων	ai)ti/wn	αἰτέω	ai)te/w	v-sppamn-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱρεῖσθαι	ai(rei=sqai	αἱρέω	ai(re/w	v--pne---
αἱροῦνται	ai(rou=ntai	αἱρέω	ai(re/w	v3ppie---
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-p---nn-
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-p---nv-
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-p---na-
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-s---mv-
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-p---fn-
αἴσχισθ’	ai)/sxisq'	αἰσχρός	ai)sxro/s	a-p---fv-
αἴσχιστα	ai)/sxista	αἰσχρός	ai)sxro/s	a-p---nn-
αἴσχιστα	ai)/sxista	αἰσχρός	ai)sxro/s	a-p---nv-
αἴσχιστα	ai)/sxista	αἰσχρός	ai)sxro/s	a-p---na-
αἴσχιστε	ai)/sxiste	αἰσχρός	ai)sxro/s	a-s---mv-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	a-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---fn-
αἴτιός	ai)/tio/s	αἴτιος	ai)/tios	a-s---mn-
αἴτιός	ai)/tio/s	αἴτιος	ai)/tios	n-s---mn-
αἴτιός	ai)/tio/s	αἴτιος	ai)/tios	n-s---fn-
αἶγα	ai)=ga	αἴξ	ai)/c	n-s---ma-
αἶγα	ai)=ga	αἴξ	ai)/c	n-s---fa-
αἶγας	ai)=gas	αἴξ	ai)/c	n-p---ma-
αἶγας	ai)=gas	αἴξ	ai)/c	n-p---fa-
αἶγες	ai)=ges	αἴξ	ai)/c	n-p---mn-
αἶγες	ai)=ges	αἴξ	ai)/c	n-p---mv-
αἶγες	ai)=ges	αἴξ	ai)/c	n-p---fn-
αἶγες	ai)=ges	αἴξ	ai)/c	n-p---fv-
αἶγάς	ai)=ga/s	αἴξ	ai)/c	n-p---ma-
αἶγάς	ai)=ga/s	αἴξ	ai)/c	n-p---fa-
αἷς	ai(=s	ὅς	o(/s	p-p---fd-
αὐταί	au)tai/	αὐτός	au)to/s	n-p---fn-
αὐταί	au)tai/	αὐτός	au)to/s	n-p---fv-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mv-
αὐτούς	au)tou/s	αὐτός	au)to/s	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτόν	au(to/n	ἑαυτοῦ	e(autou=	n-s---ma-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---ng-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---fg-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---mg-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
βαλεῖν	balei=n	βάλλω	ba/llw	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	v--fna---
βαλόντων	balo/ntwn	βάλλω	ba/llw	v-papamg-
βαλόντων	balo/ntwn	βάλλω	ba/llw	v-papang-
βαλόντων	balo/ntwn	βάλλω	ba/llw	v3pama---
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---md-
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---fd-
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---nd-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---mg-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---fg-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---ng-
βαρβάρου	barba/rou	βαρβαρόομαι	barbaro/omai	v2spma---
βαρβάρου	barba/rou	βαρβαρόομαι	barbaro/omai	v3siia---
βαρβάρου	barba/rou	βαρβαρόω	barbaro/w	v2spma---
βαρβάρου	barba/rou	βαρβαρόω	barbaro/w	v3siia---
βαρβάρους	barba/rous	βάρβαρος	ba/rbaros	n-p---ma-
βαρβάρους	barba/rous	βάρβαρος	ba/rbaros	n-p---fa-
βαρβάρους	barba/rous	βαρβαρόομαι	barbaro/omai	v2siia---
βαρβάρους	barba/rous	βαρβαρόω	barbaro/w	v2siia---
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---mg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---fg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---ng-
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v3piia---
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v1siia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v3piia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v1siia---
βαρεῖς	barei=s	βαρέω	bare/w	v2spia---
βαρεῖς	barei=s	βαρύς	baru/s	a-p---mn-
βαρυτέροις	barute/rois	βαρύς	baru/s	a-p---md-
βαρυτέροις	barute/rois	βαρύς	baru/s	a-p---nd-
βαρέα	bare/a	βαρύς	baru/s	a-p---nn-
βαρέα	bare/a	βαρύς	baru/s	a-p---nv-
βαρέα	bare/a	βαρύς	baru/s	a-p---na-
βαρέα	bare/a	βαρύς	baru/s	a-d---fn-
βαρέα	bare/a	βαρύς	baru/s	a-d---fv-
βαρέα	bare/a	βαρύς	baru/s	a-d---fa-
βαρέα	bare/a	βαρύς	baru/s	a-s---fn-
βαρέα	bare/a	βαρύς	baru/s	a-s---fv-
βασιλεύς	basileu/s	βασιλεύς	basileu/s	n-s---mn-
βασιλεύς·	basileu/s:	βασιλεύς	basileu/s	n-s---mn-
βασιλεῖ	basilei=	βασιλεύς	basileu/s	n-s---md-
βασιλέα	basile/a	βασιλεύς	basileu/s	n-s---ma-
βασιλέων	basile/wn	βασίλη	basi/lh	n-p---fg-
βασιλέων	basile/wn	βασιλεύς	basileu/s	n-p---mg-
βασιλέων	basile/wn	βασιλεύς	basileu/s	n-p---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mn-
βελτίονας	belti/onas	βελτίων	belti/wn	a-p---ma-
βελτίονας	belti/onas	βελτίων	belti/wn	a-p---fa-
βελτίων	belti/wn	βελτίων	belti/wn	a-s---mn-
βελτίων	belti/wn	βελτίων	belti/wn	a-s---fn-
βελτίων	belti/wn	βελτιόω	beltio/w	v3piia---
βελτίων	belti/wn	βελτιόω	beltio/w	v1siia---
βιβλία	bibli/a	βιβλίον	bibli/on	n-p---nn-
βιβλία	bibli/a	βιβλίον	bibli/on	n-p---nv-
βιβλία	bibli/a	βιβλίον	bibli/on	n-p---na-
βιβλίοις	bibli/ois	βιβλίον	bibli/on	n-p---nd-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---nn-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---nv-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---na-
βιβλίων	bibli/wn	βιβλίον	bibli/on	n-p---ng-
βιβλίῳ	bibli/w|	βιβλίον	bibli/on	n-s---nd-
βλαβέν	blabe/n	βλάπτω	bla/ptw	v-sappnn-
βλαβέν	blabe/n	βλάπτω	bla/ptw	v-sappnv-
βλαβέν	blabe/n	βλάπτω	bla/ptw	v-sappna-
βλαβήσει	blabh/sei	βλάπτω	bla/ptw	v2sfip---
βλαβήσεται	blabh/setai	βλάπτω	bla/ptw	v3sfip---
βλαβήσονται	blabh/sontai	βλάπτω	bla/ptw	v3pfip---
βλαβήσονταί	blabh/sontai/	βλάπτω	bla/ptw	v3pfip---
βλαβῆναι	blabh=nai	βλάπτω	bla/ptw	v--anp---
βλαπτόμενοι	blapto/menoi	βλάπτω	bla/ptw	v-pppemn-
βλαπτόμενοι	blapto/menoi	βλάπτω	bla/ptw	v-pppemv-
βλαφθῶσιν	blafqw=sin	βλάπτω	bla/ptw	v3pasp---
βλάπτει	bla/ptei	βλάπτω	bla/ptw	v2spie---
βλάπτει	bla/ptei	βλάπτω	bla/ptw	v3spia---
βλάπτειν	bla/ptein	βλάπτω	bla/ptw	v--pna---
βλάπτεσθαι	bla/ptesqai	βλάπτω	bla/ptw	v--pne---
βλάπτεται	bla/ptetai	βλάπτω	bla/ptw	v3spie---
βλάπτοιντο	bla/ptointo	βλάπτω	bla/ptw	v3ppoe---
βλάπτοις	bla/ptois	βλάπτω	bla/ptw	v2spoa---
βλάπτομεν	bla/ptomen	βλάπτω	bla/ptw	v1ppia---
βλάπτομεν	bla/ptomen	βλάπτω	bla/ptw	v1piia---
βλάπτοντας	bla/ptontas	βλάπτω	bla/ptw	v-pppama-
βλάψαι	bla/yai	βλάπτω	bla/ptw	v2samm---
βλάψαι	bla/yai	βλάπτω	bla/ptw	v--ana---
βλάψαι	bla/yai	βλάπτω	bla/ptw	v3saoa---
βλάψαιμεν	bla/yaimen	βλάπτω	bla/ptw	v1paoa---
βλάψαντες	bla/yantes	βλάπτω	bla/ptw	v-papamn-
βλάψαντες	bla/yantes	βλάπτω	bla/ptw	v-papamv-
βλάψασαι	bla/yasai	βλάπτω	bla/ptw	v-papafn-
βλάψασαι	bla/yasai	βλάπτω	bla/ptw	v-papafv-
βλάψειεν	bla/yeien	βλάπτω	bla/ptw	v3saoa---
βλάψητε	bla/yhte	βλάπτω	bla/ptw	v2pasa---
βλάψωμεν	bla/ywmen	βλάπτω	bla/ptw	v1pasa---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v2sasm---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v3sasa---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v2sfim---
βλάψῃ	bla/yh|	βλάψις	bla/yis	n-s---fd-
βουλευσόμενοι	bouleuso/menoi	βουλεύω	bouleu/w	v-pfpmmn-
βουλευσόμενοι	bouleuso/menoi	βουλεύω	bouleu/w	v-pfpmmv-
βουλομένῳ	boulome/nw|	βούλομαι	bou/lomai	v-sppemd-
βουλομένῳ	boulome/nw|	βούλομαι	bou/lomai	v-sppend-
βουλοίμην	bouloi/mhn	βούλομαι	bou/lomai	v1spoe---
βουλή	boulh/	βουλή	boulh/	n-s---fn-
βουλή	boulh/	βουλή	boulh/	n-s---fv-
βουλήθητε	boulh/qhte	βούλομαι	bou/lomai	v2paip---
βουλήν	boulh/n	βουλή	boulh/	n-s---fa-
βουλήσονται	boulh/sontai	βούλομαι	bou/lomai	v3pfim---
βουλόμεθα	boulo/meqa	βούλομαι	bou/lomai	v1ppie---
βουλόμεθα	boulo/meqa	βούλομαι	bou/lomai	v1piie---
βουλόμενος	boulo/menos	βούλομαι	bou/lomai	v-sppemn-
βουλόμενός	boulo/meno/s	βούλομαι	bou/lomai	v-sppemn-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mn-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mn-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mv-
βουλῆς	boulh=s	βουλή	boulh/	n-s---fg-
βουλῇ	boulh=|	βουλεύς	bouleu/s	n-s---md-
βουλῇ	boulh=|	βουλή	boulh/	n-s---fd-
βούλεσθ’	bou/lesq'	βούλομαι	bou/lomai	v2ppme---
βούλεσθ’	bou/lesq'	βούλομαι	bou/lomai	v2ppie---
βούλεσθ’	bou/lesq'	βούλομαι	bou/lomai	v--pne---
βούλεσθ’	bou/lesq'	βούλομαι	bou/lomai	v2piie---
βούλεται	bou/letai	βούλομαι	bou/lomai	v3spie---
βούληται	bou/lhtai	βούλομαι	bou/lomai	v3spse---
βούλοιο	bou/loio	βούλομαι	bou/lomai	v2spoe---
βούλονται	bou/lontai	βούλομαι	bou/lomai	v3ppie---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spse---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spie---
βάλλε	ba/lle	βάλλω	ba/llw	v2spma---
βάλλε	ba/lle	βάλλω	ba/llw	v3siia---
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίος	bi/os	βίος	bi/os	n-s---mn-
γε	ge	γε	ge	g--------
γε·	ge:	γε	ge	g--------
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-prpenn-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-prpenv-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-prpena-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-drpefn-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-drpefv-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-drpefa-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-srpefn-
γεγραμμένα	gegramme/na	γράφω	gra/fw	v-srpefv-
γεγραφότι	gegrafo/ti	γράφω	gra/fw	v-srpamd-
γεγραφότι	gegrafo/ti	γράφω	gra/fw	v-srpand-
γενησομένην	genhsome/nhn	γίγνομαι	gi/gnomai	v-sfpmfa-
γενησόμεθα	genhso/meqa	γίγνομαι	gi/gnomai	v1pfim---
γενομένων	genome/nwn	γίγνομαι	gi/gnomai	v-papmfg-
γενομένων	genome/nwn	γίγνομαι	gi/gnomai	v-papmmg-
γενομένων	genome/nwn	γίγνομαι	gi/gnomai	v-papmng-
γενοίμεθ’	genoi/meq'	γίγνομαι	gi/gnomai	v1paom---
γενοίμην	genoi/mhn	γίγνομαι	gi/gnomai	v1saom---
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενήσει	genh/sei	γίγνομαι	gi/gnomai	v2sfim---
γενήσεσθε	genh/sesqe	γίγνομαι	gi/gnomai	v2pfim---
γενήσεται	genh/setai	γίγνομαι	gi/gnomai	v3sfim---
