’	'	ἒ	e)\	x--------
Δομιτιανός	*domitiano/s	Δομιτιανός	*domitiano/s	n-s---fn-
Δυνατῶν	*dunatw=n	δυνάτης	duna/ths	n-p---mg-
Δυνατῶν	*dunatw=n	δυνατέω	dunate/w	v-sppamn-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	a-p---fg-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	a-p---mg-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	a-p---ng-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	n-p---mg-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	n-p---fg-
Δυνατῶν	*dunatw=n	δυνατός	dunato/s	n-p---ng-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fa-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fn-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fv-
Δία	*di/a	Δίη	*di/h	n-s---fn-
Δία	*di/a	Δίη	*di/h	n-s---fv-
Δία	*di/a	Δίον	*di/on	n-p---nn-
Δία	*di/a	Δίον	*di/on	n-p---nv-
Δία	*di/a	Δίον	*di/on	n-p---na-
Δία	*di/a	Ζεύς	*zeu/s	n-s---ma-
Δία	*di/a	δῖος	di=os	a-d---fn-
Δία	*di/a	δῖος	di=os	a-d---fv-
Δία	*di/a	δῖος	di=os	a-d---fa-
Δία	*di/a	δῖος	di=os	a-s---fn-
Δία	*di/a	δῖος	di=os	a-s---fv-
Δίρκης	*di/rkhs	Δίρκη	*di/rkh	n-s---fg-
Δίων	*di/wn	Δίον	*di/on	n-p---ng-
Δίων	*di/wn	Δίος	*di/os	n-p---mg-
Δίων	*di/wn	Δίων	*di/wn	n-s---mn-
Δίων	*di/wn	Δίων	*di/wn	n-s---mv-
Δίων	*di/wn	Δῖα	*di=a	n-p---ng-
Δίων	*di/wn	Δῖον	*di=on	n-p---ng-
Δίων	*di/wn	Δῖος	*di=os	n-p---mg-
Δίων	*di/wn	δέω1	de/w1	v-sppamn-
Δίων	*di/wn	δίω	di/w	v-sppamn-
Δίων	*di/wn	δῖος	di=os	a-p---fg-
Δίων	*di/wn	δῖος	di=os	a-p---mg-
Δίων	*di/wn	δῖος	di=os	a-p---ng-
Δίων	*di/wn	δῖος	di=os	n-p---mg-
Δίων	*di/wn	δῖος	di=os	n-p---fg-
Δίων	*di/wn	δῖος	di=os	n-p---ng-
Δίωνος	*di/wnos	Δίων	*di/wn	n-s---mg-
Εἰ	*ei)	εἰ	ei)	c--------
Εἰπέ	*ei)pe/	εἶπον	ei)=pon	v2sama---
Εὐηνόν	*eu)hno/n	Εὐηνός	*eu)hno/s	n-s---ma-
Εὐριπίδου	*eu)ripi/dou	Εὐριπίδης	*eu)ripi/dhs	n-s---mg-
Εὐριπίδου	*eu)ripi/dou	εὐριπίδης	eu)ripi/dhs	n-s---mg-
Εὐρυσθεύς	*eu)rusqeu/s	Εὐρυσθεύς	*eu)rusqeu/s	n-s---mn-
Εὐρυσθέως	*eu)rusqe/ws	Εὐρυσθεύς	*eu)rusqeu/s	n-s---mg-
Εὐρυσθέως	*eu)rusqe/ws	Εὐρυσθεύς	*eu)rusqeu/s	n-s---mg-
Εὐρυσθέως	*eu)rusqe/ws	Εὐρυσθεύς	*eu)rusqeu/s	n-s---mn-
Εὐφράτης	*eu)fra/ths	Εὐφράτης	*eu)fra/ths	n-s---mn-
Ζεύς	*zeu/s	Ζεύς	*zeu/s	n-s---mn-
Ζεῦ	*zeu=	Ζεύς	*zeu/s	n-s---mv-
Ζεῦ	*zeu=	ζέω	ze/w	v2spme---
Ζεῦ	*zeu=	ζέω	ze/w	v2siie---
Ζήνων	*zh/nwn	Ζήνων	*zh/nwn	n-s---mn-
Ζήνων	*zh/nwn	Ζήνων	*zh/nwn	n-s---mv-
Ζήνων	*zh/nwn	ζῆνος	zh=nos	a-p---fg-
Ζήνων	*zh/nwn	ζῆνος	zh=nos	a-p---mg-
Ζήνων	*zh/nwn	ζῆνος	zh=nos	a-p---ng-
Ζήνωνι	*zh/nwni	Ζήνων	*zh/nwn	n-s---md-
Ζήνωνος	*zh/nwnos	Ζήνων	*zh/nwn	n-s---mg-
Θερμοπύλαις	*qermopu/lais	Θερμοπύλαι	*qermopu/lai	n-p---fd-
Θερμοπύλαις	*qermopu/lais	θερμοπύλαι	qermopu/lai	n-p---fd-
Θερσίτην	*qersi/thn	Θερσίτης	*qersi/ths	n-s---ma-
Θερσίτης	*qersi/ths	Θερσίτης	*qersi/ths	n-s---mn-
Θετταλίαν	*qettali/an	Θεσσαλία	*qessali/a	n-s---fa-
Θετταλίαν	*qettali/an	Θεσσαλίη	*qessali/h	n-s---fa-
Θεόπομπε	*qeo/pompe	Θεόπομπος	*qeo/pompos	n-s---mv-
Θεόπομπε	*qeo/pompe	θεόπομπος	qeo/pompos	n-s---mv-
Θεόπομπε	*qeo/pompe	θεόπομπος	qeo/pompos	n-s---fv-
Θεόπομπον	*qeo/pompon	Θεόπομπος	*qeo/pompos	n-s---ma-
Θεόπομπον	*qeo/pompon	θεόπομπος	qeo/pompos	n-s---ma-
Θεόπομπον	*qeo/pompon	θεόπομπος	qeo/pompos	n-s---fa-
Θεόπομπον	*qeo/pompon	θεόπομπος	qeo/pompos	n-s---nn-
Θεόπομπον	*qeo/pompon	θεόπομπος	qeo/pompos	n-s---nv-
Θεόπομπον	*qeo/pompon	θεόπομπος	qeo/pompos	n-s---na-
Θηβαίους	*qhbai/ous	Θηβαῖος	*qhbai=os	a-p---ma-
Θηβαῖοι	*qhbai=oi	Θηβαῖος	*qhbai=os	a-p---mn-
Θηβαῖοι	*qhbai=oi	Θηβαῖος	*qhbai=os	a-p---mv-
Θησεύς	*qhseu/s	Θησεύς	*qhseu/s	n-s---mn-
Θρασυμάχου	*qrasuma/xou	Θρασύμαχος	*qrasu/maxos	n-s---mg-
Θρασυμάχου	*qrasuma/xou	θρασύμαχος	qrasu/maxos	n-s---mg-
Θρασυμάχου	*qrasuma/xou	θρασύμαχος	qrasu/maxos	n-s---fg-
Θρασυμάχου	*qrasuma/xou	θρασύμαχος	qrasu/maxos	n-s---ng-
Θρασωνίδης	*qraswni/dhs	Θρασωνίδης	*qraswni/dhs	n-s---mn-
Θρασέας	*qrase/as	Θρασέας	*qrase/as	n-s---mn-
Θρασέας	*qrase/as	θρασύς	qrasu/s	a-p---fa-
Θρασέας	*qrase/as	θρασύς	qrasu/s	a-p---ma-
Θέλεις	*qe/leis	ἐθέλω	e)qe/lw	v2spia---
Θέωνος	*qe/wnos	Θέων	*qe/wn	n-s---mg-
Θήβαις	*qh/bais	Θῆβαι	*qh=bai	n-p---fd-
Καισαριανοί	*kaisarianoi/	Καισαριανοί	*kaisarianoi/	n-p---mn-
Καισαριανοί	*kaisarianoi/	Καισαριανοί	*kaisarianoi/	n-p---mv-
Καισαριανῶν	*kaisarianw=n	Καισαριανοί	*kaisarianoi/	n-p---mg-
Κακοδαίμονα	*kakodai/mona	κακοδαίμων	kakodai/mwn	n-p---nn-
Κακοδαίμονα	*kakodai/mona	κακοδαίμων	kakodai/mwn	n-p---nv-
Κακοδαίμονα	*kakodai/mona	κακοδαίμων	kakodai/mwn	n-p---na-
Κακοδαίμονα	*kakodai/mona	κακοδαίμων	kakodai/mwn	n-s---ma-
Κακοδαίμονα	*kakodai/mona	κακοδαίμων	kakodai/mwn	n-s---fa-
Καλλικλέους	*kallikle/ous	Καλλικλῆς	*kalliklh=s	n-s---mg-
Καλυψοῦς	*kaluyou=s	Καλυψώ	*kaluyw/	n-s---fg-
Κανόνος	*kano/nos	κανών	kanw/n	n-s---mg-
Καπιτωλίῳ	*kapitwli/w|	Καπετώλιον	*kapetw/lion	n-s---nd-
Καπιτώλιον	*kapitw/lion	Καπετώλιον	*kapetw/lion	n-s---nn-
Καπιτώλιον	*kapitw/lion	Καπετώλιον	*kapetw/lion	n-s---nv-
Καπιτώλιον	*kapitw/lion	Καπετώλιον	*kapetw/lion	n-s---na-
Καπιτώλιόν	*kapitw/lio/n	Καπετώλιον	*kapetw/lion	n-s---nn-
Καπιτώλιόν	*kapitw/lio/n	Καπετώλιον	*kapetw/lion	n-s---nv-
Καπιτώλιόν	*kapitw/lio/n	Καπετώλιον	*kapetw/lion	n-s---na-
Κασσιόπης	*kassio/phs	Κασσιόπη	*kassio/ph	n-s---fg-
Κασσίου	*kassi/ou	Κάσσιος	*ka/ssios	n-s---mg-
Κατακέκρισαι	*katake/krisai	κατακρίνω	katakri/nw	v2srie---
Καταλαμβάνεις	*katalamba/neis	καταλαμβάνω	katalamba/nw	v2spia---
Καί	*kai/	καί	kai/	c--------
Καίσαρα	*kai/sara	Καῖσαρ	*kai=sar	n-s---ma-
Καίσαρα	*kai/sara	Καισάρας	*kaisa/ras	n-s---mv-
Καίσαρα	*kai/sara	Καισάρας	*kaisa/ras	n-s---mn-
Καίσαρι	*kai/sari	Καῖσαρ	*kai=sar	n-s---md-
Καίσαρος	*kai/saros	Καῖσαρ	*kai=sar	n-s---mg-
Καῖσαρ	*kai=sar	Καῖσαρ	*kai=sar	n-s---mn-
Καῖσάρ	*kai=sa/r	Καῖσαρ	*kai=sar	n-s---mn-
Κιθαιρών	*kiqairw/n	Κιθαιρών	*kiqairw/n	n-s---mn-
Κιθαιρών	*kiqairw/n	Κιθαιρών	*kiqairw/n	n-s---mv-
Κικόνεσσι	*kiko/nessi	Κίκονες	*ki/kones	n-p---md-
Κλεάνθην	*klea/nqhn	Κλέανθης	*kle/anqhs	n-s---ma-
Κλεάνθην	*klea/nqhn	Κλεάνθης	*klea/nqhs	n-s---ma-
Κλεάνθην	*klea/nqhn	Κλεάνθης	*klea/nqhs	n-s---ma-
Κλεάνθης	*klea/nqhs	Κλέανθης	*kle/anqhs	n-s---mn-
Κλεάνθης	*klea/nqhs	Κλεάνθης	*klea/nqhs	n-s---mn-
Κλεάνθης	*klea/nqhs	Κλεάνθης	*klea/nqhs	n-s---mn-
Κλεάνθους	*klea/nqous	Κλεάνθης	*klea/nqhs	n-s---mg-
Κνωσίων	*knwsi/wn	Κνώσιος	*knw/sios	n-p---mg-
Κνωσίων	*knwsi/wn	Κνωσίων	*knwsi/wn	n-s---mn-
Κνωσίων	*knwsi/wn	Κνωσίων	*knwsi/wn	n-s---mv-
Κοδράτου	*kodra/tou	Κόδρατος	*ko/dratos	n-s---mg-
Κοδράτου	*kodra/tou	Κοδράτος	*kodra/tos	n-s---mg-
Κορινθίοις	*korinqi/ois	Κορίνθιος	*kori/nqios	a-p---md-
Κορινθίοις	*korinqi/ois	Κορίνθιος	*kori/nqios	a-p---nd-
Κορινθίων	*korinqi/wn	Κορίνθιος	*kori/nqios	a-p---fg-
Κορινθίων	*korinqi/wn	Κορίνθιος	*kori/nqios	a-p---mg-
Κορινθίων	*korinqi/wn	Κορίνθιος	*kori/nqios	a-p---ng-
Κορίνθιοι	*kori/nqioi	Κορίνθιος	*kori/nqios	a-p---mn-
Κορίνθιοι	*kori/nqioi	Κορίνθιος	*kori/nqios	a-p---mv-
Κορίνθιον	*kori/nqion	Κορίνθιος	*kori/nqios	a-s---ma-
Κορίνθιον	*kori/nqion	Κορίνθιος	*kori/nqios	a-s---nn-
Κορίνθιον	*kori/nqion	Κορίνθιος	*kori/nqios	a-s---nv-
Κορίνθιον	*kori/nqion	Κορίνθιος	*kori/nqios	a-s---na-
Κορίνθιος	*kori/nqios	Κορίνθιος	*kori/nqios	a-s---mn-
Κορίνθῳ	*kori/nqw|	Κόρινθος	*ko/rinqos	n-s---fd-
Κροῖσον	*kroi=son	Κροῖσος	*kroi=sos	n-s---ma-
Κροῖσος	*kroi=sos	Κροῖσος	*kroi=sos	n-s---mn-
Κράτης	*kra/ths	Κράτης	*kra/ths	n-s---mn-
Κράτης	*kra/ths	Κράτης	*kra/ths	n-s----n-
Κράτης	*kra/ths	κρατέω	krate/w	v2siia---
Κράτητα	*kra/thta	Κράτης	*kra/ths	n-p---nn-
Κράτητα	*kra/thta	Κράτης	*kra/ths	n-p---nv-
Κράτητα	*kra/thta	Κράτης	*kra/ths	n-p---na-
Κράτητα	*kra/thta	Κράτης	*kra/ths	n-s---ma-
Κράτητα	*kra/thta	Κράτης	*kra/ths	n-s---fa-
Κρίτων	*kri/twn	Κρίτων	*kri/twn	n-s---mn-
Κρίτων	*kri/twn	Κρίτων	*kri/twn	n-s---mv-
Κρίτων	*kri/twn	Κρίτων	*kri/twn	n-s---mn-
Κρίτων	*kri/twn	Κρίτων	*kri/twn	n-s---mv-
Κρίτωνος	*kri/twnos	Κρίτων	*kri/twn	n-s---mg-
Κρῖνιν	*kri=nin	Κρῖνις	*kri=nis	n-s---ma-
Κρῖνιν	*kri=nin	Κρῖνις	*kri=nis	n-s---fa-
Κυνικοῦ	*kunikou=	Κυνικός	*kuniko/s	a-s---mg-
Κυνικοῦ	*kunikou=	Κυνικός	*kuniko/s	a-s---ng-
Κυνικοῦ	*kunikou=	κυνικός	kuniko/s	a-s---mg-
Κυνικοῦ	*kunikou=	κυνικός	kuniko/s	a-s---ng-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-p---nn-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-p---nv-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-p---na-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-d---fn-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-d---fv-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-d---fa-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-s---fn-
Κυνικά	*kunika/	Κυνικός	*kuniko/s	a-s---fv-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-p---nn-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-p---nv-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-p---na-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-d---fn-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-d---fv-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-d---fa-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-s---fn-
Κυνικά	*kunika/	κυνικός	kuniko/s	a-s---fv-
Κυνικόν	*kuniko/n	Κυνικός	*kuniko/s	a-s---ma-
Κυνικόν	*kuniko/n	Κυνικός	*kuniko/s	a-s---nn-
Κυνικόν	*kuniko/n	Κυνικός	*kuniko/s	a-s---nv-
Κυνικόν	*kuniko/n	Κυνικός	*kuniko/s	a-s---na-
Κυνικόν	*kuniko/n	κυνικός	kuniko/s	a-s---ma-
Κυνικόν	*kuniko/n	κυνικός	kuniko/s	a-s---nn-
Κυνικόν	*kuniko/n	κυνικός	kuniko/s	a-s---nv-
Κυνικόν	*kuniko/n	κυνικός	kuniko/s	a-s---na-
Κυνικός	*kuniko/s	Κυνικός	*kuniko/s	a-s---mn-
Κυνικός	*kuniko/s	κυνικός	kuniko/s	a-s---mn-
Κυνικῷ	*kunikw=|	Κυνικός	*kuniko/s	a-s---md-
Κυνικῷ	*kunikw=|	Κυνικός	*kuniko/s	a-s---nd-
Κυνικῷ	*kunikw=|	κυνικός	kuniko/s	a-s---md-
Κυνικῷ	*kunikw=|	κυνικός	kuniko/s	a-s---nd-
Κυνισμοῦ	*kunismou=	κυνισμός	kunismo/s	n-s---mg-
Κυριεύοντα	*kurieu/onta	κυριεύω	kurieu/w	v-pppann-
Κυριεύοντα	*kurieu/onta	κυριεύω	kurieu/w	v-pppanv-
Κυριεύοντα	*kurieu/onta	κυριεύω	kurieu/w	v-pppana-
Κυριεύοντα	*kurieu/onta	κυριεύω	kurieu/w	v-sppama-
Κυριεύοντος	*kurieu/ontos	κυριεύω	kurieu/w	v-sppamg-
Κυριεύοντος	*kurieu/ontos	κυριεύω	kurieu/w	v-sppang-
Κωκυτός	*kwkuto/s	Κωκυτός	*kwkuto/s	n-s---mn-
Κωκυτός	*kwkuto/s	Κωκυτός	*kwkuto/s	n-s---mn-
Κόπον	*ko/pon	κόπος	ko/pos	n-s---ma-
Κόρη	*ko/rh	Κόρα	*ko/ra	n-s---fn-
Κόρη	*ko/rh	Κόρα	*ko/ra	n-s---fv-
Κόρη	*ko/rh	κόρη	ko/rh	n-s---fn-
Κόρη	*ko/rh	κόρη	ko/rh	n-s---fv-
Κόρη	*ko/rh	κόρις	ko/ris	n-d---mn-
Κόρη	*ko/rh	κόρις	ko/ris	n-d---mv-
Κόρη	*ko/rh	κόρις	ko/ris	n-d---ma-
Κόρη	*ko/rh	κορέω	kore/w	v2spma---
Κόρη	*ko/rh	κορέω	kore/w	v3siia---
Κῦρε	*ku=re	Κῦρος	*ku=ros	n-s---mv-
Κῦρε	*ku=re	κυρέω	kure/w	v2spma---
Κῦρε	*ku=re	κυρέω	kure/w	v3siia---
Λακεδαιμονίων	*lakedaimoni/wn	Λακεδαιμόνιος	*lakedaimo/nios	a-p---fg-
Λακεδαιμονίων	*lakedaimoni/wn	Λακεδαιμόνιος	*lakedaimo/nios	a-p---mg-
Λακεδαιμονίων	*lakedaimoni/wn	Λακεδαιμόνιος	*lakedaimo/nios	a-p---ng-
Λακεδαιμόνιοι	*lakedaimo/nioi	Λακεδαιμόνιος	*lakedaimo/nios	a-p---mn-
Λακεδαιμόνιοι	*lakedaimo/nioi	Λακεδαιμόνιος	*lakedaimo/nios	a-p---mv-
Λακεδαίμων	*lakedai/mwn	Λακεδαίμων	*lakedai/mwn	n-s---fn-
Λακεδαίμων	*lakedai/mwn	Λακεδαίμων	*lakedai/mwn	n-s---fv-
Λατερανός	*laterano/s	Λατερανός	*laterano/s	n-s---mn-
Λατερανός	*laterano/s	Λατερανός	*laterano/s	n-s---fn-
Λεσβίῳ	*lesbi/w|	Λέσβιος	*le/sbios	a-s---md-
Λεσβίῳ	*lesbi/w|	Λέσβιος	*le/sbios	a-s---nd-
Λεσβίῳ	*lesbi/w|	λέσβιος	le/sbios	a-s---md-
Λεσβίῳ	*lesbi/w|	λέσβιος	le/sbios	a-s---nd-
Λουκίῳ	*louki/w|	Λούκιος	*lou/kios	n-s---md-
Λυκείῳ	*lukei/w|	Λύκειον	*lu/keion	n-s---nd-
Λυκείῳ	*lukei/w|	Λύκειος	*lu/keios	n-s---md-
Λυκείῳ	*lukei/w|	Λύκειος	*lu/keios	n-s---fd-
Λυκείῳ	*lukei/w|	Λύκειος	*lu/keios	n-s---nd-
Λυκείῳ	*lukei/w|	λύκειον	lu/keion	n-s---nd-
Λυκείῳ	*lukei/w|	λύκειος	lu/keios	n-s---md-
Λυκείῳ	*lukei/w|	λύκειος	lu/keios	n-s---fd-
Λυκείῳ	*lukei/w|	λύκειος	lu/keios	n-s---nd-
Λυκοῦργος	*lukou=rgos	Λυκοῦργος	*lukou=rgos	n-s---mn-
Λυσίου	*lusi/ou	Λύσιος	*lu/sios	n-s---mg-
Λυσίου	*lusi/ou	Λυσίας	*lusi/as	n-s---mg-
Λυσίου	*lusi/ou	λύσιος	lu/sios	a-s---mg-
Λυσίου	*lusi/ou	λύσιος	lu/sios	a-s---ng-
Λάιος	*la/ios	Λάϊος	*la/i+os	n-s---mn-
Λάιος	*la/ios	Λαΐος	*lai/+os	n-s---mn-
Λέγει	*le/gei	λέγω1	le/gw1	v2spie---
Λέγει	*le/gei	λέγω1	le/gw1	v3spia---
Λέγει	*le/gei	λέγω2	le/gw2	v2spie---
Λέγει	*le/gei	λέγω2	le/gw2	v3spia---
Λέγει	*le/gei	λέγω3	le/gw3	v2spie---
Λέγει	*le/gei	λέγω3	le/gw3	v3spia---
Λέοντα	*le/onta	Λέων	*le/wn	n-s---ma-
Λέοντα	*le/onta	λέων	le/wn	n-s---ma-
Μακεδόνες	*makedo/nes	Μακεδών	*makedw/n	n-p---mn-
Μακεδόνες	*makedo/nes	Μακεδών	*makedw/n	n-p---mv-
Μακεδόνες	*makedo/nes	Μακεδών	*makedw/n	n-p---fn-
Μακεδόνες	*makedo/nes	Μακεδών	*makedw/n	n-p---fv-
Μενελάου	*menela/ou	Μενέλαος	*mene/laos	n-s---mg-
Μενελάου	*menela/ou	Μενέλαος	*mene/laos	n-s---mg-
Μενελάῳ	*menela/w|	Μενέλαος	*mene/laos	n-s---md-
Μενελάῳ	*menela/w|	Μενέλαος	*mene/laos	n-s---md-
Μενοικεύς	*menoikeu/s	Μενοικεύς	*menoikeu/s	n-s---mn-
Μενέλαον	*mene/laon	Μενέλαος	*mene/laos	n-s---ma-
Μενέλαον	*mene/laon	Μενέλαος	*mene/laos	n-s---ma-
Μοιρῶν	*moirw=n	Μοῖρα	*moi=ra	n-p---fg-
Μοιρῶν	*moirw=n	μοῖρα	moi=ra	n-p---fg-
Μοιρῶν	*moirw=n	μοῖρα	moi=ra	n-p---fg-
Μοιρῶν	*moirw=n	μοιράω	moira/w	v-sppamv-
