Αὐτομέδων	*au)tome/dwn	none-found	n-s---mn-
Κνωσίων	*knw/sios	none-found	n-p---mg-
Κνωσίων	*knwsi/wn	none-found	n-s---mn-
Κνωσίων	*knwsi/wn	none-found	n-s---mv-
Κοδράτου	*ko/dratos	none-found	n-s---mg-
Κοδράτου	*kodra/tos	none-found	n-s---mg-
Κροῖσον	*kroi=sos	none-found	n-s---ma-
Κροῖσος	*kroi=sos	none-found	n-s---mn-
Κρίτων	*kri/twn	none-found	n-s---mn-
Κρίτων	*kri/twn	none-found	n-s---mv-
Κρίτων	*kri/twn	none-found	n-s---mn-
Κρίτων	*kri/twn	none-found	n-s---mv-
Κρίτωνος	*kri/twn	none-found	n-s---mg-
Κρῖνιν	*kri=nis	none-found	n-s---ma-
Κρῖνιν	*kri=nis	none-found	n-s---fa-
Λακεδαιμονίων	*lakedaimo/nios	none-found	a-p---fg-
Λακεδαιμονίων	*lakedaimo/nios	none-found	a-p---mg-
Λακεδαιμονίων	*lakedaimo/nios	none-found	a-p---ng-
Λακεδαιμόνιοι	*lakedaimo/nios	none-found	a-p---mn-
Λακεδαιμόνιοι	*lakedaimo/nios	none-found	a-p---mv-
Λατερανός	*laterano/s	none-found	n-s---mn-
Λατερανός	*laterano/s	none-found	n-s---fn-
Λεσβίῳ	*le/sbios	none-found	a-s---md-
Λεσβίῳ	*le/sbios	none-found	a-s---nd-
Λεσβίῳ	le/sbios	none-found	a-s---md-
Λεσβίῳ	le/sbios	none-found	a-s---nd-
Λουκίῳ	*lou/kios	none-found	n-s---md-
Λυκοῦργος	*lukou=rgos	none-found	n-s---mn-
Λυσίου	*lusi/as	none-found	n-s---mg-
Μενοικεύς	*menoikeu/s	none-found	n-s---mn-
Μάνης	ma/na	none-found	n-s---fg-
Μάξιμος	*ma/cimos	none-found	n-s---mn-
Μάρκιον	*ma/rkios	none-found	n-s---ma-
Μάρκιόν	*ma/rkios	none-found	n-s---ma-
Μέλητος	*me/lhtos	none-found	n-s---mn-
Μήδεια	*mh/deios	none-found	a-p---nn-
Μήδεια	*mh/deios	none-found	a-p---nv-
Μήδεια	*mh/deios	none-found	a-p---na-
Μίλων	*mi/lwn	none-found	n-s---mn-
Μίλων	*mi/lwn	none-found	n-s---mv-
Μύρωνα	*mu/rwn	none-found	n-s---ma-
Νερωνιανόν	*nerwniano/s	none-found	a-s---ma-
Νερωνιανόν	*nerwniano/s	none-found	a-s---nn-
Νερωνιανόν	*nerwniano/s	none-found	a-s---nv-
Νερωνιανόν	*nerwniano/s	none-found	a-s---na-
Νικοπολιτῶν	*nikopoli/ths	none-found	n-p---mg-
Νικοπόλει	*niko/polis	none-found	n-d---fn-
Νικοπόλει	*niko/polis	none-found	n-d---fv-
Νικοπόλει	*niko/polis	none-found	n-d---fa-
Νικοπόλει	*niko/polis	none-found	n-s---fd-
Νικοπόλει	*niko/polis	none-found	n-s---fd-
Νικοπόλεως	*niko/polis	none-found	n-s---fg-
Νάσωνα	*na/swn	none-found	n-s---ma-
Νέμεα	*ne/meios	none-found	a-p---nn-
Νέμεα	*ne/meios	none-found	a-p---nv-
Νέμεα	*ne/meios	none-found	a-p---na-
Νέρων	*ne/rwn	none-found	n-s---mn-
Νέρων	*ne/rwn	none-found	n-s---mv-
Νέρωνι	*ne/rwn	none-found	n-s---md-
Νέρωνος	*ne/rwn	none-found	n-s---mg-
Νύμφας	*nu/mfai	none-found	n-p---fa-
Νύμφας	*nu/mfai	none-found	n-s---fg-
Νύμφας	*nu/mfhs	none-found	n-s---mn-
Ξενοκράτους	*cenokra/ths	none-found	n-s---mg-
Ξέρξην	*ce/rchs	none-found	n-s---ma-
Οὐεσπασιανοῦ	*ou)espasiano/s	none-found	n-s---mg-
Πανθοίδην	*panqoi/+dhs	none-found	n-s---ma-
Πατρόκλου	*patro/klon	none-found	n-s---ng-
Πεπρωμένη	*peprwme/nh	none-found	n-s---fn-
Πεπρωμένη	*peprwme/nh	none-found	n-s---fv-
Πεπρωμένη	po/rw	none-found	v-srpefn-
Πεπρωμένη	po/rw	none-found	v-srpefv-
Περδίκκας	*perdi/kkas	none-found	n-p---ma-
Περδίκκας	*perdi/kkas	none-found	n-s---mn-
Περραιβούς	*perraibo/s-pl	none-found	n-p---ma-
Πολέμωνα	*pole/mwn	none-found	n-s---ma-
Πολέμωνος	*pole/mwn	none-found	n-s---mg-
Προκρούστου	*prokrou/sths	none-found	n-s---mg-
Πρωταγόραν	*prwtago/ras	none-found	n-s---ma-
Πάτροκλον	*patro/klon	none-found	n-s---nn-
Πάτροκλον	*patro/klon	none-found	n-s---nv-
Πάτροκλον	*patro/klon	none-found	n-s---na-
Πύλαις	*pu/lhs	none-found	n-p---md-
Σαρδαναπάλλου	*sardana/pallos	none-found	n-s---mg-
Σαρδανάπαλλος	*sardana/pallos	none-found	n-s---mn-
Σοφοκλέους	*sofoklh=s	none-found	n-s---mg-
Σούρα	*sou/rhs	none-found	n-s---mv-
Σούρα	*sou/rhs	none-found	n-s---mg-
Σούρα	*sou=ra	none-found	n-d---fn-
Σούρα	*sou=ra	none-found	n-d---fv-
Σούρα	*sou=ra	none-found	n-d---fa-
Σούσοις	*sou=sos	none-found	a-p---md-
Σούσοις	*sou=sos	none-found	a-p---nd-
Τραιανοῦ	*trai+ano/s	none-found	n-s---mg-
Τραιανοῦ	*trai+ano/s	none-found	n-s---fg-
Τραιανοῦ	*trai+ano/s	none-found	n-s---ng-
Τέλους	*te/lhs	none-found	n-s---mg-
Φειδίου	*feidi/as	none-found	n-s---mg-
Φηλικίων	*fhliki/wn	none-found	n-s---mn-
Φηλικίων	*fhliki/wn	none-found	n-s---mv-
Φηλικίωνα	*fhliki/wn	none-found	n-s---ma-
Φηλικίωνος	*fhliki/wn	none-found	n-s---mg-
Φλώρῳ	*flw=ros	none-found	n-s---md-
Χαιρωνείᾳ	*xairw/neia	none-found	n-s---fd-
Χρυσηίδα	*xrushi/s	none-found	n-s---fa-
Χρυσάντας	*xrusa/ntas	none-found	n-s---mn-
Χρυσίππου	*xru/sippos	none-found	n-s---mg-
Χρυσίππου	*xrusi/ppos	none-found	n-s---mg-
Χρύσιππον	*xru/sippos	none-found	n-s---ma-
Χρύσιππον	*xrusi/ppos	none-found	n-s---ma-
Χρύσιππος	*xru/sippos	none-found	n-s---mn-
Χρύσιππος	*xrusi/ppos	none-found	n-s---mn-
αὐχμῶντα	au)xma/w	none-found	v-pppann-
αὐχμῶντα	au)xma/w	none-found	v-pppanv-
αὐχμῶντα	au)xma/w	none-found	v-pppana-
αὐχμῶντα	au)xma/w	none-found	v-sppama-
βοηθούς	bohqo/s	none-found	n-p---ma-
βοηθούς	bohqo/s	none-found	n-p---fa-
βοηθόν	bohqo/s	none-found	n-s---ma-
βοηθόν	bohqo/s	none-found	n-s---fa-
βοηθόν	bohqo/s	none-found	n-s---nn-
βοηθόν	bohqo/s	none-found	n-s---nv-
βοηθόν	bohqo/s	none-found	n-s---na-
βοᾷ	boei/h	none-found	n-s---fd-
βοῆς	boei/h	none-found	n-s---fg-
βρόγχον	bro/gkos	none-found	n-s---ma-
γηρᾶσαι	ghra/w	none-found	v2spie---
γηρᾶσαι	ghra/w	none-found	v-pppafn-
γηρᾶσαι	ghra/w	none-found	v-pppafv-
γηρᾶσαι	ghra/w	none-found	v--ana---
γηρᾶσαι	ghra/w	none-found	v--ana---
γνησίως	gnhsio/w	none-found	v2siia---
γραπτέον	grapte/os	none-found	n-s---ma-
γραπτέον	grapte/os	none-found	n-s---fa-
γραπτέον	grapte/os	none-found	n-s---nn-
γραπτέον	grapte/os	none-found	n-s---nv-
γραπτέον	grapte/os	none-found	n-s---na-
γραπτέον	grapte/os	none-found	n-s---ma-
γραπτέον	grapte/os	none-found	n-s---nn-
γραπτέον	grapte/os	none-found	n-s---nv-
γραπτέον	grapte/os	none-found	n-s---na-
γραπτέων	grapte/os	none-found	n-p---mg-
γραπτέων	grapte/os	none-found	n-p---fg-
γραπτέων	grapte/os	none-found	n-p---ng-
γραπτέων	grapte/os	none-found	n-p---mg-
γραπτέων	grapte/os	none-found	n-p---ng-
γραίας	grai/h	none-found	n-p---fa-
γραίας	grai/h	none-found	n-s---fg-
γραίας	grai=os	none-found	a-p---fa-
γραίας	grai=os	none-found	a-s---fg-
γυμναστέον	gumnaste/os	none-found	n-s---ma-
γυμναστέον	gumnaste/os	none-found	n-s---fa-
γυμναστέον	gumnaste/os	none-found	n-s---nn-
γυμναστέον	gumnaste/os	none-found	n-s---nv-
γυμναστέον	gumnaste/os	none-found	n-s---na-
γύναια	gu/naion	none-found	n-p---nn-
γύναια	gu/naion	none-found	n-p---nv-
γύναια	gu/naion	none-found	n-p---na-
γῃδίου	gh/|dion	none-found	n-s---ng-
γῄδιον	gh/|dion	none-found	n-s---nn-
γῄδιον	gh/|dion	none-found	n-s---nv-
γῄδιον	gh/|dion	none-found	n-s---na-
διακάθηνται	kata/-ka/qhmai	none-found	v3ppim---
διακάθηνται	kata/-ka/qhmai	none-found	v3ppim---
διανοούμεθα	dianoe/omai	none-found	v1ppie---
διανοούμεθα	dianoe/omai	none-found	v1ppie---
διανοούμεθα	dianoe/omai	none-found	v1piie---
διανοούμεθα	dianoe/omai	none-found	v1piie---
διανοούμενον	dianoe/omai	none-found	v-sppema-
διανοούμενον	dianoe/omai	none-found	v-sppenn-
διανοούμενον	dianoe/omai	none-found	v-sppenv-
διανοούμενον	dianoe/omai	none-found	v-sppena-
διανοούμενον	dianoe/omai	none-found	v-sppema-
διανοούμενον	dianoe/omai	none-found	v-sppenn-
διανοούμενον	dianoe/omai	none-found	v-sppenv-
διανοούμενον	dianoe/omai	none-found	v-sppena-
διαράμενος	diarrai/nomai	none-found	v-sfpmmn-
διασεσηπότος	diash/pomai	none-found	v-srpamg-
διασεσηπότος	diash/pomai	none-found	v-srpang-
διεγειρόμεθα	dia/-e)gei/rw	none-found	v1pasm---
διεγειρόμεθα	dia/-e)gei/rw	none-found	v1ppie---
διεγειρόμεθα	dia/-e)gei/rw	none-found	v1piie---
διεγηγερμένους	dia/-e)gei/rw	none-found	v-prpema-
διεζευγμένον	diazeu/gnumai	none-found	v-srpema-
διεζευγμένον	diazeu/gnumai	none-found	v-srpenn-
διεζευγμένον	diazeu/gnumai	none-found	v-srpenv-
διεζευγμένον	diazeu/gnumai	none-found	v-srpena-
διεξαγαγεῖν	dia/-e)ca/gw	none-found	v--ana---
διεξάγει	dieca	none-found	v3siia---
διεξάγει	e)k-a)ga/w	none-found	v2spma---
διεξάγει	e)k-a)ga/w	none-found	v3siia---
διεξάγει	dia/-e)ca/gw	none-found	v2spie---
διεξάγει	dia/-e)ca/gw	none-found	v3spia---
διεξάγειν	dia/-e)ca/gw	none-found	v--pna---
διεξάγῃ	dia/-e)ca/gw	none-found	v2spse---
διεξάγῃ	dia/-e)ca/gw	none-found	v2spie---
διεξάγῃ	dia/-e)ca/gw	none-found	v3spsa---
διεξάγῃς	dia/-e)ca/gw	none-found	v2spsa---
διεξάξει	dia/-e)ca/gnumi	none-found	v3sasa---
διεξάξει	dia/-e)ca/gnumi	none-found	v2sfim---
διεξάξει	dia/-e)ca/gnumi	none-found	v3sfia---
διεξάξει	dia/-e)ca/gw	none-found	v3sasa---
διεξάξει	dia/-e)ca/gw	none-found	v2sfim---
διεξάξει	dia/-e)ca/gw	none-found	v3sfia---
δοκῶ	doko/n	none-found	n-s---ng-
δοκῶν	doko/n	none-found	n-p---ng-
δούλῃ	dou/lh	none-found	n-s---fd-
δοῦλαι	dou/lh	none-found	n-p---fn-
δοῦλαι	dou/lh	none-found	n-p---fv-
εὐνούστερον	eu)/nous	none-found	a-s---ma-
εὐνούστερον	eu)/nous	none-found	a-s---nn-
εὐνούστερον	eu)/nous	none-found	a-s---nv-
εὐνούστερον	eu)/nous	none-found	a-s---na-
εὐρόως	e)u/rrous	none-found	n-p---ma-
εὐρόως	e)u/rrous	none-found	n-p---fa-
εὐφυῶς	eu)fuw=s	none-found	d--------
εὔνουν	eu)/nous	none-found	n-s---ma-
εὔνουν	eu)/nous	none-found	n-s---fa-
εὔνουν	eu)/nous	none-found	n-s---nn-
εὔνουν	eu)/nous	none-found	n-s---nv-
εὔνουν	eu)/nous	none-found	n-s---na-
εὔνους	eu)/nous	none-found	n-p---mn-
εὔνους	eu)/nous	none-found	n-p---fn-
εὔνους	eu)/nous	none-found	n-s---mn-
εὔνους	eu)/nous	none-found	n-s---mv-
εὔνους	eu)/nous	none-found	n-s---fn-
εὔνους	eu)/nous	none-found	n-s---fv-
εὔρουν	e)u/rrous	none-found	n-s---ma-
εὔρουν	e)u/rrous	none-found	n-s---fa-
εὔρουν	e)u/rrous	none-found	n-s---nn-
εὔρουν	e)u/rrous	none-found	n-s---nv-
εὔρουν	e)u/rrous	none-found	n-s---na-
εὔχροια	eu)/xrous	none-found	n-p---nn-
εὔχροια	eu)/xrous	none-found	n-p---nv-
εὔχροια	eu)/xrous	none-found	n-p---na-
ζωή	zwh/	none-found	n-s---fn-
ζωή	zwh/	none-found	n-s---fv-
ζωῆς	zwh/	none-found	n-s---fg-
θανεῖν	qnh/skw	none-found	v--ana---
θεραπείαν	qerapei/h	none-found	n-s---fa-
θῇ	qa/zw	none-found	v2sfim---
θῇ	qa/zw	none-found	v3sfia---
θῶ	qa/zw	none-found	v1sfia---
θῶμεν	qa/zw	none-found	v1pfia---
καθαριότητος	kaqario/ths	none-found	n-s---fg-
καθεζόμενοι	kata/-e(/zomai	none-found	v-pppemn-
καθεζόμενοι	kata/-e(/zomai	none-found	v-pppemv-
καθεζόμενοι	kata/-kaqe/zomai	none-found	v-pppmmn-
καθεζόμενοι	kata/-kaqe/zomai	none-found	v-pppmmv-
καθεζόμενος	kata/-e(/zomai	none-found	v-sppemn-
καθεζόμενος	kata/-kaqe/zomai	none-found	v-sppmmn-
καθιστᾶσιν	kaqista/w	none-found	v2spse---
καθιστᾶσιν	kaqista/w	none-found	v-pppamd-
καθιστᾶσιν	kaqista/w	none-found	v-pppand-
καθιστᾶσιν	kaqista/w	none-found	v3ppsa---
καθιστᾶσιν	kaqista/w	none-found	v3spsa---
καθιστᾶσιν	kaqista/w	none-found	v2spse---
καθιστᾶσιν	kaqista/w	none-found	v-pppamd-
καθιστᾶσιν	kaqista/w	none-found	v-pppand-
καθιστᾶσιν	kaqista/w	none-found	v3ppsa---
καθιστᾶσιν	kaqista/w	none-found	v3spsa---
καθιστᾷς	kaqista/w	none-found	v2spsa---
καθιστᾷς	kaqista/w	none-found	v2spia---
καθιστᾷς	kaqista/w	none-found	v2spsa---
καθιστᾷς	kaqista/w	none-found	v2spia---
καθωσιωμένον	kaqosio/omai	none-found	v-srpema-
καθωσιωμένον	kaqosio/omai	none-found	v-srpenn-
καθωσιωμένον	kaqosio/omai	none-found	v-srpenv-
καθωσιωμένον	kaqosio/omai	none-found	v-srpena-
καθόσον	kaqo/son	none-found	d--------
κακῇ	kaka/zw	none-found	v2sfim---
κακῇ	kaka/zw	none-found	v3sfia---
κακῶν	kaka/zw	none-found	v-sfpamv-
κακῶν	kaka/zw	none-found	v-sfpann-
κακῶν	kaka/zw	none-found	v-sfpanv-
κακῶν	kaka/zw	none-found	v-sfpana-
κακῶν	kaka/zw	none-found	v-sfpamn-
κακῷ	kaka/zw	none-found	v3sfoa---
καταβατέον	katabate/os	none-found	n-s---ma-
καταβατέον	katabate/os	none-found	n-s---fa-
καταβατέον	katabate/os	none-found	n-s---nn-
καταβατέον	katabate/os	none-found	n-s---nv-
καταβατέον	katabate/os	none-found	n-s---na-
καταπροίεσθαι	kata/-proi/hmi	none-found	v--pne---
κατασχεῖν	katasxa/w	none-found	v--pna---
κατεσχημένον	kata/-i)sxne/omai	none-found	v-srpema-
κατεσχημένον	kata/-i)sxne/omai	none-found	v-srpenn-
κατεσχημένον	kata/-i)sxne/omai	none-found	v-srpenv-
κατεσχημένον	kata/-i)sxne/omai	none-found	v-srpena-
κατεσχημένον	kata/-sxa/w	none-found	v-srpema-
κατεσχημένον	kata/-sxa/w	none-found	v-srpenn-
κατεσχημένον	kata/-sxa/w	none-found	v-srpenv-
κατεσχημένον	kata/-sxa/w	none-found	v-srpena-
κατεφθινηκότα	kata/-fqina/w	none-found	v-prpann-
κατεφθινηκότα	kata/-fqina/w	none-found	v-prpanv-
κατεφθινηκότα	kata/-fqina/w	none-found	v-prpana-
κατεφθινηκότα	kata/-fqina/w	none-found	v-srpama-
κατεφθινηκότα	kata/-fqine/w	none-found	v-prpann-
κατεφθινηκότα	kata/-fqine/w	none-found	v-prpanv-
κατεφθινηκότα	kata/-fqine/w	none-found	v-prpana-
κατεφθινηκότα	kata/-fqine/w	none-found	v-srpama-
κατθανεῖν	kataqnh/skw	none-found	v--ana---
κατίωται	kata/-i)o/omai	none-found	v3srie---
κατίωται	kata/-i)o/w	none-found	v3srie---
κατόζων	kata/-o)/zw	none-found	v-sppamn-
καίτοι	kai/toi	none-found	g--------
κεχαρισμένον	xari/zomai	none-found	v-srpema-
κεχαρισμένον	xari/zomai	none-found	v-srpenn-
κεχαρισμένον	xari/zomai	none-found	v-srpenv-
κεχαρισμένον	xari/zomai	none-found	v-srpena-
κιθαριστέον	kiqariste/os	none-found	n-s---ma-
κιθαριστέον	kiqariste/os	none-found	n-s---fa-
κιθαριστέον	kiqariste/os	none-found	n-s---nn-
κιθαριστέον	kiqariste/os	none-found	n-s---nv-
κιθαριστέον	kiqariste/os	none-found	n-s---na-
κουκκούμιον	koukkou/mion	none-found	n-s---nn-
κουκκούμιον	koukkou/mion	none-found	n-s---nv-
κουκκούμιον	koukkou/mion	none-found	n-s---na-
κοχλίου	koxli/on	none-found	n-s---ng-
κυνηγούς	kunhgo/s	none-found	n-p---ma-
κυνηγοῦ	kunhgo/s	none-found	n-s---mg-
κωλύσει	kw/lu	none-found	n-d---fn-
κωλύσει	kw/lu	none-found	n-d---fv-
κωλύσει	kw/lu	none-found	n-d---fa-
κωλύσει	kw/lu	none-found	n-s---fd-
κωλύσει	kw/lu	none-found	n-s---fd-
κωλύσῃ	kw/lu	none-found	n-s---fd-
κάλλιστα	ka/llista	none-found	d--------
κάτω	kato/w	none-found	v2spma---
κάτω	kato/w	none-found	v3siia---
λαλιάν	lalih/	none-found	n-s---fa-
λούσῃ	lo/w	none-found	v-sppafd-
λυμαντικά	lumantiko/s	none-found	a-p---nn-
λυμαντικά	lumantiko/s	none-found	a-p---nv-
λυμαντικά	lumantiko/s	none-found	a-p---na-
λυμαντικά	lumantiko/s	none-found	a-d---fn-
λυμαντικά	lumantiko/s	none-found	a-d---fv-
λυμαντικά	lumantiko/s	none-found	a-d---fa-
λυμαντικά	lumantiko/s	none-found	a-s---fn-
λυμαντικά	lumantiko/s	none-found	a-s---fv-
λίθους	liqo/omai	none-found	v2siia---
μ’	e)gw/ge	none-found	p-s---ma-
μ’	e)gw/ge	none-found	p-s---fa-
μ’	e)gw/ge	none-found	p-s---md-
μ’	e)gw/ge	none-found	p-s---fd-
μαντευτέον	manteute/os	none-found	n-s---ma-
μαντευτέον	manteute/os	none-found	n-s---fa-
μαντευτέον	manteute/os	none-found	n-s---nn-
μαντευτέον	manteute/os	none-found	n-s---nv-
μαντευτέον	manteute/os	none-found	n-s---na-
μαντευόμενον	manteu/w	none-found	v-sppema-
μαντευόμενον	manteu/w	none-found	v-sppenn-
μαντευόμενον	manteu/w	none-found	v-sppenv-
μαντευόμενον	manteu/w	none-found	v-sppena-
μαντεύεσθαι	manteu/w	none-found	v--pne---
μαντεύου	manteu/w	none-found	v2spme---
μαντεύου	manteu/w	none-found	v2siie---
μαστιγίας	mastigi/hs	none-found	n-p---ma-
μαστιγίας	mastigi/hs	none-found	n-s---mn-
μεθ’	meqo/	none-found	d--------
μεθ’	metai/	none-found	d--------
μεμιγμένοι	mi/gnumi	none-found	v-prpemn-
μεμιγμένοι	mi/gnumi	none-found	v-prpemv-
μεμιγμένοι	mi/gnumi	none-found	v-prpemn-
μεμιγμένοι	mi/gnumi	none-found	v-prpemv-
μεμιγμένοι	mi/gnumi	none-found	v-prpemn-
μεμιγμένοι	mi/gnumi	none-found	v-prpemv-
μενετέον	menete/os	none-found	n-s---ma-
μενετέον	menete/os	none-found	n-s---fa-
μενετέον	menete/os	none-found	n-s---nn-
μενετέον	menete/os	none-found	n-s---nv-
μενετέον	menete/os	none-found	n-s---na-
μετ’	metai/	none-found	d--------
μεταδιωκτέον	metadiwkte/os	none-found	n-s---ma-
μεταδιωκτέον	metadiwkte/os	none-found	n-s---fa-
μεταδιωκτέον	metadiwkte/os	none-found	n-s---nn-
μεταδιωκτέον	metadiwkte/os	none-found	n-s---nv-
μεταδιωκτέον	metadiwkte/os	none-found	n-s---na-
μεταχειρίσασθαι	metaxeiri/zomai	none-found	v--ane---
μιγνύεις	mi/gnumi	none-found	v2spia---
μορφῆς	morfa/w	none-found	v2spia---
μορφῆς	morfa/w	none-found	v2spia---
μούρρινα	mou/rrina	none-found	n-p---nn-
μούρρινα	mou/rrina	none-found	n-p---nv-
μούρρινα	mou/rrina	none-found	n-p---na-
μάλισθ’	ma/lista	none-found	d--------
μάλιστ’	ma/lista	none-found	d--------
μάλιστα	ma/lista	none-found	d--------
μίγνυται	mi/gnumi	none-found	v3spie---
μόνως	mo/nws	none-found	d--------
μῖξαι	mi/gnumi	none-found	v2samm---
μῖξαι	mi/gnumi	none-found	v--ana---
ναυτικόν	nautiko/n	none-found	n-s---nn-
ναυτικόν	nautiko/n	none-found	n-s---nv-
ναυτικόν	nautiko/n	none-found	n-s---na-
νοσφιζομένων	nosfi/zomai	none-found	v-pppefg-
νοσφιζομένων	nosfi/zomai	none-found	v-pppemg-
νοσφιζομένων	nosfi/zomai	none-found	v-pppeng-
νήτην	nh/th	none-found	n-s---fa-
νήτης	nh/th	none-found	n-s---fg-
νώτου	nw=tos	none-found	n-s---mg-
ξηρῶν	chra/	none-found	n-p---fg-
οἰκτειρόντων	oi)ktei/rw	none-found	v-pppamg-
οἰκτειρόντων	oi)ktei/rw	none-found	v-pppang-
οἰκτειρόντων	oi)ktei/rw	none-found	v3ppma---
οἰνώσει	oi)no/omai	none-found	v2sfie---
οὔθ’	ou)/ti	none-found	d--------
οὔτ’	ou)/ti	none-found	d--------
παιδιά	paidih/	none-found	n-d---fn-
παιδιά	paidih/	none-found	n-d---fv-
παιδιά	paidih/	none-found	n-d---fa-
παιδιά	paidih/	none-found	n-s---fn-
παιδιά	paidih/	none-found	n-s---fv-
παιδιάν	paidih/	none-found	n-s---fa-
παιδιᾶς	paidih/	none-found	n-s---fg-
παιδιᾷ	paidih/	none-found	n-s---fd-
παιδίοις	pai/dios	none-found	n-p---md-
παιδίου	pai/dios	none-found	n-s---mg-
παιδίων	pai/dios	none-found	n-p---mg-
παιδίῳ	pai/dios	none-found	n-s---md-
πανδοκείου	pandokei=on	none-found	n-s---ng-
πανδοκείῳ	pandokei=on	none-found	n-s---nd-
πανδοκεῖα	pandokei=on	none-found	n-p---nn-
πανδοκεῖα	pandokei=on	none-found	n-p---nv-
πανδοκεῖα	pandokei=on	none-found	n-p---na-
πανδοκεῖον	pandokei=on	none-found	n-s---nn-
πανδοκεῖον	pandokei=on	none-found	n-s---nv-
πανδοκεῖον	pandokei=on	none-found	n-s---na-
παραβῆναι	para/ptw	none-found	v--anp---
παρακαταθῶμαι	parakatati/qemai	none-found	v1sasm---
παρακατέθετο	parakatati/qemai	none-found	v3saim---
παρακατέθου	parakatati/qemai	none-found	v2saim---
παραπτόμενος	para/ptw	none-found	v-sppemn-
παραχρωμένου	paraxra/w	none-found	v-sppemg-
παραχρωμένου	paraxra/w	none-found	v-sppeng-
παραχωρητέον	paraxwrhte/os	none-found	n-s---ma-
παραχωρητέον	paraxwrhte/os	none-found	n-s---fa-
παραχωρητέον	paraxwrhte/os	none-found	n-s---nn-
παραχωρητέον	paraxwrhte/os	none-found	n-s---nv-
παραχωρητέον	paraxwrhte/os	none-found	n-s---na-
παρειῶν	parei/hs	none-found	n-p---mg-
παρισταμένων	parista/w	none-found	v-pppefg-
παρισταμένων	parista/w	none-found	v-pppemg-
παρισταμένων	parista/w	none-found	v-pppeng-
παρέργως	pa/rergon	none-found	d--------
παρέργως	pare/rgws	none-found	d--------
πειρατέον	peirate/os	none-found	n-s---ma-
πειρατέον	peirate/os	none-found	n-s---fa-
πειρατέον	peirate/os	none-found	n-s---nn-
