’	'	ἒ	e)\	x--------
Δεῖ	*dei=	δέω2	de/w2	v3siia---
Δεῖ	*dei=	δεῖ	dei=	v3siia---
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	v2sama---
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	v-sfpamv-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	v-sfpann-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	v-sfpanv-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	v-sfpana-
Δεῦτε	*deu=te	δεῦτε	deu=te	d--------
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	a-p---fg-
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	a-p---mg-
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	a-p---ng-
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	n-s---mv-
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	n-s---fv-
Διεμερίσαντο	*diemeri/santo	διαμερίζω	diameri/zw	v3paim---
Διψῶ	*diyw=	διψάω	diya/w	v1spsa---
Διψῶ	*diyw=	διψάω	diya/w	v1spia---
Διά	*dia/	Ζεύς	*zeu/s	n-s---ma-
Διά	*dia/	διά	dia/	r--------
Δίδυμος	*di/dumos	Δίδυμος	*di/dumos	n-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	a-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	n-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	n-s---fn-
Δός	*do/s	δίδωμι	di/dwmi	v2sama---
Εἰ	*ei)	εἰ	ei)	c--------
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	n-s---fn-
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	n-s---fn-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	v2spma---
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	v3siia---
Εἰς	*ei)s	εἰς	ei)s	r--------
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	v3saia---
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	v3saia---
Εἱστήκεισαν	*ei(sth/keisan	ἵστημι	i(/sthmi	v3plia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	v2sama---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	v3paia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	v1saia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	v3paia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	v1saia---
Εἶπον	*ei)=pon	εἶπος	ei)=pos	n-s---ma-
Εἶπέν	*ei)=pe/n	εἶπον	ei)=pon	v3saia---
Εἶπέν	*ei)=pe/n	εἶπον	ei)=pon	v3saia---
Εἶπέν	*ei)=pe/n	εἶπον	ei)=pon	v3saia---
Εἶπέν	*ei)=pe/n	εἶπον	ei)=pon	v3saia---
Εὐθύνατε	*eu)qu/nate	εὐθύνω	eu)qu/nw	v2pama---
Εὐθύνατε	*eu)qu/nate	εὐθύνω	eu)qu/nw	v2paia---
Εὑρήκαμεν	*eu(rh/kamen	εὑρίσκω	eu(ri/skw	v1pria---
Ζεβεδαίου	*zebedai/ou	Ζεβεδαῖος	*zebedai=os	n-s---mg-
Ζητήσετέ	*zhth/sete/	ζητέω	zhte/w	v2pasa---
Ζητήσετέ	*zhth/sete/	ζητέω	zhte/w	v2pfia---
Θεοί	*qeoi/	θεός	qeo/s	n-p---mn-
Θεοί	*qeoi/	θεός	qeo/s	n-p---mv-
Θεωρεῖτε	*qewrei=te	θεωρέω	qewre/w	v2ppma---
Θεωρεῖτε	*qewrei=te	θεωρέω	qewre/w	v2ppoa---
Θεωρεῖτε	*qewrei=te	θεωρέω	qewre/w	v2ppia---
Θεωρεῖτε	*qewrei=te	θεωρέω	qewre/w	v2piia---
Θωμᾶς	*qwma=s	Θωμᾶς	*qwma=s	n-s---mn-
Θωμᾶς	*qwma=s	θαυμάζω	qauma/zw	v2sfia---
Θωμᾶς	*qwma=s	θωμάζω	qwma/zw	v2sfia---
Θωμᾷ	*qwma=|	Θωμᾶς	*qwma=s	n-s---md-
Θωμᾷ	*qwma=|	θαυμάζω	qauma/zw	v2sfim---
Θωμᾷ	*qwma=|	θαυμάζω	qauma/zw	v3sfia---
Θωμᾷ	*qwma=|	θωμάζω	qwma/zw	v2sfim---
Θωμᾷ	*qwma=|	θωμάζω	qwma/zw	v3sfia---
Θέλεις	*qe/leis	ἐθέλω	e)qe/lw	v2spia---
Καλῶς	*kalw=s	καλός	kalo/s	x--------
Κατά	*kata/	κατά	kata/	r--------
Καφαρναούμ	*kafarnaou/m	Καφαρναούμ	*kafarnaou/m	n-s---m--
Καί	*kai/	καί	kai/	c--------
Καίσαρα	*kai/sara	Καῖσαρ	*kai=sar	n-s---ma-
Καίσαρα	*kai/sara	Καισάρας	*kaisa/ras	n-s---mv-
Καίσαρα	*kai/sara	Καισάρας	*kaisa/ras	n-s---mn-
Καίσαρι	*kai/sari	Καῖσαρ	*kai=sar	n-s---md-
Καίσαρος	*kai/saros	Καῖσαρ	*kai=sar	n-s---mg-
Κεδρών	*kedrw/n	Κεδρών	*kedrw/n	n-s---mn-
Κεδρών	*kedrw/n	Κεδρών	*kedrw/n	n-s---mv-
Κηφᾶς	*khfa=s	Κηφεύς	*khfeu/s	n-p---ma-
Κρανίου	*krani/ou	Κράνιος	*kra/nios	a-s---mg-
Κρανίου	*krani/ou	Κράνιος	*kra/nios	a-s---ng-
Κρανίου	*krani/ou	κρανίον	krani/on	n-s---ng-
Κἄν	*ka)/n	κἀν	ka)n	c--------
Κύριε	*ku/rie	κύριος	ku/rios	n-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	a-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	n-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	n-s---fv-
Λευίτας	*leui/tas	Λευίτης	*leui/ths	n-s---mn-
Λευίτας	*leui/tas	Λευίτης	*leui/ths	n-s---mn-
Λιθόστρωτον	*liqo/strwton	λιθόστρωτος	liqo/strwtos	n-s---ma-
Λιθόστρωτον	*liqo/strwton	λιθόστρωτος	liqo/strwtos	n-s---fa-
Λιθόστρωτον	*liqo/strwton	λιθόστρωτος	liqo/strwtos	n-s---nn-
Λιθόστρωτον	*liqo/strwton	λιθόστρωτος	liqo/strwtos	n-s---nv-
Λιθόστρωτον	*liqo/strwton	λιθόστρωτος	liqo/strwtos	n-s---na-
Λάβετε	*la/bete	λαμβάνω	lamba/nw	v2pama---
Λάβετε	*la/bete	λαμβάνω	lamba/nw	v2paia---
Λάζαρε	*la/zare	Λάζαρος	*la/zaros	n-s---mv-
Λάζαρον	*la/zaron	Λάζαρος	*la/zaros	n-s---ma-
Λάζαρος	*la/zaros	Λάζαρος	*la/zaros	n-s---mn-
Λέγει	*le/gei	λέγω1	le/gw1	v2spie---
Λέγει	*le/gei	λέγω1	le/gw1	v3spia---
Λέγει	*le/gei	λέγω2	le/gw2	v2spie---
Λέγει	*le/gei	λέγω2	le/gw2	v3spia---
Λέγει	*le/gei	λέγω3	le/gw3	v2spie---
Λέγει	*le/gei	λέγω3	le/gw3	v3spia---
Λέγουσιν	*le/gousin	λέγω1	le/gw1	v-pppamd-
Λέγουσιν	*le/gousin	λέγω1	le/gw1	v-pppand-
Λέγουσιν	*le/gousin	λέγω1	le/gw1	v3ppia---
Λέγουσιν	*le/gousin	λέγω2	le/gw2	v-pppamd-
Λέγουσιν	*le/gousin	λέγω2	le/gw2	v-pppand-
Λέγουσιν	*le/gousin	λέγω2	le/gw2	v3ppia---
Λέγουσιν	*le/gousin	λέγω3	le/gw3	v-pppamd-
Λέγουσιν	*le/gousin	λέγω3	le/gw3	v-pppand-
Λέγουσιν	*le/gousin	λέγω3	le/gw3	v3ppia---
Λύσατε	*lu/sate	λύω	lu/w	v2pama---
Λύσατε	*lu/sate	λύω	lu/w	v2paia---
Μαγδαληνή	*magdalhnh/	Μαγδαληνή	*magdalhnh/	n-s---fn-
Μαγδαληνή	*magdalhnh/	Μαγδαληνή	*magdalhnh/	n-s---fv-
Μαριάμ	*maria/m	Μαριάμ	*maria/m	n-s---f--
Μαρία	*mari/a	Μαρία	*mari/a	n-d---fn-
Μαρία	*mari/a	Μαρία	*mari/a	n-d---fv-
Μαρία	*mari/a	Μαρία	*mari/a	n-d---fa-
Μαρίας	*mari/as	Μαρία	*mari/a	n-p---fa-
Μαρίας	*mari/as	Μαρία	*mari/a	n-s---fg-
Μετά	*meta/	μετά	meta/	r--------
Μετάβηθι	*meta/bhqi	μεταβαίνω	metabai/nw	v2sama---
Μικρόν	*mikro/n	μικρός	mikro/s	a-s---ma-
Μικρόν	*mikro/n	μικρός	mikro/s	a-s---nn-
Μικρόν	*mikro/n	μικρός	mikro/s	a-s---nv-
Μικρόν	*mikro/n	μικρός	mikro/s	a-s---na-
Μικρόν	*mikro/n	σμικρός	smikro/s	a-s---ma-
Μικρόν	*mikro/n	σμικρός	smikro/s	a-s---nn-
Μικρόν	*mikro/n	σμικρός	smikro/s	a-s---nv-
Μικρόν	*mikro/n	σμικρός	smikro/s	a-s---na-
Μωυσῆς	*mwush=s	Μωυσῆς	*mwush=s	n-s---mn-
Μωϋσεῖ	*mwu+sei=	Μωυσῆσ-πλ	*mwush=s-pl	n-s---md-
Μωϋσέως	*mwu+se/ws	Μωυσῆσ-πλ	*mwush=s-pl	n-s---mg-
Μωϋσέως	*mwu+se/ws	Μωυσῆσ-πλ	*mwush=s-pl	n-s---mg-
Μωϋσέως	*mwu+se/ws	Μωυσῆσ-πλ	*mwush=s-pl	n-s---mn-
Μωϋσῆς	*mwu+sh=s	Μωυσῆς	*mwush=s	n-s---mn-
Μάλχος	*ma/lxos	Μάλχος	*ma/lxos	n-s---mn-
Μάρθα	*ma/rqa	Μάρθα	*ma/rqa	n-s---fn-
Μάρθα	*ma/rqa	Μάρθα	*ma/rqa	n-s---fv-
Μάρθαν	*ma/rqan	Μάρθα	*ma/rqa	n-s---fa-
Μάρθας	*ma/rqas	Μάρθα	*ma/rqa	n-s---fg-
Μή	*mh/	μή	mh/	c--------
Μήτι	*mh/ti	μήτις	mh/tis	d--------
Μήτι	*mh/ti	μήτις	mh/tis	n-s----n-
Μήτι	*mh/ti	μήτις	mh/tis	n-s----v-
Μήτι	*mh/ti	μήτις	mh/tis	n-s----a-
Μήτι	*mh/ti	μῆτις	mh=tis	n-s---fd-
Ναζωραῖον	*nazwrai=on	Ναζωραῖος	*nazwrai=os	a-s---ma-
Ναζωραῖον	*nazwrai=on	Ναζωραῖος	*nazwrai=os	a-s---nn-
Ναζωραῖον	*nazwrai=on	Ναζωραῖος	*nazwrai=os	a-s---nv-
Ναζωραῖον	*nazwrai=on	Ναζωραῖος	*nazwrai=os	a-s---na-
Ναζωραῖος	*nazwrai=os	Ναζωραῖος	*nazwrai=os	a-s---mn-
Ναί	*nai/	Ναίς	*nai/s	n-s---fv-
Ναί	*nai/	ναί	nai/	d--------
Ναί	*nai/	ναῦς	nau=s	n-s---fd-
Ναί	*nai/	ναῦς	nau=s	n-s---fd-
Νικόδημος	*niko/dhmos	Νικόδημος	*niko/dhmos	n-s---mn-
Νῦν	*nu=n	νῦν	nu=n	d--------
Οἱ	*oi(	ἕ	e(/	n-s---md-
Οἱ	*oi(	ἕ	e(/	n-s---fd-
Οἱ	*oi(	ὁ	o(	l-p---mn-
Οἱ	*oi(	ὁ	o(	l-p---mv-
Οἴδαμεν	*oi)/damen	οἶδα	oi)=da	v1pria---
Οἶδα	*oi)=da	οἶδα	oi)=da	v1sria---
Οἶνον	*oi)=non	οἶνον	oi)=non	n-s---nn-
Οἶνον	*oi)=non	οἶνον	oi)=non	n-s---nv-
Οἶνον	*oi)=non	οἶνον	oi)=non	n-s---na-
Οἶνον	*oi)=non	οἶνος	oi)=nos	n-s---ma-
Οὐ	*ou)	οὐ	ou)	d--------
Οὐδείς	*ou)dei/s	οὐδείς	ou)dei/s	n-s---mn-
Οὐδείς	*ou)dei/s	οὐδείς	ou)dei/s	n-s---mv-
Οὐδέ	*ou)de/	οὐδέ	ou)de/	g--------
Οὐδέ	*ou)de/	οὐδόσ1	ou)do/s1	n-s---mv-
Οὐδέ	*ou)de/	οὐδόσ2	ou)do/s2	n-s---fv-
Οὐδέποτε	*ou)de/pote	οὐδέποτε	ou)de/pote	d--------
Οὐκ	*ou)k	οὐ	ou)	d--------
Οὐκοῦν	*ou)kou=n	οὐκοῦν	ou)kou=n	d--------
Οὐκέτι	*ou)ke/ti	οὐκέτι	ou)ke/ti	d--------
Οὐχ	*ou)x	οὐ	ou)	d--------
Οὐχί	*ou)xi/	οὐ	ou)	d--------
Οὔ	*ou)/	οὐ	ou)	d--------
Οὔσης	*ou)/shs	εἰμί	ei)mi/	v-sppafg-
Οὔτε	*ou)/te	οὔτε	ou)/te	d--------
Οὕς	*ou(/s	ὅς	o(/s	p-p---ma-
Οὕτως	*ou(/tws	οὕτως	ou(/tws	d--------
Οὗτος	*ou(=tos	οὗτος	ou(=tos	n-s---mn-
Οὗτος	*ou(=tos	οὗτος	ou(=tos	n-s---mv-
Οὗτός	*ou(=to/s	οὗτος	ou(=tos	n-s---mn-
Οὗτός	*ou(=to/s	οὗτος	ou(=tos	n-s---mv-
Παιδία	*paidi/a	παιδία	paidi/a	n-d---fn-
Παιδία	*paidi/a	παιδία	paidi/a	n-d---fv-
Παιδία	*paidi/a	παιδία	paidi/a	n-d---fa-
Παιδία	*paidi/a	παιδία	paidi/a	n-s---fn-
Παιδία	*paidi/a	παιδία	paidi/a	n-s---fv-
Παιδία	*paidi/a	παιδίον	paidi/on	n-p---nn-
Παιδία	*paidi/a	παιδίον	paidi/on	n-p---nv-
Παιδία	*paidi/a	παιδίον	paidi/on	n-p---na-
Παρέλαβον	*pare/labon	παραλαμβάνω	paralamba/nw	v3paia---
Παρέλαβον	*pare/labon	παραλαμβάνω	paralamba/nw	v1saia---
Πεντήκοντα	*penth/konta	πεντήκοντα	penth/konta	m--------
Περί	*peri/	περί	peri/	r--------
Πηλόν	*phlo/n	πηλός	phlo/s	n-s---ma-
Πηλόν	*phlo/n	πηλός	phlo/s	n-s---fa-
Πιλάτῳ	*pila/tw|	Πιλᾶτος	*pila=tos	n-s---md-
Πιλᾶτον	*pila=ton	Πιλᾶτος	*pila=tos	n-s---ma-
Πιλᾶτος	*pila=tos	Πιλᾶτος	*pila=tos	n-s---mn-
Πιστεύω	*pisteu/w	πιστεύω	pisteu/w	v1spsa---
Πιστεύω	*pisteu/w	πιστεύω	pisteu/w	v1spia---
Ποιήσατε	*poih/sate	ποιέω	poie/w	v2pama---
Ποιήσατε	*poih/sate	ποιέω	poie/w	v2paia---
Πολλοί	*polloi/	πολύς	polu/s	a-p---mn-
Πολλοί	*polloi/	πολύς	polu/s	a-p---mv-
Πολλά	*polla/	πολύς	polu/s	a-d---fn-
Πολλά	*polla/	πολύς	polu/s	a-d---fv-
Πολλά	*polla/	πολύς	polu/s	a-d---fa-
Πολλά	*polla/	πολύς	polu/s	a-s---fn-
Πολλά	*polla/	πολύς	polu/s	a-s---fv-
Πολλά	*polla/	πολύς	polu/s	a-p---nn-
Πολλά	*polla/	πολύς	polu/s	a-p---nv-
Πολλά	*polla/	πολύς	polu/s	a-p---na-
Πορεύου	*poreu/ou	πορεύω	poreu/w	v2spme---
Πορεύου	*poreu/ou	πορεύω	poreu/w	v2siie---
Ποίμαινε	*poi/maine	ποιμαίνω	poimai/nw	v2spma---
Ποίμαινε	*poi/maine	ποιμαίνω	poimai/nw	v3siia---
Ποῦ	*pou=	πού	pou/	d--------
Ποῦ	*pou=	ποῦ	pou=	x--------
Προφήτης	*profh/ths	προφήτης	profh/ths	n-s---mn-
Πρωΐας	*prwi+/as	πρώιος	prw/ios	a-p---fa-
Πρωΐας	*prwi+/as	πρώιος	prw/ios	a-s---fg-
Πρό	*pro/	πρό	pro/	r--------
Πάλιν	*pa/lin	πάλιν	pa/lin	d--------
Πάτερ	*pa/ter	πατήρ	path/r	n-s---mv-
Πέτρον	*pe/tron	Πέτρος	*pe/tros	n-s---ma-
Πέτρον	*pe/tron	Πέτρων	*pe/trwn	n-s---mv-
Πέτρον	*pe/tron	πέτρος	pe/tros	n-s---ma-
Πέτρος	*pe/tros	Πέτρος	*pe/tros	n-s---mn-
Πέτρος	*pe/tros	πέτρος	pe/tros	n-s---mn-
Πέτρου	*pe/trou	Πέτρος	*pe/tros	n-s---mg-
Πέτρου	*pe/trou	πέτρος	pe/tros	n-s---mg-
Πέτρου	*pe/trou	πετρόω	petro/w	v2spma---
Πέτρου	*pe/trou	πετρόω	petro/w	v3siia---
Πέτρῳ	*pe/trw|	Πέτρος	*pe/tros	n-s---md-
Πέτρῳ	*pe/trw|	πέτρος	pe/tros	n-s---md-
Πίστευέ	*pi/steue/	πιστεύω	pisteu/w	v2spma---
Πίστευέ	*pi/steue/	πιστεύω	pisteu/w	v3siia---
Πόθεν	*po/qen	πίνω	pi/nw	v3paip---
Πόθεν	*po/qen	πόθεν	po/qen	d--------
Πόθεν	*po/qen	ποθεν	poqen	g--------
Πᾶς	*pa=s	πᾶς	pa=s	n-s---mn-
Πᾶς	*pa=s	πᾶς	pa=s	n-s---mv-
Πῶς	*pw=s	πῶς	pw=s	x--------
Πῶς	*pw=s	πῶσ2	pw=s2	d--------
Πῶς	*pw=s	πως	pws	g--------
Σαμαρείας	*samarei/as	Σαμάρεια	*sama/reia	n-p---fa-
Σαμαρείας	*samarei/as	Σαμάρεια	*sama/reia	n-s---fg-
Σαμαρείας	*samarei/as	Σαμαρεία	*samarei/a	n-p---fa-
Σαμαρείας	*samarei/as	Σαμαρεία	*samarei/a	n-s---fg-
Σαμαριτῶν	*samaritw=n	Σαμαρίτης	*samari/ths	n-p---mg-
Σαμαρίταις	*samari/tais	Σαμαρίτης	*samari/ths	n-p---md-
Σαμαρίτης	*samari/ths	Σαμαρίτης	*samari/ths	n-s---mn-
Σατανᾶς	*satana=s	Σατάν-πλ	*sata/n-pl	n-s---mn-
Σκληρός	*sklhro/s	σκληρός	sklhro/s	a-s---mn-
Σολομῶνος	*solomw=nos	Σολομών	*solomw/n	n-s---mg-
Σπέρμα	*spe/rma	σπέρμα	spe/rma	n-s---nn-
Σπέρμα	*spe/rma	σπέρμα	spe/rma	n-s---nv-
Σπέρμα	*spe/rma	σπέρμα	spe/rma	n-s---na-
Σταύρωσον	*stau/rwson	σταυρόω	stauro/w	v2sama---
Συναγάγετε	*sunaga/gete	συνάγω	suna/gw	v2pama---
Συναγάγετε	*sunaga/gete	συνάγω	suna/gw	v2paia---
Συναγάγετε	*sunaga/gete	συνάγω	suna/gw	v2paia---
Σχίσμα	*sxi/sma	σχίσμα	sxi/sma	n-s---nn-
Σχίσμα	*sxi/sma	σχίσμα	sxi/sma	n-s---nv-
Σχίσμα	*sxi/sma	σχίσμα	sxi/sma	n-s---na-
Σάββατόν	*sa/bbato/n	Σάββατον	*sa/bbaton	n-s---nn-
Σάββατόν	*sa/bbato/n	Σάββατον	*sa/bbaton	n-s---nv-
Σάββατόν	*sa/bbato/n	Σάββατον	*sa/bbaton	n-s---na-
Σάββατόν	*sa/bbato/n	σάββατον	sa/bbaton	n-s---nn-
Σάββατόν	*sa/bbato/n	σάββατον	sa/bbaton	n-s---nv-
Σάββατόν	*sa/bbato/n	σάββατον	sa/bbaton	n-s---na-
Σίμων	*si/mwn	Σίμων	*si/mwn	n-s---mn-
Σίμων	*si/mwn	Σίμων	*si/mwn	n-s---mv-
Σίμων	*si/mwn	Σῖμος	*si=mos	n-p---mg-
Σίμων	*si/mwn	σιμόω	simo/w	v3piia---
Σίμων	*si/mwn	σιμόω	simo/w	v1siia---
Σίμωνα	*si/mwna	Σίμων	*si/mwn	n-s---ma-
Σίμωνι	*si/mwni	Σίμων	*si/mwn	n-s---md-
Σίμωνος	*si/mwnos	Σίμων	*si/mwn	n-s---mg-
Σύ	*su/	σύ	su/	p-s----n-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---nn-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---nv-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---na-
Τεθέαμαι	*teqe/amai	θεάομαι	qea/omai	v1srie---
Τεθέαμαι	*teqe/amai	θεάομαι	qea/omai	v1srie---
Τεθέαμαι	*teqe/amai	θεάω	qea/w	v1srie---
Τεθέαμαι	*teqe/amai	θεάω	qea/w	v1srie---
Τεσσεράκοντα	*tessera/konta	τεσσαράκοντα	tessara/konta	m--------
Τετέλεσται	*tete/lestai	τελέω	tele/w	v3srie---
Τετύφλωκεν	*tetu/flwken	τυφλόω	tuflo/w	v3sria---
Τετύφλωκεν	*tetu/flwken	τυφλόω	tuflo/w	v3plia---
Τιβεριάδος	*tiberia/dos	Τιβεριάς	*tiberia/s	n-s---fg-
Τοσούτῳ	*tosou/tw|	τοσοῦτος	tosou=tos	n-s---nd-
Τοσούτῳ	*tosou/tw|	τοσοῦτος	tosou=tos	n-s---md-
Τοῦτο	*tou=to	οὗτος	ou(=tos	n-s---nn-
Τοῦτο	*tou=to	οὗτος	ou(=tos	n-s---nv-
Τοῦτο	*tou=to	οὗτος	ou(=tos	n-s---na-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	n-s---nn-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	n-s---nv-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	n-s---na-
Τήν	*th/n	ὁ	o(	l-s---fa-
Τί	*ti/	τίς	ti/s	n-s---nn-
Τί	*ti/	τίς	ti/s	n-s---nv-
Τί	*ti/	τίς	ti/s	n-s---na-
Τί	*ti/	τις	tis	p-s---nn-
Τί	*ti/	τις	tis	p-s---nv-
Τί	*ti/	τις	tis	p-s---na-
Τίνα	*ti/na	Τίνα	*ti/na	n-d---fn-
Τίνα	*ti/na	Τίνα	*ti/na	n-d---fv-
Τίνα	*ti/na	Τίνα	*ti/na	n-d---fa-
Τίνα	*ti/na	Τίνα	*ti/na	n-s---fn-
Τίνα	*ti/na	Τίνα	*ti/na	n-s---fv-
Τίνα	*ti/na	τίς	ti/s	n-s---ma-
Τίνα	*ti/na	τίς	ti/s	n-s---fa-
Τίνα	*ti/na	τίς	ti/s	n-p---nn-
Τίνα	*ti/na	τίς	ti/s	n-p---nv-
Τίνα	*ti/na	τίς	ti/s	n-p---na-
Τίνα	*ti/na	τις	tis	p-s---ma-
Τίνα	*ti/na	τις	tis	p-s---fa-
Τίνα	*ti/na	τις	tis	p-p---nn-
Τίνα	*ti/na	τις	tis	p-p---nv-
Τίνα	*ti/na	τις	tis	p-p---na-
Τίς	*ti/s	τίς	ti/s	n-s---mn-
Τίς	*ti/s	τίς	ti/s	n-s---fn-
