’	'	ἒ	e)\	x--------
Γλύκης	*glu/khs	Γλύκη	*glu/kh	n-s---fg-
Γοργόνες	*gorgo/nes	Γοργόνες	*gorgo/nes	n-p---fn-
Γοργόνες	*gorgo/nes	Γοργόνες	*gorgo/nes	n-p---fv-
Γοργόνες	*gorgo/nes	Γοργών	*gorgw/n	n-p---fn-
Γοργόνες	*gorgo/nes	Γοργών	*gorgw/n	n-p---fv-
Δαρείου	*darei/ou	Δαρεῖος	*darei=os	n-s---mg-
Διαγόρας	*diago/ras	Διαγόρας	*diago/ras	n-p---ma-
Διαγόρας	*diago/ras	Διαγόρας	*diago/ras	n-s---mn-
Διονύσου	*dionu/sou	Διόνυσος	*dio/nusos	n-s---mg-
Διονύσου	*dionu/sou	Διονύσος	*dionu/sos	n-s---mg-
Διτύλας	*ditu/las	Διτύλης	*ditu/lhs	n-p---ma-
Διτύλας	*ditu/las	Διτύλης	*ditu/lhs	n-s---mn-
Διόνυσε	*dio/nuse	Διόνυσος	*dio/nusos	n-s---mv-
Διόνυσον	*dio/nuson	Διόνυσος	*dio/nusos	n-s---ma-
Διόνυσος	*dio/nusos	Διόνυσος	*dio/nusos	n-s---mn-
Διός	*dio/s	Ζεύς	*zeu/s	n-s---mg-
Δήμητερ	*dh/mhter	Δημήτηρ	*dhmh/thr	n-s---fv-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fa-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fn-
Δήμητρα	*dh/mhtra	Δημήτηρ	*dhmh/thr	n-s---fv-
Δήμητρος	*dh/mhtros	Δημήτηρ	*dhmh/thr	n-s---fg-
Δήμητρος	*dh/mhtros	Δημήτηρ	*dhmh/thr	n-s---fg-
Δία	*di/a	Δίη	*di/h	n-s---fn-
Δία	*di/a	Δίη	*di/h	n-s---fv-
Δία	*di/a	Δίον	*di/on	n-p---nn-
Δία	*di/a	Δίον	*di/on	n-p---nv-
Δία	*di/a	Δίον	*di/on	n-p---na-
Δία	*di/a	Ζεύς	*zeu/s	n-s---ma-
Δία	*di/a	δῖος	di=os	a-d---fn-
Δία	*di/a	δῖος	di=os	a-d---fv-
Δία	*di/a	δῖος	di=os	a-d---fa-
Δία	*di/a	δῖος	di=os	a-s---fn-
Δία	*di/a	δῖος	di=os	a-s---fv-
Δίκτυννα	*di/ktunna	Δίκτυννα	*di/ktunna	n-s---fn-
Δίκτυννα	*di/ktunna	Δίκτυννα	*di/ktunna	n-s---fv-
Δῆλον	*dh=lon	Δῆλος	*dh=los	n-s---fa-
Δῆλον	*dh=lon	δῆλος	dh=los	a-s---ma-
Δῆλον	*dh=lon	δῆλος	dh=los	a-s---nn-
Δῆλον	*dh=lon	δῆλος	dh=los	a-s---nv-
Δῆλον	*dh=lon	δῆλος	dh=los	a-s---na-
Δῆλον	*dh=lon	δῆλος	dh=los	n-s---ma-
Δῆλον	*dh=lon	δῆλος	dh=los	n-s---fa-
Δῆλον	*dh=lon	δῆλος	dh=los	n-s---nn-
Δῆλον	*dh=lon	δῆλος	dh=los	n-s---nv-
Δῆλον	*dh=lon	δῆλος	dh=los	n-s---na-
Εἴπω	*ei)/pw	εἶπον	ei)=pon	v2saim---
Εἴπω	*ei)/pw	εἶπον	ei)=pon	v1sasa---
Εἴπω	*ei)/pw	εἶπον	ei)=pon	v1sasa---
Εἴπω	*ei)/pw	εἶπον	ei)=pon	v2saim---
Εἴπω	*ei)/pw	εἶπος	ei)=pos	n-d---mn-
Εἴπω	*ei)/pw	εἶπος	ei)=pos	n-d---mv-
Εἴπω	*ei)/pw	εἶπος	ei)=pos	n-d---ma-
Εἴπω	*ei)/pw	εἶπος	ei)=pos	n-s---mg-
Εὐριπίδη	*eu)ripi/dh	Εὐριπίδης	*eu)ripi/dhs	n-s---mv-
Εὐριπίδη	*eu)ripi/dh	εὐριπίδης	eu)ripi/dhs	n-s---mv-
Εὐριπίδην	*eu)ripi/dhn	Εὐριπίδης	*eu)ripi/dhs	n-s---ma-
Εὐριπίδην	*eu)ripi/dhn	εὐριπίδης	eu)ripi/dhs	n-s---ma-
Εὐριπίδης	*eu)ripi/dhs	Εὐριπίδης	*eu)ripi/dhs	n-s---mn-
Εὐριπίδης	*eu)ripi/dhs	εὐριπίδης	eu)ripi/dhs	n-s---mn-
Εὐριπίδου	*eu)ripi/dou	Εὐριπίδης	*eu)ripi/dhs	n-s---mg-
Εὐριπίδου	*eu)ripi/dou	εὐριπίδης	eu)ripi/dhs	n-s---mg-
Ζεύς	*zeu/s	Ζεύς	*zeu/s	n-s---mn-
Ζεῦ	*zeu=	Ζεύς	*zeu/s	n-s---mv-
Ζεῦ	*zeu=	ζέω	ze/w	v2spme---
Ζεῦ	*zeu=	ζέω	ze/w	v2siie---
Θηβαίους	*qhbai/ous	Θηβαῖος	*qhbai=os	a-p---ma-
Θηραμένης	*qhrame/nhs	Θηραμένης	*qhrame/nhs	n-p---ma-
Θηραμένης	*qhrame/nhs	Θηραμένης	*qhrame/nhs	n-p---mn-
Θηραμένης	*qhrame/nhs	Θηραμένης	*qhrame/nhs	n-p---mv-
Θηραμένης	*qhrame/nhs	Θηραμένης	*qhrame/nhs	n-s---mn-
Θηραμένης	*qhrame/nhs	θηράω	qhra/w	v-srpefg-
Θηραμένης	*qhrame/nhs	θηράω	qhra/w	v-sppefg-
Θηραμένους	*qhrame/nous	Θηραμένης	*qhrame/nhs	n-s---mg-
Θηραμένους	*qhrame/nous	θηράω	qhra/w	v-pppema-
Θηραμένους	*qhrame/nous	θηράω	qhra/w	v-prpema-
Θηραμένους	*qhrame/nous	θηράω	qhra/w	v-pppema-
Θησεύς	*qhseu/s	Θησεύς	*qhseu/s	n-s---mn-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fn-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fv-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fa-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-s---fn-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-s---fv-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fn-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fv-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-d---fa-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-s---fn-
Θρῃκία	*qrh|ki/a	Θρᾷξ	*qra=|c	a-s---fv-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fn-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fv-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fa-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-s---fn-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-s---fv-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fn-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fv-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-d---fa-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-s---fn-
Θρῃκία	*qrh|ki/a	Θρᾳκία	*qra|ki/a	n-s---fv-
Θρῃκία	*qrh|ki/a	Θρῄκιος	*qrh/|kios	a-d---fn-
Θρῃκία	*qrh|ki/a	Θρῄκιος	*qrh/|kios	a-d---fv-
Θρῃκία	*qrh|ki/a	Θρῄκιος	*qrh/|kios	a-d---fa-
Θρῃκία	*qrh|ki/a	Θρῄκιος	*qrh/|kios	a-s---fn-
Θρῃκία	*qrh|ki/a	Θρῄκιος	*qrh/|kios	a-s---fv-
Θωρυκίων	*qwruki/wn	Θωρυκίων	*qwruki/wn	n-s---mn-
Θωρυκίων	*qwruki/wn	Θωρυκίων	*qwruki/wn	n-s---mv-
Θάνατος	*qa/natos	Θάνατος	*qa/natos	n-s---mn-
Θάνατος	*qa/natos	θάνατος	qa/natos	n-s---mn-
Θήβας	*qh/bas	Θήβη	*qh/bh	n-s---fg-
Θήβας	*qh/bas	Θῆβαι	*qh=bai	n-p---fa-
Καλλίαν	*kalli/an	Καλλίας	*kalli/as	n-s---ma-
Καλλίαν	*kalli/an	καλλία	kalli/a	n-s---fa-
Καλλίαν	*kalli/an	καλλίας	kalli/as	n-s---ma-
Καλλίαν	*kalli/an	καλλίας	kalli/as	n-s---ma-
Καρικῶν	*karikw=n	Καρικός	*kariko/s	a-p---fg-
Καρικῶν	*karikw=n	Καρικός	*kariko/s	a-p---mg-
Καρικῶν	*karikw=n	Καρικός	*kariko/s	a-p---ng-
Κεραμεικόν	*kerameiko/n	Κεραμεικός	*kerameiko/s	n-s---ma-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---ma-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---nn-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---nv-
Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	a-s---na-
Κεραμῆς	*keramh=s	Κεραμεῖς	*keramei=s	n-p---mn-
Κεραμῆς	*keramh=s	Κεραμεῖς	*keramei=s	n-p---mn-
Κεραμῆς	*keramh=s	Κεραμεῖς	*keramei=s	n-p---mv-
Κεραμῆς	*keramh=s	κεραμεύς	kerameu/s	n-p---mn-
Κεραμῆς	*keramh=s	κεραμεύς	kerameu/s	n-p---mn-
Κεραμῆς	*keramh=s	κεραμεύς	kerameu/s	n-p---mv-
Κερβερίους	*kerberi/ous	Κερβέριοι	*kerbe/rioi	n-p---ma-
Κεῖος	*kei=os	Κέως	*ke/ws	a-s---mn-
Κεῖος	*kei=os	Κεῖος	*kei=os	n-s---mn-
Κηφισοφῶν	*khfisofw=n	Κηφισοφῶν	*khfisofw=n	n-s---mn-
Κηφισοφῶντα	*khfisofw=nta	Κηφισοφῶν	*khfisofw=n	n-s---ma-
Κιμωλίας	*kimwli/as	Κιμώλιος	*kimw/lios	a-p---fa-
Κιμωλίας	*kimwli/as	Κιμώλιος	*kimw/lios	a-s---fg-
Κιμωλίας	*kimwli/as	Κιμωλία	*kimwli/a	n-p---fa-
Κιμωλίας	*kimwli/as	Κιμωλία	*kimwli/a	n-s---fg-
Κινησίου	*kinhsi/ou	Κινησίας	*kinhsi/as	n-s---mg-
Κινησίᾳ	*kinhsi/a|	Κινησίας	*kinhsi/as	n-s---md-
Κλειγένης	*kleige/nhs	Κλειγένης	*kleige/nhs	n-s---mn-
Κλειδημίδης	*kleidhmi/dhs	Κλειδημίδης	*kleidhmi/dhs	n-s---mn-
Κλεισθένει	*kleisqe/nei	Κλεισθένης	*kleisqe/nhs	n-d---mn-
Κλεισθένει	*kleisqe/nei	Κλεισθένης	*kleisqe/nhs	n-d---mv-
Κλεισθένει	*kleisqe/nei	Κλεισθένης	*kleisqe/nhs	n-d---ma-
Κλεισθένει	*kleisqe/nei	Κλεισθένης	*kleisqe/nhs	n-s---md-
Κλεισθένει	*kleisqe/nei	Κλεισθένης	*kleisqe/nhs	n-s---md-
Κλεισθένους	*kleisqe/nous	Κλεισθένης	*kleisqe/nhs	n-s---mg-
Κλειτοφῶν	*kleitofw=n	Κλειτοφῶν	*kleitofw=n	n-s---mn-
Κλειτοφῶν	*kleitofw=n	Κλειτοφῶν	*kleitofw=n	n-s---mv-
Κλεοφῶν	*kleofw=n	Κλεοφῶν	*kleofw=n	n-s---mn-
Κλεοφῶντι	*kleofw=nti	Κλεοφῶν	*kleofw=n	n-s---md-
Κλεοφῶντος	*kleofw=ntos	Κλεοφῶν	*kleofw=n	n-s---mg-
Κλεόκριτον	*kleo/kriton	Κλεόκριτος	*kleo/kritos	n-s---ma-
Κλέωνά	*kle/wna/	Κλέων	*kle/wn	n-s---ma-
Κλέωνά	*kle/wna/	Κλεώνης	*klew/nhs	n-s---mv-
Κλέωνά	*kle/wna/	Κλεώνης	*klew/nhs	n-s---mn-
Κλέων’	*kle/wn'	Κλέων	*kle/wn	n-s---ma-
Κλέων’	*kle/wn'	Κλέων	*kle/wn	n-s---md-
Κλέων’	*kle/wn'	Κλέων	*kle/wn	n-d---mn-
Κλέων’	*kle/wn'	Κλέων	*kle/wn	n-d---mv-
Κλέων’	*kle/wn'	Κλέων	*kle/wn	n-d---ma-
Κλέων’	*kle/wn'	Κλεώνη	*klew/nh	n-p---fn-
Κλέων’	*kle/wn'	Κλεώνη	*klew/nh	n-p---fv-
Κλέων’	*kle/wn'	Κλεώνης	*klew/nhs	n-s---mv-
Κλέων’	*kle/wn'	Κλεώνης	*klew/nhs	n-s---mn-
Κλέων’	*kle/wn'	Κλεώνης	*klew/nhs	n-p---mn-
Κλέων’	*kle/wn'	Κλεώνης	*klew/nhs	n-p---mv-
Κρατίνου	*krati/nou	Κράτινος	*kra/tinos	n-s---mg-
Κρατίνου	*krati/nou	Κρατῖνος	*krati=nos	n-s---mg-
Κρητικάς	*krhtika/s	Κρητικός	*krhtiko/s	a-p---fa-
Κρῆτες	*krh=tes	Κρής	*krh/s	n-p---mn-
Κρῆτες	*krh=tes	Κρής	*krh/s	n-p---mv-
Κρῆτες	*krh=tes	Κρής	*krh/s	n-p---mn-
Κυρήνης	*kurh/nhs	Κυρήνη	*kurh/nh	n-s---fg-
Κωκυτοῦ	*kwkutou=	Κωκυτός	*kwkuto/s	n-s---mg-
Κωκυτοῦ	*kwkutou=	Κωκυτός	*kwkuto/s	n-s---mg-
Κάδμος	*ka/dmos	Κάδμος	*ka/dmos	n-s---mn-
Κέρβερον	*ke/rberon	Κέρβερος	*ke/rberos	n-s---ma-
Κέρβερον	*ke/rberon	κέρβερος	ke/rberos	n-s---ma-
Κόρινθος	*ko/rinqos	Κόρινθος	*ko/rinqos	n-s---fn-
Κύκνους	*ku/knous	Κύκνος	*ku/knos	n-p---ma-
Κύκνους	*ku/knous	κύκνος	ku/knos	n-p---ma-
Λευκολόφου	*leukolo/fou	Λευκολόφης	*leukolo/fhs	n-s---mg-
Λευκολόφου	*leukolo/fou	λευκόλοφος	leuko/lofos	n-s---mg-
Λευκολόφου	*leukolo/fou	λευκόλοφος	leuko/lofos	n-s---fg-
Λευκολόφου	*leukolo/fou	λευκόλοφος	leuko/lofos	n-s---ng-
Λευκολόφου	*leukolo/fou	λευκολόφας	leukolo/fas	n-s---mg-
Λάμαχος	*la/maxos	Λάμαχος	*la/maxos	n-s---mn-
Λάμαχος	*la/maxos	Λάμαχος	*la/maxos	n-s---fn-
Λήθης	*lh/qhs	Λήθη	*lh/qh	n-s---fg-
Λήθης	*lh/qhs	λήθη	lh/qh	n-s---fg-
Λίμναισιν	*li/mnaisin	Λίμναι	*li/mnai	n-p---fd-
Λίμναισιν	*li/mnaisin	Λίμνη	*li/mnh	n-p---fd-
Λίμναισιν	*li/mnaisin	λίμνη	li/mnh	n-p---fd-
Λύκις	*lu/kis	Λύκις	*lu/kis	n-s---fn-
Μακάρων	*maka/rwn	Μάκαρ	*ma/kar	n-p---mg-
Μακάρων	*maka/rwn	μάκαρ	ma/kar	n-p---mg-
Μακάρων	*maka/rwn	μάκαρ	ma/kar	n-p---fg-
Μακάρων	*maka/rwn	μάκαρος	ma/karos	a-p---fg-
Μακάρων	*maka/rwn	μάκαρος	ma/karos	a-p---mg-
Μακάρων	*maka/rwn	μάκαρος	ma/karos	a-p---ng-
Μαμμάκυθοι	*mamma/kuqoi	Μαμμάκυθος	*mamma/kuqos	n-p---mn-
Μαμμάκυθοι	*mamma/kuqoi	Μαμμάκυθος	*mamma/kuqos	n-p---mv-
Μανία	*mani/a	Μανία	*mani/a	n-d---fn-
Μανία	*mani/a	Μανία	*mani/a	n-d---fv-
Μανία	*mani/a	Μανία	*mani/a	n-d---fa-
Μανία	*mani/a	Μανία	*mani/a	n-s---fn-
Μανία	*mani/a	Μανία	*mani/a	n-s---fv-
Μανία	*mani/a	Μανίη	*mani/h	n-d---fn-
Μανία	*mani/a	Μανίη	*mani/h	n-d---fv-
Μανία	*mani/a	Μανίη	*mani/h	n-d---fa-
Μανία	*mani/a	Μανίη	*mani/h	n-s---fn-
Μανία	*mani/a	Μανίη	*mani/h	n-s---fv-
Μανία	*mani/a	μανία	mani/a	n-d---fn-
Μανία	*mani/a	μανία	mani/a	n-d---fv-
Μανία	*mani/a	μανία	mani/a	n-d---fa-
Μανία	*mani/a	μανία	mani/a	n-s---fn-
Μανία	*mani/a	μανία	mani/a	n-s---fv-
Μανία	*mani/a	μανίον	mani/on	n-p---nn-
Μανία	*mani/a	μανίον	mani/on	n-p---nv-
Μανία	*mani/a	μανίον	mani/on	n-p---na-
Μανία	*mani/a	μανιάω	mania/w	v2spma---
Μανία	*mani/a	μανιάω	mania/w	v3siia---
Μανῆς	*manh=s	μανός	mano/s	a-s---fg-
Μαραθῶνος	*maraqw=nos	Μαραθών	*maraqw/n	n-s---mg-
Μελέαγρον	*mele/agron	Μελέαγρος	*mele/agros	n-s---ma-
Μελέαγρον	*mele/agron	μελέαγρον	mele/agron	n-s---nn-
Μελέαγρον	*mele/agron	μελέαγρον	mele/agron	n-s---nv-
Μελέαγρον	*mele/agron	μελέαγρον	mele/agron	n-s---na-
Μελήτου	*melh/tou	Μέλητος	*me/lhtos	n-s---mg-
Μελίτης	*meli/ths	Μελίτη	*meli/th	n-s---fg-
Μηδικοῖς	*mhdikoi=s	Μηδικός	*mhdiko/s	a-p---md-
Μηδικοῖς	*mhdikoi=s	Μηδικός	*mhdiko/s	a-p---nd-
Μηδικοῖς	*mhdikoi=s	Μηδικός	*mhdiko/s	a-p---md-
Μηδικοῖς	*mhdikoi=s	Μηδικός	*mhdiko/s	a-p---nd-
Μιλησίοις	*milhsi/ois	Μιλήσιος	*milh/sios	a-p---md-
Μιλησίοις	*milhsi/ois	Μιλήσιος	*milh/sios	a-p---nd-
Μορσίμου	*morsi/mou	Μόρσιμος	*mo/rsimos	n-s---mg-
Μορσίμου	*morsi/mou	μόρσιμος	mo/rsimos	n-s---mg-
Μορσίμου	*morsi/mou	μόρσιμος	mo/rsimos	n-s---fg-
Μορσίμου	*morsi/mou	μόρσιμος	mo/rsimos	n-s---ng-
Μουσαῖος	*mousai=os	Μουσαῖος	*mousai=os	n-s---mn-
Μουσῶν	*mousw=n	Μοῦσα	*mou=sa	n-p---fg-
Μουσῶν	*mousw=n	Μοῦσαι	*mou=sai	n-p---fg-
Μουσῶν	*mousw=n	Μοῦσαι	*mou=sai	n-p---fg-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v-sppamv-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v-sppann-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v-sppanv-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v-sppana-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v-sppamn-
Μουσῶν	*mousw=n	μουσόομαι	mouso/omai	v--pna---
Μουσῶν	*mousw=n	μουσόω	mouso/w	v-sppamv-
Μουσῶν	*mousw=n	μουσόω	mouso/w	v-sppann-
Μουσῶν	*mousw=n	μουσόω	mouso/w	v-sppanv-
Μουσῶν	*mousw=n	μουσόω	mouso/w	v-sppana-
Μουσῶν	*mousw=n	μουσόω	mouso/w	v-sppamn-
Μουσῶν	*mousw=n	μουσόω	mouso/w	v--pna---
Μούσαις	*mou/sais	Μοῦσα	*mou=sa	n-p---fd-
Μούσαις	*mou/sais	Μοῦσαι	*mou=sai	n-p---fd-
Μούσαις	*mou/sais	Μοῦσαι	*mou=sai	n-p---fd-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fn-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῦσα	*mou=sa	Μοῦσα	*mou=sa	n-s---fn-
Μοῦσα	*mou=sa	Μοῦσα	*mou=sa	n-s---fv-
Μοῦσα	*mou=sa	Μοῦσαι	*mou=sai	n-s---fn-
Μοῦσα	*mou=sa	Μοῦσαι	*mou=sai	n-s---fv-
Μοῦσα	*mou=sa	Μοῦσαι	*mou=sai	n-s---fn-
Μοῦσα	*mou=sa	Μοῦσαι	*mou=sai	n-s---fv-
Μοῦσαι	*mou=sai	Μοῦσα	*mou=sa	n-p---fn-
Μοῦσαι	*mou=sai	Μοῦσα	*mou=sa	n-p---fv-
Μοῦσαι	*mou=sai	Μοῦσαι	*mou=sai	n-p---fn-
Μοῦσαι	*mou=sai	Μοῦσαι	*mou=sai	n-p---fv-
Μοῦσαι	*mou=sai	Μοῦσαι	*mou=sai	n-p---fn-
Μοῦσαι	*mou=sai	Μοῦσαι	*mou=sai	n-p---fv-
Μέμνονας	*me/mnonas	Μέμνων	*me/mnwn	n-p---ma-
Μόλων	*mo/lwn	Μόλων	*mo/lwn	n-s---mn-
Μόλων	*mo/lwn	Μόλων	*mo/lwn	n-s---mv-
Μύρμηκί	*mu/rmhki/	Μύρμηξ	*mu/rmhc	n-s---md-
Μύρμηκί	*mu/rmhki/	μύρμηξ	mu/rmhc	n-s---md-
Νικομάχῳ	*nikoma/xw|	Νικόμαχος	*niko/maxos	n-s---md-
Νιόβη	*nio/bh	Νιόβη	*nio/bh	n-s---fn-
Νιόβη	*nio/bh	Νιόβη	*nio/bh	n-s---fv-
Νιόβην	*nio/bhn	Νιόβη	*nio/bh	n-s---fa-
Νυκτός	*nukto/s	Νύξ	*nu/c	n-s---fg-
Νυκτός	*nukto/s	νύξ	nu/c	n-s---fg-
Νυσήιον	*nush/ion	Νῦσα	*nu=sa	a-s---ma-
Νυσήιον	*nush/ion	Νῦσα	*nu=sa	a-s---nn-
Νυσήιον	*nush/ion	Νῦσα	*nu=sa	a-s---nv-
Νυσήιον	*nush/ion	Νῦσα	*nu=sa	a-s---na-
Νύμφαι	*nu/mfai	Νύμφαι	*nu/mfai	n-p---fn-
Νύμφαι	*nu/mfai	Νύμφαι	*nu/mfai	n-p---fv-
Νύμφαι	*nu/mfai	Νύμφαι	*nu/mfai	n-s---fd-
Νύμφαι	*nu/mfai	Νύμφης	*nu/mfhs	n-s---md-
Νύμφαι	*nu/mfai	νύμφη	nu/mfh	n-p---fn-
Νύμφαι	*nu/mfai	νύμφη	nu/mfh	n-p---fv-
Νύμφαι	*nu/mfai	νύμφη	nu/mfh	n-s---fd-
