urn:cts:greekLit:tlg0019.tlg009.fu.sp:117.1.text.token.1	μηδέν	mhde/n	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---nn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:124.1.text.token.2	διά	dia/	διά	dia/	urn:cite2:hmt:lsj.chicago_md:n24517	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:124.1.text.token.3	θυείας	quei/as	θυεία	quei/a	urn:cite2:hmt:lsj.chicago_md:n49278	n-s---fg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:124.2.text.token.1	ἆρα	a)=ra	ἆρα	a)=ra	urn:cite2:hmt:lsj.chicago_md:n14640	x--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:124.2.text.token.2	κώνειον	kw/neion	κώνειον	kw/neion	urn:cite2:hmt:lsj.chicago_md:n61336	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:124.2.text.token.3	λέγεις	le/geis	λέγω1	le/gw	urn:cite2:hmt:lsj.chicago_md:n62204	v2spia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:125.1.text.token.2	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:125.2.text.token.1	ψυχράν	yuxra/n	ψυχρός	yuxro/s	urn:cite2:hmt:lsj.chicago_md:n115972	a-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:125.2.text.token.2	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:125.2.text.token.3	καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:125.2.text.token.4	δυσχείμερον	dusxei/meron	δυσχείμερος	dusxei/meros	urn:cite2:hmt:lsj.chicago_md:n29619	n-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:126.1.text.token.1	εὐθύς	eu)qu/s	εὐθύσ2	eu)qu/s	urn:cite2:hmt:lsj.chicago_md:n44099	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:126.1.text.token.2	γάρ	ga/r	γάρ	ga/r	urn:cite2:hmt:lsj.chicago_md:n21618	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:126.1.text.token.3	ἀποπήγνυσι	a)poph/gnusi	ἀποπήγνυμι	a)poph/gnumi	urn:cite2:hmt:lsj.chicago_md:n13411	v3spia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:126.1.text.token.4	τἀντικνήμια	ta)ntiknh/mia	ἀντικνήμιον	a)ntiknh/mion	urn:cite2:hmt:lsj.chicago_md:n10036	n-p---nn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.1	βούλει	bou/lei	βούλομαι	bou/lomai	urn:cite2:hmt:lsj.chicago_md:n20621	v2spie---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.2	κατάντη	kata/nth	κατάντης	kata/nths	urn:cite2:hmt:lsj.chicago_md:n54650	n-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.3	καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.4	ταχεῖαν	taxei=an	ταχύς	taxu/s	urn:cite2:hmt:lsj.chicago_md:n102736	a-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.5	σοι	soi	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:127.1.text.token.6	φράσω	fra/sw	φράζω	fra/zw	urn:cite2:hmt:lsj.chicago_md:n112217	v1sasa---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.1	νή	nh/	νή	nh/	urn:cite2:hmt:lsj.chicago_md:n70618	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.2	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.3	Δί’	*di/'	Ζεύς	*zeu/s	urn:cite2:hmt:lsj.chicago_md:n46195	n-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.4	ὡς	w(s	ὡς	w(s	urn:cite2:hmt:lsj.chicago_md:n116401	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.5	ὄντος	o)/ntos	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-sppamg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.6	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.7	μή	mh/	μή	mh/	urn:cite2:hmt:lsj.chicago_md:n67283	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text.token.8	βαδιστικοῦ	badistikou=	βαδιστικός	badistiko/s	urn:cite2:hmt:lsj.chicago_md:n18990	a-s---mg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.1.text.token.1	καθέρπυσόν	kaqe/rpuso/n	καθέρπω	kaqe/rpw	urn:cite2:hmt:lsj.chicago_md:n51750	v2sama---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.1.text.token.2	νυν	nun	νῦν	nu=n	urn:cite2:hmt:lsj.chicago_md:n71308	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.1.text.token.3	ἐς	e)s	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.1.text.token.4	Κεραμεικόν	*kerameiko/n	κεραμεικός	kerameiko/s	urn:cite2:hmt:lsj.chicago_md:n56688	a-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.2.text.token.1	κᾆτα	ka)=|ta	εἶτα	ei)=ta	urn:cite2:hmt:lsj.chicago_md:n31562	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:129.2.text.token.2	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.1	ἀναβάς	a)naba/s	ἀναβαίνω	a)nabai/nw	urn:cite2:hmt:lsj.chicago_md:n6224	v-sapamn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.2	ἐπί	e)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.3	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.4	πύργον	pu/rgon	πύργος	pu/rgos	urn:cite2:hmt:lsj.chicago_md:n91605	n-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.5	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.1.text.token.6	ὑψηλόν	u(yhlo/n	ὑψηλός	u(yhlo/s	urn:cite2:hmt:lsj.chicago_md:n109918	a-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.2.text.token.1	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:130.2.text.token.2	δρῶ	drw=	δράω	dra/w	urn:cite2:hmt:lsj.chicago_md:n28360	v1spsa---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.1	ἀφιεμένην	a)fieme/nhn	ἀφίημι	a)fi/hmi	urn:cite2:hmt:lsj.chicago_md:n18331	v-sppmfa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.2	τήν	th/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.3	λαμπάδ’	lampa/d'	λαμπάσ1	lampa/s	urn:cite2:hmt:lsj.chicago_md:n61830	n-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.4	ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	urn:cite2:hmt:lsj.chicago_md:n36229	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.5	θεῶ	qew=	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v2spme---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text.token.2	ἐπειδάν	e)peida/n	ἐπειδάν	e)peida/n	urn:cite2:hmt:lsj.chicago_md:n38469	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text.token.3	φῶσιν	fw=sin	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3p-sa---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text.token.4	οἱ	oi(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text.token.5	θεώμενοι	qew/menoi	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v-pppemn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.2	εἷναι	ei(=nai	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v--ana---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.5	τόθ’	to/q'	τότε	to/te	urn:cite2:hmt:lsj.chicago_md:n104429	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.6	εἷναι	ei(=nai	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v--ana---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.7	καὶ	kai\	καὶ	kai\	urn:cite2:hmt:lsj.chicago_md:n51951	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.8	σύ	su/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----n-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.9	σαυτόν	sauto/n	σαυτοῦ	sautou=	urn:cite2:hmt:lsj.chicago_md:n93465a	p-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.2.text.token.1	ποῖ	poi=	ποῖ	poi=	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.3.text.token.1	κάτω	ka/tw	κάτω	ka/tw	urn:cite2:hmt:lsj.chicago_md:n56149	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.1	ἀλλ’	a)ll'	ἀλλά	a)lla/	urn:cite2:hmt:lsj.chicago_md:n4357	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.2	ἀπολέσαιμ’	a)pole/saim'	ἀπόλλυμι	a)po/llumi	urn:cite2:hmt:lsj.chicago_md:n13096	v1saoa---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.3	ἄν	a)/n	ἄν1	a)/n	urn:cite2:hmt:lsj.chicago_md:n6207	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.4	ἐγκεφάλου	e)gkefa/lou	ἐγκέφαλος	e)gke/falos	urn:cite2:hmt:lsj.chicago_md:n30272a	n-s---mg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.5	θρίω	qri/w	θρῖον	qri=on	urn:cite2:hmt:lsj.chicago_md:n49176	n-d---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.6	δύο	du/o	δύο	du/o	urn:cite2:hmt:lsj.chicago_md:n28592	m--------
